,종목코드,수익률
0,060310,39.562624254473164
1,095570,33.98268398268398
2,006840,-18.401486988847584
3,054620,24.489795918367346
4,265520,-17.53472222222222
5,211270,-0.32573289902280134
6,027410,-26.822558459422286
7,282330,7.384615384615385
8,032790,0.0
9,138930,18.98355754857997
10,001460,29.130434782608695
11,001465,17.218543046357617
12,013720,-81.25
13,001040,-9.44206008583691
14,079160,0.0
15,035760,-6.808510638297872
16,311690,16.812865497076025
17,00104K,-2.027027027027027
18,000120,-28.254847645429365
19,011150,-12.008501594048884
20,011155,2.3255813953488373
21,001045,-9.84182776801406
22,097950,-11.177884615384617
23,097955,-10.16042780748663
24,051500,47.93388429752066
25,058820,-20.795454545454543
26,023460,-9.31899641577061
27,056730,0.0
28,056000,0.0
29,065770,-9.426987060998151
30,083660,11.357340720221606
31,000590,13.880126182965299
32,012030,27.708095781071833
34,367340,2.644230769230769
35,367360,4.400977995110025
36,016610,10.214168039538714
37,005830,48.09322033898305
38,000990,29.809358752166375
39,000995,-3.961352657004831
40,139130,11.8562874251497
41,001530,51.008645533141205
42,000210,-28.588098016336055
43,001880,-17.97752808988764
44,000215,-9.184845005740529
45,375500,10.87866108786611
46,37550K,12.942779291553133
47,068790,-20.212765957446805
48,004840,-20.857988165680474
49,241520,-1.1884550084889642
50,155660,16.87170474516696
51,069730,-0.9041591320072333
52,017940,9.860788863109049
53,245620,-13.83838383838384
54,037370,11.73913043478261
55,278990,14.64968152866242
56,079190,-46.043165467625904
57,365550,15.181518151815181
58,050120,13.745019920318724
60,007700,-80.25270758122744
61,214270,529.9212598425197
62,130500,3.8327526132404177
63,114090,-10.27190332326284
64,900290,31.440588853838065
65,078930,11.989795918367346
66,083450,40.08810572687225
67,006360,11.270983213429256
68,001250,10.612244897959183
69,007070,-25.882352941176475
70,078935,8.588957055214724
71,297890,5.333333333333334
72,078150,-25.465838509316768
73,012630,-37.44493392070485
74,039570,1.4851485148514851
75,089470,-23.306451612903224
76,294870,-47.75086505190311
77,097230,8.60655737704918
79,028300,-19.65923984272608
80,067630,-12.76595744680851
81,047920,-39.82808022922636
82,115450,-14.644351464435147
83,011200,4.856115107913669
84,036640,38.64406779661017
85,082740,-2.2364217252396164
86,335870,0.22935779816513763
87,351340,2.1176470588235294
90,003560,-35.66084788029925
91,095340,37.41339491916859
92,099520,0.0
93,175330,29.204892966360855
94,950170,-11.826923076923077
95,234080,-22.95514511873351
96,067290,-23.035714285714285
97,001060,-8.681135225375627
98,001067,6.471494607087827
99,001065,14.696969696969697
100,096760,-9.761388286334057
101,035900,76.94524495677233
102,024840,-3.125
103,105560,11.454545454545455
104,024120,-37.30729701952723
105,002380,45.53191489361702
106,021320,14.37908496732026
107,344820,28.86178861788618
108,036670,-6.708595387840671
109,009070,-3.5384615384615383
110,009440,-9.26517571884984
111,112190,66.12244897959184
112,119650,-34.64818763326226
113,044180,13.392857142857142
114,092220,30.08474576271186
115,151860,94.48818897637796
116,016380,-22.68041237113402
117,016385,-9.54356846473029
118,046440,-7.707707707707708
119,035600,17.17171717171717
120,001390,17.26078799249531
121,226360,-59.95565410199557
122,111870,-48.77049180327869
123,033180,-38.52813852813853
124,060720,-6.1946902654867255
125,001940,3.508771929824561
126,122450,-31.092436974789916
127,052900,-17.24137931034483
128,058400,-28.463476070528966
129,114450,-22.33560090702948
130,025000,-14.779874213836477
131,092230,-0.3252032520325203
132,000040,-31.615384615384617
133,044450,6.363636363636363
134,030200,26.595744680851062
135,033780,-0.85995085995086
136,030210,9.12863070539419
137,058850,-19.66386554621849
138,058860,-17.67676767676768
139,060370,-1.0033444816053512
140,093050,5.9880239520958085
141,003550,-16.319824753559693
142,034220,-8.222222222222223
143,051900,-45.627376425855516
144,051905,-26.734104046242773
146,003555,-17.12707182320442
147,032640,14.285714285714285
148,011070,85.16746411483254
149,066570,-24.21383647798742
150,066575,-20.83897158322057
151,037560,12.552301255230125
152,051910,-35.04273504273504
153,051915,-29.910141206675224
154,079550,77.75030902348578
155,006260,-22.008862629246675
156,010120,-26.225490196078432
157,000680,24.867724867724867
158,229640,5.626598465473146
159,108320,91.688654353562
160,001120,10.77170418006431
161,108670,-18.60759493670886
162,108675,-12.978142076502733
165,023150,16.159250585480095
166,035420,-10.039630118890356
167,160550,-16.342412451361866
168,053290,-45.8974358974359
169,181710,-48.53351955307262
170,104200,214.1524105754277
171,060250,-47.34251968503937
173,005940,-0.8695652173913043
174,005945,16.977225672877847
175,338100,13.568985176738883
176,034310,-2.3054755043227666
177,030190,-22.287968441814595
178,008260,47.21825962910128
179,004250,111.76470588235294
180,004255,80.59701492537313
181,010060,-11.76470588235294
182,178920,-0.966702470461869
183,024940,35.04761904761905
184,005490,-8.006279434850864
185,218410,-17.857142857142858
186,327260,-47.88990825688074
187,091340,2.9013539651837523
188,010950,20.423412204234122
189,010955,21.304347826086957
190,019550,-13.239436619718308
191,950110,-26.60455486542443
192,034120,87.41721854304636
193,046140,8.96358543417367
194,036120,-31.223628691983123
195,099220,-23.905723905723907
196,036540,-12.189054726368159
197,255220,0.5277044854881267
198,040610,-3.1914893617021276
199,049470,-2.643171806167401
200,184230,-5.190311418685121
201,005090,25.343320848938827
202,016250,4.042179261862917
203,001380,-35.74803149606299
204,004060,2.7548209366391188
205,001770,32.563025210084035
206,002360,12.179487179487179
207,009160,153.78670788253476
208,123700,10.941176470588236
209,025530,13.722826086956522
210,034730,-15.384615384615385
211,337450,-1.66270783847981
212,340350,1.4563106796116505
213,011790,15.730337078651685
214,018670,8.49056603773585
215,001740,-15.86452762923351
216,001745,-33.54545454545455
217,006120,-32.189542483660134
218,006125,-26.20137299771167
219,210980,-22.04928664072633
220,068400,4.651162790697675
222,302440,31.932773109243694
223,326030,-14.066985645933014
226,03473K,-17.613636363636363
227,096770,-10.973084886128365
228,096775,-25.56179775280899
229,001510,-0.11148272017837235
230,001515,-21.98581560283688
231,285130,-46.978557504873294
232,28513K,-41.70940170940171
233,017670,-79.45848375451263
234,000660,-16.014234875444842
235,048550,191.31652661064427
236,063440,-17.4468085106383
237,950180,35.47794117647059
238,064960,-25.76243980738363
239,100840,6.779661016949152
240,003570,9.933774834437086
241,036530,-10.242587601078167
242,005610,22.814207650273225
243,011810,-27.040816326530614
244,077970,61.06965174129353
245,071970,18.705035971223023
246,002820,17.532467532467532
247,289080,-17.869034406215317
248,084870,15.425531914893616
249,002710,131.0969116080937
250,089230,-43.72093023255814
251,161570,-15.789473684210526
252,192410,-46.50924024640657
253,032540,122.36180904522614
254,048770,14.518002322880372
255,246690,-45.579567779960705
256,317240,-22.972972972972975
257,002900,21.62162162162162
258,038340,200.0
259,073570,-2.013422818791946
260,024070,-9.203296703296704
261,057030,-17.466666666666665
262,037270,44.38405797101449
263,040300,-9.517766497461928
264,051390,-7.074973600844774
265,052220,-0.34602076124567477
266,079940,-14.239482200647249
267,078890,11.440677966101696
268,000500,-7.2727272727272725
269,036620,131.41891891891893
270,000860,-12.837837837837837
271,217730,-52.74074074074074
272,035250,9.645669291338582
273,114190,0.0
274,094480,30.48780487804878
275,011420,43.68131868131868
276,039240,88.40070298769771
277,053950,-55.698005698005694
278,002100,-1.107011070110701
279,009450,-9.9609375
280,267290,14.683544303797468
281,012320,-15.312131919905772
282,011040,13.19796954314721
283,000050,22.692307692307693
284,214390,-24.16326530612245
285,012610,-4.341317365269461
286,009140,11.805555555555555
287,024910,7.4866310160427805
288,013580,30.22508038585209
289,012200,-18.337129840546698
290,012205,-1.455604075691412
291,002140,-12.679425837320574
292,198440,32.666666666666664
293,049720,25.844346549192366
294,010130,44.44444444444444
295,002240,1.6241299303944314
296,014570,-19.736842105263158
297,348150,-41.30781499202552
298,098460,-84.0084388185654
299,035290,0.0
300,038530,-17.578125
301,900280,-18.243243243243242
302,215000,66.10169491525424
303,121440,17.622377622377623
304,183410,168.91891891891893
306,076340,14.332247557003258
307,009290,-12.046783625730995
308,014200,56.06936416184971
309,017040,16.70103092783505
310,029480,54.153354632587856
311,017900,19.047619047619047
312,037710,9.826589595375722
313,026910,15.935828877005347
314,355150,1.9093078758949882
316,331520,1.9047619047619049
317,030610,-2.915082382762991
318,339770,-15.977961432506888
319,053270,-37.21413721413722
320,007690,-13.884785819793205
321,005320,-40.51094890510949
322,001140,-36.043956043956044
323,066620,0.9216589861751152
324,043650,24.283935242839352
325,006050,-32.05574912891986
326,060480,-12.874583795782463
327,078130,-38.59348198970841
328,307750,41.740412979351035
329,002720,-25.935828877005346
330,243870,16.785714285714285
331,204020,-2.8662420382165608
