,종목코드,회사명,NCAV,PEGR,PSR,유동비율,부채비율,일일변동평균,샤프지수,종목명,PER,PBR,시가총액
327,084680,(주)이월드,-0.0746846505828258,22.83537479291924,2.4493400639341094,102.48,23.5,-0.023085683111641,-3.764772343965269,이월드,125.37,1.24,359284.0
328,181340,(주)이즈미디어,0.0178120933690947,-0.0,6.883688860795023,127.79,181.08,0.9566608173425122,132.42610431292215,이즈미디어,0.0,4.17,150628.0
329,134060,(주)이퓨쳐,0.2429227863827978,0.2315829392598063,4.2548156907393855,1151.84,19.13,0.3608927435993539,14.748658520235294,이퓨쳐,25.14,2.48,45689.0
330,100030,(주)인지소프트,-0.0159713710899187,-0.0,16.12048187553728,103.21,50.9,0.2834177094971157,19.88565037283074,모바일리더,0.0,2.41,75197.0
331,119610,(주)인터로조,0.1693324737647198,-2.753535596941461,2.898535798518928,188.84,43.12,0.0323772549907159,1.7048322704443106,인터로조,15.03,2.05,262147.0
332,189300,(주)인텔리안테크놀로지스,0.0119660184083453,21.831229209158217,5.376893961002073,169.18,82.38,0.6110084834008651,65.73862222048602,인텔리안테크,59.7,5.93,505097.0
333,023810,(주)인팩,-0.2495210449927431,-0.0,0.3874536088269827,100.78,89.77,0.3778969832828244,44.82033452290826,인팩,0.0,0.73,68900.0
334,226320,(주)잇츠한불,0.3877628743715235,-0.0,10.583681224072386,1900.03,3.15,0.4864297048417201,34.408714269082665,잇츠한불,0.0,1.45,598670.0
335,174880,(주)장원테크,-0.2583201529595157,-0.0,2.923600772663052,57.8,58.41,-0.0919043486000272,-8.381619620083331,장원테크,0.0,0.47,70633.0
336,187420,(주)제노포커스,-0.0671129158718827,-0.0,9.967620846359711,120.93,75.99,0.4057582772299632,14.55449375551292,제노포커스,0.0,3.24,170906.0
337,123330,(주)제닉,-0.1785582255083179,-0.0,0.8986254826789879,119.67,123.9,0.2597394822590319,24.90367090533192,제닉,0.0,1.4,37870.0
338,194370,(주)제이에스코퍼레이션,-0.1146507732460753,-3.7353706628208383,1.5932607991462502,78.76,81.67,0.4699963980073094,65.40689953021567,제이에스코퍼레이션,29.8,1.64,256710.0
339,030000,(주)제일기획,0.1082004229678929,0.9684245980117996,2.807706043150438,156.49,71.53,0.1445987697180805,16.746947787128146,제일기획,15.59,2.58,2444626.0
340,089590,(주)제주항공,-0.7254752012449821,-0.0,1.641876285311595,63.24,429.58,0.2057085191447929,18.936562650825334,제주항공,0.0,2.07,897041.0
341,001550,(주)조비,0.008294344764933,-0.0,1.4944823294692922,153.62,71.58,0.2901029876561528,16.012404980268748,조비,0.0,2.3,110075.0
342,002600,(주)조흥,0.2466760037348272,-11.988855147499608,0.4811227901908955,131.76,86.38,0.1537702779992946,20.63344955748574,조흥,13.65,0.83,107100.0
343,185750,(주)종근당,0.1390873921867072,6.404493658974952,1.155073658779426,191.51,68.41,0.3328515721918937,15.55598044274242,종근당,29.05,3.32,1576802.0
