,종목코드,업종명
1318,064760,반도체
1319,246710,제약
1320,340570,제약
1321,277880,기계·장비
1322,131290,반도체
1323,356860,일반전기전자
1324,062860,반도체
1325,321550,기타서비스
1326,104480,화학
1327,081150,금속
1328,130740,운송장비·부품
1329,084730,통신장비
1330,046210,의료·정밀기기
1331,034230,오락·문화
1332,033540,기계·장비
1333,043200,IT부품
1334,214450,제약
1335,208340,제약
1336,177830,일반전기전자
1337,037070,일반전기전자
1338,150900,소프트웨어
1339,037030,일반전기전자
1340,047310,IT부품
1341,170790,통신장비
1342,049120,IT부품
1343,038950,통신장비
1344,106240,IT부품
1345,131760,IT부품
1346,065690,IT부품
1347,140860,의료·정밀기기
1348,091700,IT부품
1349,032800,오락·문화
1350,318010,음식료·담배
1351,027710,음식료·담배
1352,225590,섬유·의류
1353,054300,기계·장비
1354,068050,오락·문화
1355,222110,제약
1356,263750,디지털컨텐츠
1357,251970,화학
1358,087010,제약
1359,119500,금속
1360,022100,기타서비스
1361,009520,금속
1362,189690,소프트웨어
1363,318020,일반전기전자
1364,256630,금속
1365,331380,일반전기전자
1366,141020,유통
1367,041020,소프트웨어
1368,114630,화학
1369,123010,반도체
1370,290720,유통
1371,005670,음식료·담배
1372,094940,정보기기
1373,007330,금융
1374,093380,금속
1375,023900,음식료·담배
1376,220100,제약
1377,035200,화학
1378,334970,제약
1379,203690,제약
1380,321260,일반전기전자
1381,053610,반도체
1382,377220,음식료·담배
1383,335810,의료·정밀기기
1384,053160,일반전기전자
1385,367000,소프트웨어
1386,075130,컴퓨터서비스
1387,237820,기타서비스
1388,023770,디지털컨텐츠
1389,300080,디지털컨텐츠
1390,032580,반도체
1391,051380,유통
1392,241820,제약
1393,237750,일반전기전자
1394,024850,반도체
1395,319660,반도체
1396,031980,반도체
1397,002230,의료·정밀기기
1398,057880,유통
1399,043370,운송장비·부품
1400,239890,화학
1401,347740,기타서비스
1402,137400,기계·장비
1403,128660,금속
1404,006140,의료·정밀기기
1405,376180,기타제조
1406,304840,제약
1407,062970,일반전기전자
1408,087600,반도체
1409,161580,IT부품
1410,347770,IT부품
1411,163730,소프트웨어
1412,332710,금융
1413,341160,금융
1414,343510,금융
1415,363260,금융
1416,388220,금융
1417,299030,기계·장비
1418,067310,반도체
1419,372290,금융
1420,166090,반도체
1421,136480,음식료·담배
1422,003380,금융
1423,149980,의료·정밀기기
1424,013030,금속
1425,126700,의료·정밀기기
1426,106080,IT부품
1427,340120,금융
1428,377400,금융
1429,221840,운송장비·부품
1430,106190,유통
1431,066130,일반전기전자
1432,368770,금융
1433,004590,유통
1434,039340,방송서비스
1435,034950,기타서비스
1436,222980,음식료·담배
1437,318000,화학
1438,256840,제약
1439,025550,금속
1440,017890,화학
1441,080720,제약
1442,063570,기타서비스
1443,041460,소프트웨어
1444,101680,기계·장비
1445,039740,유통
1446,053300,소프트웨어
1447,025770,통신서비스
1448,310870,금융
1449,023760,금융
1450,054040,IT부품
1451,050540,기타서비스
1452,021650,화학
1453,053590,운송장비·부품
1454,032300,제약
1455,037230,종이·목재
1456,030520,소프트웨어
1457,052600,통신서비스
1458,256150,기계·장비
1459,092460,운송장비·부품
1460,047080,디지털컨텐츠
1461,070590,컴퓨터서비스
1462,226440,기계·장비
1463,042520,제약
1464,078350,반도체
1465,045100,기타서비스
1466,046110,컴퓨터서비스
1467,024740,운송장비·부품
1468,005860,음식료·담배
1469,123840,기계·장비
1470,007770,화학
1471,043090,유통
1472,079170,금속
1473,086960,소프트웨어
1474,054920,소프트웨어
1475,002680,음식료·담배
1476,066110,정보기기
1477,317320,금융
1478,340440,금융
1479,386580,금융
1480,034810,금융
1481,076610,IT부품
1482,059270,금속
1483,220180,소프트웨어
1484,900270,금융
1485,084990,기타서비스
1486,170030,운송장비·부품
1487,319400,기계·장비
1488,048410,화학
1489,052260,화학
1490,016790,음식료·담배
1491,041440,기계·장비
1492,039010,통신장비
1493,090850,기타서비스
1494,092300,IT부품
1495,053660,금속
1496,138360,화학
1497,011080,섬유·의류
1498,060560,유통
1499,064240,통신장비
1500,039610,기계·장비
1501,126640,운송장비·부품
1502,061250,제약
1503,097870,화학
1504,050090,IT부품
1505,290270,소프트웨어
1506,353190,음식료·담배
1507,090710,기계·장비
1508,205470,제약
1509,115160,통신장비
1510,028080,금융
1511,032860,기타서비스
1512,200670,제약
1513,065510,의료·정밀기기
1514,215090,의료·정밀기기
1515,243070,제약
1516,084110,제약
1517,263920,기타제조
1518,145020,제약
1519,024060,유통
1520,010240,기계·장비
1521,189980,음식료·담배
1522,037440,기타서비스
1523,238490,반도체
