,종목코드,PER,PBR,EPS,BPS,DIV,DPS
159,069140,10.23,1.2,512,4357,0.0,0
160,126870,105.95,2.39,79,3499,0.0,0
161,060260,68.6,2.58,25,666,0.0,0
162,012340,0.0,2.66,0,389,0.0,0
163,222040,28.68,6.06,835,3952,0.0,0
164,144960,18.46,2.53,1685,12298,0.42,130
165,085670,0.0,1.44,0,3218,0.0,0
166,222810,0.0,7.81,0,931,0.0,0
167,119860,22.01,3.1,702,4985,1.94,300
168,064260,0.0,1.7,0,3023,0.0,0
169,093640,515.38,5.4,13,1240,0.0,0
170,039560,0.0,1.16,0,5268,0.0,0
171,032190,22.36,1.2,606,11332,0.74,100
172,068240,59.29,3.09,296,5675,0.28,50
173,020400,0.0,0.81,0,54896,0.56,250
174,008830,0.0,0.43,0,66574,0.71,200
175,048470,17.03,1.27,435,5853,0.67,50
176,004780,6.72,1.05,912,5864,1.96,120
177,017650,4.59,0.79,377,2190,0.0,0
178,007720,0.0,3.27,0,965,0.0,0
179,078140,15.85,2.11,757,5675,0.42,50
180,036480,18.57,2.88,11828,76346,0.46,1000
181,025440,75.5,3.04,20,496,0.0,0
182,027830,45.0,2.07,58,1258,1.15,30
183,104040,13.88,1.34,143,1482,0.0,0
184,262830,0.0,0.0,0,0,0.0,0
185,020180,28.95,2.02,43,616,1.2,15
186,045390,16.95,2.22,149,1138,0.0,0
187,108380,7.92,0.77,1737,17947,0.0,0
188,006580,20.13,0.94,149,3200,0.0,0
189,007680,3.19,0.55,3783,21749,0.0,0
190,048910,0.0,2.16,0,4616,0.0,0
191,005710,3.37,0.65,2138,11060,1.39,100
192,071460,44.94,1.37,83,2719,0.0,0
193,120240,14.55,1.27,1244,14239,1.38,250
194,003310,32.45,1.3,55,1370,1.4,25
195,078600,261.94,4.07,67,4314,0.0,0
196,065690,23.52,0.75,206,6437,0.0,0
197,096350,0.0,0.4,0,4367,0.0,0
198,140520,0.0,0.7,0,6031,3.54,150
199,131220,21.45,1.68,255,3257,0.73,40
200,010170,0.0,4.87,0,1286,0.0,0
201,054670,0.0,3.06,0,4960,0.33,50
202,023910,14.97,2.84,2943,15491,0.5,220
203,021040,17.09,2.58,103,682,0.0,0
204,021045,0.0,0.0,0,0,0.0,0
205,067080,146.68,8.53,211,3630,0.32,100
206,192080,23.92,3.21,2952,22007,0.92,650
207,035290,263.5,7.4,20,712,0.0,0
208,213420,85.64,3.69,195,4528,0.0,0
209,077360,0.0,0.97,0,7546,0.0,0
210,090410,0.0,1.56,0,1362,0.0,0
211,263600,7.46,2.01,1790,6653,0.0,0
212,194480,0.0,1.0,0,13296,0.0,0
213,263800,13.83,3.01,321,1476,0.0,0
214,139050,0.0,2.53,0,1544,0.0,0
215,017680,0.0,1.96,0,479,0.0,0
216,206560,36.69,2.46,242,3604,0.0,0
217,067990,0.0,2.68,0,2496,0.0,0
218,006620,21.85,12.67,1872,3229,0.0,0
219,100130,17.21,1.07,289,4662,2.41,120
220,005160,7.83,0.57,480,6611,3.99,150
221,075970,23.99,0.64,104,3913,3.21,80
222,086450,15.09,2.62,4626,26689,0.57,400
223,099410,0.0,0.78,0,2758,0.0,0
224,226440,256.88,1.05,8,1966,0.0,0
225,281740,0.0,0.0,0,0,0.0,0
226,230490,336.67,1.02,6,1973,0.0,0
227,033500,22.08,1.82,366,4432,1.61,130
228,025950,13.7,1.03,691,9200,1.06,100
229,088130,4.55,1.03,2266,10022,1.26,130
230,041930,4.63,0.77,953,5730,2.27,100
231,060380,8.01,0.67,420,5032,2.97,100
232,079960,5.64,0.47,2023,24198,2.63,300
233,228340,3.13,0.65,1498,7185,5.34,250
234,104460,0.0,0.7,0,5403,2.65,100
235,088910,7.21,0.65,569,6269,0.0,0
236,094170,67.3,2.83,211,5011,0.21,30
237,013120,4.34,0.84,1079,5553,2.99,140
238,109860,15.77,0.6,549,14437,1.15,100
239,032960,9.09,1.39,1452,9516,0.27,35
240,023790,0.0,0.63,0,6203,0.0,0
241,005290,26.73,3.67,550,4010,0.41,60
242,025900,11.81,1.09,2960,32067,0.86,300
243,078590,11.26,1.97,194,1110,0.0,0
244,030350,0.0,2.48,0,2221,0.0,0
245,203650,0.0,3.16,0,1915,0.0,0
246,217620,100.0,1.04,20,1924,0.0,0
247,187870,12.99,2.28,835,4761,0.0,0
248,073190,0.0,0.89,0,2668,0.0,0
249,066670,17.23,0.5,226,7729,1.28,50
250,214680,0.0,3.41,0,678,0.0,0
251,263720,39.17,17.83,360,791,0.0,0
252,109740,16.97,1.65,423,4339,0.7,50
253,033430,0.0,1.92,0,2615,0.0,0
254,090710,82.61,6.96,23,273,0.0,0
255,131030,14.56,2.26,704,4543,0.98,100
256,196490,26.44,2.99,660,5845,0.57,100
257,066900,25.34,0.84,131,3936,0.0,0
258,127120,0.0,26.26,0,289,0.0,0
259,092070,13.48,2.0,979,6610,0.0,0
260,101000,5.29,1.08,360,1757,1.05,20
261,134580,0.0,0.85,0,3712,0.0,0
262,039840,32.82,6.18,1359,7222,0.0,0
263,079810,0.0,1.68,0,2514,0.0,0
264,113810,18.77,1.3,106,1528,0.0,0
265,043360,0.0,0.62,0,5396,1.49,50
266,106520,0.0,0.46,0,3084,0.0,0
267,068930,11.46,1.44,366,2908,3.81,160
268,033130,17.88,1.27,125,1764,1.79,40
269,033310,9.15,1.01,224,2037,0.0,0
270,105740,21.75,0.73,332,9863,1.39,100
271,187220,45.45,1.54,242,7158,0.0,0
272,131180,19.3,1.46,143,1890,1.81,50
273,042510,72.69,10.06,54,390,0.0,0
274,050120,4.3,1.36,273,861,0.0,0
275,171120,10.8,1.71,1097,6936,1.69,200
276,069540,91.22,1.55,98,5786,0.0,0
277,171010,0.0,3.38,0,1499,0.0,0
278,084650,149.41,4.33,85,2934,0.0,0
279,141080,0.0,10.36,0,6042,0.0,0
280,060300,203.42,1.14,19,3395,0.0,0
281,038390,11.2,0.98,1384,15805,3.87,600
282,228850,19.67,1.86,943,9971,1.62,300
283,047440,0.0,0.46,0,1991,0.0,0
284,238120,0.0,2.57,0,6790,0.0,0
285,215100,256.56,2.06,16,1992,0.0,0
286,090360,26.39,4.06,864,5612,0.22,50
287,016170,44.33,9.48,2477,11579,0.91,1004
288,067730,54.11,1.92,62,1750,1.79,60
289,071280,15.75,1.35,314,3676,1.01,50
290,038060,0.0,0.82,0,4588,0.0,0
291,082800,0.0,2.37,0,599,0.0,0
292,085370,75.36,3.85,276,5408,0.36,75
293,08537M,0.0,0.0,0,0,0.07,18
294,060240,59.51,2.76,102,2203,0.0,0
295,058470,25.01,4.45,2343,13182,1.54,900
296,039980,35.26,1.51,78,1820,1.09,30
297,016100,83.88,4.59,273,4994,0.0,0
298,197210,152.78,3.99,9,345,0.0,0
299,012700,4.94,0.57,1237,10644,2.45,150
300,131100,0.0,2.06,0,1253,0.0,0
301,277070,0.0,0.0,0,0,0.0,0
302,042500,16.96,1.21,245,3427,0.0,0
303,219420,44.84,10.94,252,1033,0.0,0
304,098120,0.0,0.86,0,4885,0.48,20
305,147760,15.55,2.1,535,3963,0.0,0
306,035480,0.0,1.18,0,1254,0.0,0
307,038290,98.05,5.19,487,9202,0.0,0
308,267980,0.0,0.0,0,0,0.0,0
309,005990,4.67,0.5,2975,27572,1.8,250
310,127160,0.0,3.5,0,1069,0.0,0
311,093520,39.68,1.69,109,2560,2.31,100
312,141070,0.0,1.06,0,1356,0.0,0
313,067280,14.55,2.47,2176,12834,0.79,250
314,072870,0.0,0.57,0,60405,2.02,700
315,215200,71.89,1.32,1359,73775,1.02,1000
316,133750,28.3,0.91,91,2819,3.88,100
317,041920,12.24,2.3,927,4942,0.0,0
318,086900,65.77,28.04,11132,26108,0.27,2000
319,078160,0.0,7.8,0,18237,0.0,0
320,065650,0.0,6.17,0,934,0.0,0
321,021880,0.0,1.23,0,426,0.0,0
322,140410,0.0,7.99,0,6473,0.0,0
323,241770,94.5,11.62,373,3034,0.0,0
324,059210,139.5,1.77,30,2358,0.24,10
325,058110,0.0,3.67,0,1836,0.0,0
326,096640,61.36,0.96,70,4462,0.0,0
327,149940,0.0,3.29,0,2389,0.0,0
328,080420,10.3,1.53,926,6217,0.0,0
329,080160,41.25,7.19,954,5474,1.52,600
330,100030,421.15,1.21,26,9067,0.0,0
331,087260,18.55,4.87,385,1466,0.0,0
332,101330,3.83,0.59,1321,8569,3.95,200
333,250060,0.0,0.88,0,1879,0.0,0
334,033200,0.0,0.88,0,5125,0.0,0
335,118990,6.02,2.0,5429,16373,0.0,0
336,006920,75.61,5.0,114,1724,0.0,0
337,001810,26.71,0.38,117,8266,0.96,30
338,161570,0.0,1.35,0,3581,0.0,0
339,028040,0.0,3.38,0,890,0.0,0
340,095500,87.55,0.74,49,5825,0.0,0
341,218150,304.12,2.59,17,1996,0.0,0
342,265480,0.0,0.0,0,0,0.0,0
343,239340,2050.0,1.06,1,1934,0.0,0
344,049950,122.03,14.16,1053,9072,0.13,170
345,213090,15.0,1.33,740,8357,0.9,100
346,207760,18.05,2.78,169,1099,0.82,25
347,059090,98.78,2.25,49,2148,0.0,0
348,201490,68.57,5.72,126,1510,0.0,0
349,214180,25.21,4.17,944,5710,1.89,450
350,206640,34.06,5.78,549,3236,0.53,100
351,018700,0.0,1.33,0,2787,0.0,0
352,035620,4.42,3.88,429,489,0.0,0
353,064520,50.0,1.36,27,996,0.0,0
354,029480,215.25,2.41,4,357,0.0,0
355,053030,0.0,2.79,0,4576,0.0,0
356,084990,5918.42,16.28,38,13815,0.0,0
357,064550,0.0,9.02,0,1508,0.0,0
358,208710,10.16,1.87,246,1336,0.0,0
359,142760,0.0,16.35,0,1413,0.0,0
360,065940,0.0,1.34,0,3350,0.0,0
361,038460,189.72,2.01,36,3396,0.0,0
362,044480,0.0,6.46,0,2615,0.0,0
363,086040,264.38,11.35,73,1701,0.0,0
364,032980,0.0,3.65,0,1015,0.0,0
365,043150,23.85,4.02,1667,9884,0.25,100
366,267790,23.57,10.26,681,1565,0.0,0
367,046310,0.0,1.62,0,2043,0.0,0
368,036620,3.08,2.6,548,650,0.0,0
369,177350,15.83,1.58,379,3787,1.67,100
370,225530,19.36,3.62,296,1583,5.24,300
371,250000,8.29,6.0,1652,2285,0.0,0
372,014100,61.3,3.99,230,3538,0.0,0
373,006910,307.27,1.65,11,2044,0.0,0
374,014470,14.32,0.89,207,3320,0.0,0
375,008470,7.55,0.72,746,7846,1.78,100
376,100120,14.55,3.56,2701,11032,0.51,200
377,066980,36.0,1.35,26,694,0.0,0
378,064480,7.19,1.16,664,4109,4.19,200
379,251630,21.6,7.51,1435,4130,0.0,0
380,033560,5.33,0.74,1240,8991,0.76,50
381,121800,0.0,4.09,0,3718,0.0,0
382,148140,10.42,2.39,950,4147,0.0,0
383,200780,30.0,2.79,850,9154,0.39,100
384,141000,13.26,1.81,1116,8178,0.68,100
385,090460,0.0,5.38,0,3391,0.0,0
386,083650,11.85,1.23,398,3835,0.0,0
387,086670,0.0,1.63,0,6921,0.88,100
388,138580,48.99,13.18,346,1286,0.0,0
389,082920,14.06,2.66,1031,5454,0.0,0
390,054220,59.63,1.01,27,1600,0.0,0
391,042370,3.99,1.18,1664,5617,0.0,0
392,032850,19.66,2.61,328,2475,1.13,73
393,093190,7.69,1.03,832,6202,4.69,300
394,065450,0.0,2.13,0,1439,0.0,0
395,072950,16.0,0.95,500,8424,1.25,100
396,143240,21.7,3.24,947,6339,0.58,120
397,123260,0.0,0.97,0,2042,0.0,0
398,100090,23.86,1.18,215,4331,0.0,0
399,122350,7.71,0.86,406,3624,2.88,90
400,014970,8.44,1.22,628,4362,0.94,50
401,018310,3.71,0.61,3232,19672,0.83,100
402,053700,8.85,0.86,1334,13782,0.59,70
403,009620,0.0,0.82,0,7873,0.0,0
404,023600,5.15,0.6,2107,18093,0.46,50
405,111870,11.59,1.0,776,8968,4.45,400
406,009300,14.94,1.03,1617,23378,1.04,250
407,225190,10.64,5.01,1597,3395,5.88,1000
408,054540,20.59,0.81,222,5613,1.97,90
409,065570,10.26,0.83,777,9614,3.2,255
410,082660,0.0,0.3,0,2864,0.0,0
411,073640,0.0,5.36,0,248,0.0,0
412,032280,12.53,0.56,164,3684,2.43,50
413,002290,65.09,0.84,55,4256,2.51,90
414,037460,8.47,1.43,1505,8939,0.0,0
415,032750,9.72,0.9,965,10471,1.28,120
416,054090,0.0,0.62,0,4292,0.0,0
417,000250,92.18,6.84,422,5689,0.13,50
418,024950,14.18,1.15,620,7672,2.28,200
419,038500,7.26,0.61,468,5558,0.0,0
420,017480,7.44,0.54,627,8689,3.22,150
421,046390,10.08,2.06,188,922,0.0,0
422,027580,0.0,0.78,0,2299,0.0,0
423,091580,0.0,3.52,0,3254,0.44,50
424,263810,12.89,3.73,1629,5631,1.88,394
425,089980,42.24,2.39,419,7398,0.79,140
426,042940,0.0,13.35,0,176,0.0,0
427,042600,6.22,0.99,896,5630,0.72,40
428,263540,20.08,2.05,364,3566,0.0,0
429,038070,21.01,1.76,614,7315,1.01,130
430,006730,182.79,1.15,61,9724,0.9,100
431,079650,10.93,1.37,439,3501,0.52,25
432,100660,51.55,0.87,74,4408,1.31,50
433,012860,3.85,0.36,597,6346,2.17,50
434,019770,0.0,0.6,0,6465,1.03,40
435,043710,0.0,2.22,0,1872,0.0,0
436,046890,31.63,1.91,626,10344,0.41,81
437,063170,24.18,2.19,383,4228,1.08,100
438,027040,9.96,1.99,120,599,0.0,0
439,018680,119.64,2.36,112,5685,0.11,15
440,093920,6.79,0.79,1028,8861,9.46,660
441,189860,35.66,1.58,286,6473,1.08,110
442,178320,6.93,2.2,5357,16853,0.0,0
443,122690,29.3,0.59,129,6452,0.79,30
444,140070,8.17,2.09,502,1964,1.71,70
445,011370,3.56,1.08,641,2105,1.32,30
446,065710,9.99,1.6,1782,11141,3.93,700
447,035890,6.39,0.82,176,1369,0.89,10
448,003100,5.81,0.41,3221,45309,2.14,400
449,123420,25.93,3.34,1606,12455,0.0,0
450,171090,4.04,2.16,4724,8863,0.0,0
451,014620,70.55,0.7,163,16401,1.3,150
452,037350,5.2,0.74,1572,11093,1.22,100
453,081580,4.69,0.6,830,6491,2.57,100
454,045300,15.25,1.53,398,3978,0.0,0
455,015750,11.5,0.41,553,15545,3.14,200
456,080470,60.56,1.83,180,5944,0.0,0
457,043260,44.38,0.76,24,1404,0.0,0
458,053060,0.0,0.74,0,1238,0.0,0
459,017510,34.98,1.74,207,4157,1.1,80
460,214310,0.0,2.75,0,691,0.0,0
461,011560,8.67,1.11,1418,11092,1.63,200
462,100700,26.48,3.06,193,1669,0.68,35
463,234100,8.95,1.29,902,6265,0.0,0
464,024830,16.23,0.33,451,22187,1.02,75
465,036630,0.0,1.47,0,422,0.0,0
466,039310,5.47,0.58,476,4507,3.84,100
467,067770,0.0,0.58,0,5299,0.0,0
468,053450,13.7,0.94,832,12176,1.75,200
469,252500,0.0,2.79,0,1938,0.0,0
470,049180,0.0,4.59,0,2700,0.0,0
471,108860,0.0,2.97,0,2156,0.0,0
472,208370,0.0,3.02,0,2129,0.0,0
473,068760,780.56,8.28,108,10183,0.0,0
474,091990,98.43,18.76,1082,5677,0.0,0
475,053110,0.0,5.37,0,496,0.0,0
476,032680,0.0,1.92,0,1027,0.0,0
477,032685,0.0,0.0,0,0,0.0,0
478,066910,44.69,2.53,81,1433,0.0,0
479,043100,0.0,1.92,0,339,0.0,0
480,154040,0.0,0.78,0,6720,0.0,0
481,035610,331.18,1.19,17,4712,0.0,0
482,036830,12.71,1.75,4635,33711,1.04,610
483,230980,0.0,3.62,0,975,0.0,0
484,086980,27.66,2.94,214,2016,0.84,50
485,050960,9.81,0.94,953,9994,1.34,125
486,084180,19.21,1.69,303,3444,1.2,70
487,236200,15.91,2.01,1571,12462,0.0,0
488,094840,13.62,0.53,437,11160,0.0,0
489,192440,8.06,1.61,6227,31144,1.0,500
490,099440,39.58,0.99,95,3815,1.33,50
491,033790,0.0,1.77,0,1958,0.0,0
492,159910,0.0,1.66,0,525,0.0,0
493,115570,5.13,0.49,1103,11441,1.41,80
494,253450,244.97,14.99,378,6176,0.0,0
495,087220,0.0,0.29,0,905,0.0,0
496,013810,11.87,1.22,308,2999,0.0,0
497,039670,0.0,1.23,0,990,0.0,0
498,049830,17.72,0.44,539,21586,0.89,85
499,020710,0.0,1.87,0,3923,0.0,0
500,033170,0.0,0.69,0,1903,0.0,0
501,048870,6.28,8.12,392,303,0.0,0
502,025320,55.34,3.42,74,1197,0.0,0
503,269620,8.07,3.12,402,1039,2.47,80
504,131090,70.25,4.6,40,611,0.36,10
505,001000,269.09,5.26,11,563,0.0,0
506,025870,64.89,1.43,90,4070,0.0,0
507,215600,0.0,32.05,0,3339,0.0,0
508,065350,79.42,1.13,69,4851,0.91,50
509,056000,0.0,2.0,0,1388,0.0,0
510,002800,30.41,4.05,388,2912,0.29,34
511,017000,22.92,1.06,226,4900,0.0,0
512,012790,10.84,1.31,1338,11037,0.97,140
513,138070,71.03,1.18,116,6964,0.0,0
514,257730,0.0,2.03,0,1089,0.0,0
515,277480,0.0,0.0,0,0,0.0,0
516,056700,16.34,0.65,134,3351,2.28,50
517,187270,109.11,1.14,45,4323,0.0,0
518,243840,44.3,4.32,860,8810,0.0,0
519,108320,11.97,1.59,3116,23406,2.41,900
520,222800,6.78,1.12,1326,8007,2.22,200
521,036710,11.42,0.67,190,3233,0.0,0
522,160980,18.92,2.33,793,6443,1.67,250
523,010280,0.0,1.02,0,705,0.0,0
524,122800,0.0,1.0,0,1004,0.0,0
525,208640,0.0,9.98,0,461,0.0,0
526,222420,31.65,2.85,82,911,0.0,0
527,037760,8.52,0.96,210,1858,1.68,30
528,136510,33.93,2.09,333,5410,0.27,30
529,099320,31.67,2.54,1121,13988,0.68,240
530,049960,20.14,5.39,2396,8952,1.14,550
531,050890,0.0,1.7,0,2442,0.0,0
532,099830,0.0,1.7,0,3400,0.0,0
533,066790,0.0,1.19,0,425,0.0,0
534,222080,0.0,1.26,0,1876,0.0,0
535,264660,6.91,2.63,2114,5542,0.68,100
536,115530,0.0,1.67,0,488,0.0,0
537,225330,19.91,3.77,449,2372,13.42,1200
538,115480,0.0,1.07,0,2887,0.0,0
539,096530,127.66,6.44,273,5412,0.0,0
540,101240,10.9,1.39,720,5644,1.53,120
541,047920,165.69,5.29,51,1596,0.0,0
542,060590,0.0,2.81,0,5201,0.0,0
543,036170,144.62,1.42,26,2648,0.0,0
544,260930,11.64,7.77,3329,4989,0.0,0
545,013990,88.52,1.03,61,5220,0.0,0
546,123860,0.0,2.36,0,7557,1.12,200
547,058220,0.0,2.19,0,489,0.0,0
548,052710,23.38,2.32,1677,16926,0.0,0
549,074430,0.0,5.02,0,507,0.0,0
550,092040,392.44,7.63,172,8848,0.0,0
551,083930,8.52,1.23,927,6420,2.53,200
552,149950,14.51,1.02,543,7704,2.54,200
553,036010,10.08,1.23,764,6276,2.86,220
554,050860,13.73,0.63,241,5278,2.27,75
555,246720,0.0,27.38,0,535,0.0,0
556,067390,34.99,3.4,513,5284,0.0,0
557,127710,12.69,1.11,208,2372,0.0,0
558,154030,15.75,2.07,268,2039,0.0,0
559,227610,13.18,5.18,1104,2807,0.0,0
560,143160,0.0,0.53,0,13500,2.77,200
561,054800,87.57,0.9,181,17552,0.95,150
562,060570,0.0,6.39,0,1226,0.0,0
563,099190,22.36,2.62,1277,10908,0.35,100
564,214430,21.74,2.94,1118,8276,1.85,450
565,040910,14.67,1.41,660,6850,1.03,100
566,068940,237.5,2.1,8,905,0.0,0
567,052860,47.36,2.74,125,2158,0.0,0
568,069920,48.64,2.48,70,1372,0.0,0
569,038880,192.75,3.89,20,991,0.0,0
570,101390,0.0,1.3,0,2274,0.0,0
571,226350,0.0,1.3,0,2312,0.0,0
572,078860,0.0,0.64,0,675,0.0,0
573,114810,47.37,1.56,266,8061,0.0,0
574,031310,13.01,0.78,269,4473,1.86,65
575,185490,0.0,13.89,0,1613,0.0,0
576,059100,8.02,1.14,828,5821,1.51,100
577,052460,19.09,1.31,308,4475,1.7,100
578,119830,18.73,1.09,275,4710,0.0,0
579,124500,0.0,2.63,0,1739,0.0,0
