,종목코드,외국인체결강도
574,033250,125.304
575,033270,85.0414
576,033530,132.0738
577,033660,26.7968
578,033780,105.9404
579,033920,85.951
580,034020,97.984
581,034220,93.0932
582,034300,87.4435
583,034310,241.2217
584,034590,483.6478
585,034730,80.8904
586,03473K,102.3756
587,034830,168.5974
588,035000,38.2401
589,035150,101.9777
590,035250,42.0878
591,035420,80.7729
592,035510,127.6058
593,035720,127.9338
594,036420,107.2891
595,036460,158.8461
596,036530,146.7351
597,036570,134.5071
598,036580,115.616
599,037270,88.3474
600,037560,105.0804
601,037710,290.1038
602,039130,98.1392
603,039490,86.1716
604,039570,202.7076
605,041650,81.4571
606,042660,73.0569
607,042670,114.88
608,042700,108.0243
609,044380,103.0574
610,044450,157.5816
611,044820,102.1141
612,047040,87.1061
613,047050,139.8728
614,047400,104.5467
615,047810,92.1114
616,049770,134.4493
617,049800,153.1175
618,051600,115.7281
619,051630,100.7299
620,051900,112.433
621,051901,61.2482
622,051910,75.5614
623,051911,139.5949
624,052690,68.0188
625,053210,49.9187
626,053690,180.1617
627,055490,91.1271
628,055550,130.4852
629,057050,223.2249
630,058430,116.4967
631,058650,64.2738
632,058730,100.6636
633,058850,116.2811
634,058860,129.6318
635,060980,120.8381
636,063160,103.3787
637,064350,95.8691
638,064960,98.6409
639,066570,74.6231
640,066571,96.9376
641,067830,96.2568
642,068270,127.9701
643,068290,93.2832
644,068400,143.4717
645,069260,71.6961
646,069460,97.0955
647,069620,82.782
648,069640,296.4904
649,069730,124.7882
650,069960,128.9621
651,070960,103.2332
652,071050,92.2409
653,071051,249.8967
654,071090,152.4812
655,071320,62.7018
656,071840,168.6782
657,071950,130.6694
658,071970,87.7412
659,072130,88.3602
660,072710,69.9168
661,073240,34.7947
662,074610,85.166
663,075180,55.3219
664,075580,140.5766
665,077500,65.5157
666,077970,96.262
667,078000,44.3039
668,078520,41.4075
669,078930,53.119
670,078931,101.1645
671,079160,67.2372
672,079430,158.5115
673,079550,100.4987
674,079980,126.348
675,081000,83.9049
676,081660,101.9148
677,082640,61.3138
678,082740,100.3533
679,083420,69.1564
680,084010,102.0432
681,084670,241.3793
682,084680,114.1379
683,084690,57.3487
684,084691,0.0
685,084870,117.408
686,085310,76.3837
687,085620,59.2643
688,086280,90.3102
689,086790,105.3524
690,088260,102.2351
691,088350,134.2393
692,088790,98.2067
693,088980,361.8075
694,089470,105.5679
695,089590,71.8982
696,090080,27.8902
697,090350,91.6501
698,090351,161.5385
699,090370,96.9361
700,090430,167.5956
701,090431,99.8356
702,091090,159.2409
703,091810,89.4384
704,092200,112.7396
705,092220,114.0878
706,092230,159.3497
707,092440,90.2961
708,092780,80.0838
709,093050,65.3938
710,093230,105.1589
711,093240,106.2587
712,093370,90.5543
713,094280,174.2305
714,094800,82.4228
715,095570,237.2054
716,095720,92.7915
717,096300,0.0
718,096760,57.9274
719,096770,84.6323
720,096771,117.5076
721,097230,200.3206
722,097950,86.7425
723,097951,69.4605
724,100220,201.6357
725,100250,94.7557
726,100840,171.7071
727,101060,24.7787
728,101140,88.8117
729,101530,96.7207
730,102260,156.2449
731,102280,58.687
732,102460,101.9215
733,103140,79.7822
734,103590,149.4962
735,104700,119.2168
736,105560,134.8904
737,105630,107.6922
738,105840,128.2496
739,107590,85.4878
740,108670,142.669
741,108671,112.9529
742,111110,140.1387
743,111770,197.0735
744,112610,124.2608
745,114090,44.2303
746,115390,133.117
747,117580,146.6866
748,118000,146.6717
749,119650,80.0852
750,120030,98.7558
751,120110,100.1096
752,120111,198.0769
753,122900,48.7991
754,123690,47.4686
755,123700,20.7656
756,123890,162.7925
757,126560,77.1116
758,128820,149.0584
759,128940,95.8965
760,129260,93.1886
761,130660,126.7436
762,133820,131.498
763,134380,inf
764,134790,195.0808
765,136490,119.1558
766,138040,72.2605
767,138250,104.9478
768,138490,157.0369
769,138930,77.1132
770,139130,92.3748
771,139480,80.6528
772,140910,126.0591
773,143210,74.7743
774,144620,80.4897
775,145210,116.3524
776,145270,60.8483
777,145720,160.535
778,145990,72.1451
779,155660,184.3821
780,161000,128.6948
781,161390,140.9756
782,161890,119.845
783,163560,192.3266
784,170900,38.802
785,175330,135.6868
786,180640,76.5411
787,18064K,82.7454
788,181710,96.7547
789,183190,130.6219
790,185750,56.1421
791,192080,92.6252
792,192400,133.9963
793,192650,83.4838
794,192820,73.7459
795,194370,105.1979
796,195870,126.5088
797,200880,95.0725
798,204210,0.0
799,204320,55.5522
800,207940,109.9506
801,210540,80.4785
802,210980,80.9551
803,213500,85.4647
804,214320,148.2565
805,214330,117.0841
806,214390,72.2773
807,214420,63.5894
808,226320,87.7557
809,227840,104.264
810,229640,120.6582
811,234080,141.4261
812,241560,116.2865
813,241590,76.5923
814,244920,92.457
815,248070,117.2619
816,248170,81.7305
817,249420,27.7711
818,251270,124.9154
819,264900,93.6861
820,26490K,117.2006
821,267250,90.8952
822,267260,77.8926
823,267270,111.3711
824,267290,130.5939
825,267850,91.7498
826,268280,88.5273
827,271560,95.6644
828,271980,55.6981
829,272210,126.197
830,272450,58.2673
831,272550,113.1757
832,280360,155.3834
833,281820,216.4473
834,282330,70.2878
835,282690,514.2167
836,284740,83.2195
837,285130,91.8633
838,28513K,122.4093
839,286940,130.3789
840,293480,162.7553
841,293940,165.0441
842,294870,97.8667
843,298000,89.0175
844,298020,99.8381
845,298040,104.2676
846,298050,83.1762
847,298690,95.1009
848,300720,97.5455
849,302440,22.9335
850,306200,112.4767
851,307950,107.0949
852,308170,89.5045
853,316140,114.5753
854,317400,102.4863
855,322000,184.9335
856,326030,38.6844
857,330590,225.6994
858,334890,139.6551
859,336260,84.5006
860,33626K,103.4907
861,336370,51.7527
862,33637K,67.5144
863,338100,93.0032
864,339770,95.5212
865,344820,72.9714
866,348950,119.0107
867,350520,76.773
868,352820,101.0461
869,353200,68.1022
870,35320K,114.9939
871,357120,168.6705
872,357250,148.5601
873,363280,85.9382
874,36328K,318.2699
875,365550,159.7302
876,375500,92.6857
877,37550K,43.4761
878,378850,99.0567
879,5307W1,97.5634
880,702070,93.4668
881,000057,118.6383
882,000214,63.7143
883,000250,87.1595
884,000295,174.8541
885,000312,99.9582
886,000341,88.1584
887,000440,105.0028
888,000449,64.2766
889,001000,72.1781
890,001540,69.8647
891,001810,101.1388
892,001840,95.1652
893,002230,76.0044
894,002290,107.9332
895,002680,115.9219
896,002800,79.3339
897,003100,62.7509
898,003310,95.7581
899,003380,103.4421
900,003800,377.5398
901,004590,85.0024
902,004650,302.5102
903,004780,87.9096
904,005160,146.8734
905,005290,79.3227
906,005670,84.1291
907,005710,105.8259
908,005860,87.1985
909,005990,145.5117
910,006050,168.182
911,006140,64.3496
912,006620,107.3842
913,006730,56.3032
914,006910,87.1189
915,006920,144.1411
916,007330,63.3175
917,007370,117.1155
918,007390,192.8094
919,007530,108.2258
920,007680,124.1865
921,007720,113.2913
922,007770,103.1785
923,007820,117.1807
924,008290,109.3551
925,008370,100.6787
926,008470,150.0584
927,008830,139.9848
928,009300,68.5968
929,009520,104.0524
930,009620,114.9889
931,009780,78.0082
932,010170,117.4412
933,010240,104.1336
934,010280,198.717
935,010470,101.8111
936,011040,85.9274
937,011080,87.1457
938,011320,77.0877
939,011370,106.2946
940,011560,222.0854
941,012340,106.2415
942,012620,167.7276
943,012700,100.6285
944,012790,37.4525
945,012860,100.5931
946,013030,123.1699
947,013120,83.9421
948,013310,99.2139
949,013720,79.1456
950,013810,125.1133
951,013990,60.6008
952,014100,6.8576
953,014190,100.7184
954,014200,120.1405
955,014470,97.4299
956,014570,163.0329
957,014620,105.8503
958,014940,116.1977
959,014970,201.8892
960,015710,90.4518
961,015750,69.5494
962,016100,111.0145
963,016250,139.6094
964,016600,229.7545
965,016790,107.5029
966,016920,136.7845
967,017000,99.6489
968,017250,106.0545
969,017480,175.4772
970,017510,129.4515
971,017650,61.1092
972,017890,140.9807
973,018000,145.4572
974,018120,112.8329
975,018290,89.1357
976,018310,142.553
977,018620,129.7678
978,018680,140.6357
979,018700,112.6313
980,019010,130.6509
981,019210,112.3899
982,019540,146.6739
983,019550,112.1373
984,019570,190.64
985,019590,78.0371
986,019660,97.5423
987,019770,93.247
988,019990,97.628
989,020180,89.2654
990,020400,76.7439
991,020710,194.0065
992,021040,90.2346
993,021041,23.4702
994,021080,100.8727
995,021320,106.1648
996,021650,96.2639
997,021880,199.9093
998,022100,97.8243
999,022220,175.2006
1000,023160,148.4504
1001,023410,167.895
1002,023440,149.2392
1003,023460,93.3078
1004,023600,155.2104
1005,023760,112.7626
1006,023770,109.1361
1007,023790,230.3101
1008,023890,70.5262
1009,023900,204.0239
1010,023910,206.6506
1011,024060,97.9095
1012,024120,93.5982
1013,024740,153.1603
1014,024800,112.1167
1015,024810,94.8171
1016,024840,170.8883
1017,024850,104.8971
1018,024880,85.429
1019,024910,81.519
1020,024940,120.5652
1021,024950,132.3894
1022,025320,54.4655
1023,025440,98.8177
1024,025550,124.9116
1025,025770,187.7357
1026,025870,97.2848
1027,025880,110.0255
1028,025900,82.2786
1029,025950,101.5735
1030,025980,104.1354
1031,026040,263.8107
1032,026150,104.1972
1033,026910,79.5726
1034,027040,133.7377
1035,027050,56.137
1036,027360,98.9026
1037,027580,162.389
1038,027710,85.9345
1039,027830,98.6394
1040,028080,36.248
1041,028150,91.5022
1042,028300,76.8239
1043,029480,104.4148
1044,029960,160.4945
1045,030190,193.7713
1046,030350,129.9073
1047,030520,72.3921
1048,030530,85.1137
1049,030960,93.9057
1050,031310,103.204
1051,031330,83.5474
1052,031390,102.3819
1053,031510,108.3564
1054,031860,124.4531
1055,031980,18.8891
1056,032080,147.2442
1057,032190,113.9903
1058,032280,111.2816
1059,032300,97.0442
1060,032500,76.7264
1061,032540,76.6177
1062,032580,103.3869
1063,032620,134.6836
1064,032680,162.3265
1065,032681,inf
1066,032750,96.7206
1067,032800,134.6882
1068,032820,103.0622
1069,032850,119.2106
1070,032860,92.9132
1071,032940,107.5697
1072,032960,130.082
1073,032980,83.0604
1074,033050,230.9191
1075,033100,130.9108
1076,033130,91.1876
1077,033160,73.6628
1078,033170,126.9668
1079,033200,124.434
1080,033230,172.3305
1081,033290,247.3919
1082,033310,105.5401
1083,033320,96.2197
1084,033340,404.1284
1085,033500,103.0318
1086,033540,89.0447
1087,033560,107.823
1088,033640,98.5015
1089,034230,39.2007
1090,034810,118.6931
1091,034940,53.0154
1092,034950,78.3241
1093,035080,108.8417
1094,035200,252.9382
1095,035460,128.0988
1096,035600,52.5271
1097,035610,103.7068
1098,035620,186.6895
1099,035760,93.2944
1100,035810,85.5192
1101,035890,85.3174
1102,035900,183.3939
1103,036000,50.5029
1104,036010,69.8957
1105,036030,97.4904
1106,036090,98.4355
1107,036120,103.3797
1108,036170,130.6939
1109,036190,56.9048
1110,036200,66.1139
1111,036480,64.6419
1112,036490,148.9959
1113,036540,99.7337
1114,036560,90.3214
1115,036620,142.639
1116,036630,113.0443
1117,036640,76.0344
1118,036670,192.3924
1119,036690,128.4615
1120,036710,53.2736
1121,036800,190.1144
1122,036810,101.3187
1123,036830,47.8903
1124,036890,92.0454
1125,036930,107.9521
1126,037030,100.1749
1127,037070,110.5877
1128,037230,87.5457
1129,037330,82.5967
1130,037350,106.6997
1131,037370,122.627
1132,037400,105.5204
1133,037440,114.4951
1134,037460,106.4362
1135,037760,101.5239
1136,037950,182.7435
1137,038010,92.262
1138,038060,100.8001
1139,038070,84.1637
1140,038110,106.6795
1141,038290,83.449
1142,038340,136.2913
1143,038390,111.5149
1144,038460,93.7911
1145,038500,99.35
1146,038530,135.6712
1147,038540,158.1778
1148,038620,101.2184
1149,038680,153.8808
1150,038870,96.7718
1151,038880,85.7742
1152,038950,136.4402
1153,039010,106.9414
1154,039020,63.2625
1155,039030,72.7426
1156,039200,73.5083
1157,039240,118.6635
1158,039290,114.3816
1159,039310,63.9158
1160,039340,168.1251
1161,039420,87.0625
1162,039440,128.3526
1163,039560,85.5927
1164,039610,83.3916
1165,039740,50.8777
1166,039830,86.1436
1167,039840,102.1747
1168,039860,90.831
1169,039980,225.5276
1170,040160,130.6904
1171,040300,151.127
1172,040350,94.5833
1173,040420,186.2002
1174,040610,97.4195
1175,040910,88.4464
1176,041020,132.2655
1177,041140,122.993
1178,041190,101.8923
1179,041440,143.4134
1180,041460,95.3006
1181,041510,89.8468
1182,041520,98.3805
1183,041590,150.3018
1184,041830,154.6319
1185,041910,139.0583
1186,041920,93.6366
1187,041930,93.1271
1188,041960,32.1195
1189,042000,109.2375
1190,042040,87.1951
1191,042110,154.5848
1192,042370,86.8712
1193,042420,78.8875
1194,042500,138.052
1195,042510,99.8727
1196,042520,102.505
1197,042600,88.1984
1198,042940,88.6583
1199,043090,100.0155
1200,043150,216.117
1201,043200,136.2622
1202,043220,168.2716
1203,043260,94.9541
1204,043290,91.3371
1205,043340,250.582
1206,043360,156.0003
1207,043370,118.7285
1208,043610,98.8253
1209,043650,114.33
1210,043710,114.1432
1211,043910,86.4314
1212,044060,104.6446
1213,044180,95.6092
1214,044340,79.8573
1215,044480,103.2614
1216,044490,155.7852
1217,044780,132.8595
1218,044960,76.4167
1219,045060,218.9592
1220,045100,72.8057
1221,045300,121.3082
1222,045340,106.6481
1223,045390,104.5586
1224,045510,169.262
1225,045520,136.8779
1226,045660,102.3829
1227,045890,91.1763
1228,045970,138.7745
1229,046070,146.9516
1230,046110,126.7553
1231,046120,84.9637
1232,046140,149.8643
1233,046210,80.7666
1234,046310,86.8176
1235,046390,96.2675
1236,046440,63.1052
1237,046890,66.5618
1238,046940,110.8699
1239,046970,170.9213
1240,047080,100.931
1241,047310,84.4667
1242,047560,101.7665
1243,047770,98.0166
1244,047820,104.1839
1245,047920,93.644
1246,048260,121.4678
1247,048410,94.8422
1248,048430,181.9089
1249,048470,66.841
1250,048530,102.6023
1251,048550,162.3805
1252,048770,102.9658
1253,048830,98.1059
1254,048870,96.3921
1255,048910,95.1003
1256,049070,81.7541
1257,049080,98.3466
1258,049120,89.8759
1259,049180,75.8316
1260,049430,163.453
1261,049470,201.9419
1262,049480,124.9288
1263,049520,81.7003
1264,049550,97.2685
1265,049630,126.82
1266,049720,155.2904
1267,049830,64.2985
1268,049950,37.1047
1269,049960,35.9655
1270,050090,94.0821
1271,050110,96.1916
1272,050120,88.2213
1273,050760,96.386
1274,050860,143.0998
1275,050890,102.0356
1276,050960,103.713
1277,051160,127.8727
1278,051360,120.3512
1279,051370,98.8835
1280,051380,195.0642
1281,051390,59.9046
1282,051490,93.0752
1283,051500,61.521
1284,051780,144.8036
1285,051980,95.1027
1286,052020,71.1888
1287,052220,100.3444
1288,052260,43.3014
1289,052300,75.4236
1290,052330,91.8712
1291,052400,101.1566
1292,052420,100.0139
1293,052460,100.264
1294,052600,102.0367
1295,052670,120.107
1296,052710,97.1513
1297,052790,123.6745
1298,052860,173.8939
1299,052900,102.1378
1300,053030,94.1421
1301,053050,192.6199
1302,053060,88.6362
1303,053080,90.637
1304,053110,100.2541
1305,053160,107.2355
1306,053260,77.4026
1307,053270,86.1455
1308,053280,161.3284
1309,053290,105.0946
1310,053300,84.3291
1311,053350,217.9037
1312,053450,101.0373
1313,053580,129.6355
1314,053590,87.9118
1315,053610,96.6232
1316,053620,82.2032
1317,053700,116.0077
1318,053800,83.1368
1319,053950,108.2435
1320,053980,65.2236
1321,054040,109.9534
1322,054050,177.698
1323,054090,100.1234
1324,054180,102.4852
1325,054210,95.7913
1326,054300,83.2952
1327,054410,97.1263
1328,054450,90.2539
1329,054540,119.9563
1330,054620,107.6211
1331,054630,100.653
1332,054670,47.8741
1333,054780,88.1822
1334,054800,9.4766
1335,054920,100.6526
1336,054930,167.2743
1337,054940,78.856
1338,054950,150.3026
1339,056080,93.6204
1340,056090,119.0847
1341,056190,57.9057
1342,056360,96.7352
1343,056700,98.1709
1344,057030,113.6376
1345,057540,97.0966
1346,057680,72.3138
1347,057880,69.5047
1348,058110,107.4479
1349,058470,116.4487
1350,058610,60.1093
1351,058630,103.0469
1352,058820,79.1635
1353,059090,107.4083
1354,059100,81.3144
1355,059120,91.9681
1356,059210,80.9908
1357,060150,143.0631
1358,060230,75.5836
1359,060240,103.4516
1360,060250,84.7063
1361,060260,135.8459
1362,060280,118.8817
1363,060310,132.0931
1364,060370,96.6073
1365,060380,126.478
1366,060480,172.3151
1367,060540,258.3522
1368,060560,97.737
1369,060570,152.858
1370,060590,92.1099
1371,060720,103.2702
1372,060850,190.6105
