,거래일자,종목코드,외국인_일순매수금액
2223,20210322,KR7025750001,-78004070
2224,20210322,KR7025820002,-128170330
2225,20210322,KR7025860008,-184325170
2226,20210322,KR7025890005,-1376655
2227,20210322,KR7026890004,-339171450
2228,20210322,KR7026940007,11883600
2229,20210322,KR7026960005,280413900
2230,20210322,KR7027410000,-374725040
2231,20210322,KR7027740000,-278050685
2232,20210322,KR7027970003,-100648115
2233,20210322,KR7028050003,9476060650
2234,20210322,KR7028100006,-77561450
2235,20210322,KR7028260008,-3583511000
2236,20210322,KR702826K016,43895000
2237,20210322,KR7028670008,-8149329620
2238,20210322,KR7029460003,72677300
2239,20210322,KR7029530003,207709450
2240,20210322,KR7029780004,1771287250
2241,20210322,KR7030000004,829915850
2242,20210322,KR7030200000,3951943450
2243,20210322,KR7030210009,-158630575
2244,20210322,KR7030610000,-11092430
2245,20210322,KR7030720007,-66371910
2246,20210322,KR7030790000,495255750
2247,20210322,KR7031430002,-88323000
2248,20210322,KR7031440001,193884800
2249,20210322,KR7031820004,-198038165
2250,20210322,KR7032350001,-3292162600
2251,20210322,KR7032560005,-225162980
2252,20210322,KR7032640005,-293877000
2253,20210322,KR7032830002,-825262500
2254,20210322,KR7033180001,-14525370
2255,20210322,KR7033240003,-763576900
2256,20210322,KR7033250002,-27212560
2257,20210322,KR7033270000,-3737630500
2258,20210322,KR7033530007,-62443570
2259,20210322,KR7033660002,-93353100
2260,20210322,KR7033780008,-6617283500
2261,20210322,KR7033920000,9450680
2262,20210322,KR7034020008,-5564812650
2263,20210322,KR7034220004,2824508550
2264,20210322,KR7034300004,50313900
2265,20210322,KR7034310003,242317650
2266,20210322,KR7034590000,2006850
2267,20210322,KR7034730002,-11602766000
2268,20210322,KR703473K016,-120064000
2269,20210322,KR7034830000,62949985
2270,20210322,KR7035000009,-46398920
2271,20210322,KR7035150002,852094480
2272,20210322,KR7035250000,-2838156100
2273,20210322,KR7035420009,-107398411500
2274,20210322,KR7035510007,-69914500
2275,20210322,KR7035720002,-4259136000
2276,20210322,KR7036420008,10498850
2277,20210322,KR7036460004,-249470950
2278,20210322,KR7036530004,183482800
2279,20210322,KR7036570000,10319602000
2280,20210322,KR7036580009,105613380
2281,20210322,KR7037270006,22014010
2282,20210322,KR7037560000,33605675
2283,20210322,KR7037710001,139831500
2284,20210322,KR7039130000,-684527900
2285,20210322,KR7039490008,-24672000
2286,20210322,KR7039570007,13230000
2287,20210322,KR7041650003,-241532770
2288,20210322,KR7042660001,-1292359350
2289,20210322,KR7042670000,13369134170
2290,20210322,KR7042700005,1748623950
2291,20210322,KR7044380004,31897870
2292,20210322,KR7044450005,1163049150
2293,20210322,KR7044820009,-39419550
2294,20210322,KR7047040001,6339909610
2295,20210322,KR7047050000,-9827444800
2296,20210322,KR7047400007,116107345
2297,20210322,KR7047810007,-8538211650
2298,20210322,KR7049770001,-57870500
2299,20210322,KR7049800006,32919760
2300,20210322,KR7051600005,-2186911500
2301,20210322,KR7051630002,14787970
2302,20210322,KR7051900009,-10050510000
2303,20210322,KR7051901007,684649000
2304,20210322,KR7051910008,-55918413000
2305,20210322,KR7051911006,1657759000
2306,20210322,KR7052690005,-625505200
2307,20210322,KR7053210001,-17167510
2308,20210322,KR7053690004,-85726620
2309,20210322,KR7055490007,-639340350
2310,20210322,KR7055550008,-5415968050
2311,20210322,KR7057050007,982095300
2312,20210322,KR7058430000,1741141650
2313,20210322,KR7058650003,-3638500
2314,20210322,KR7058730003,-11216100
2315,20210322,KR7058850009,795200960
2316,20210322,KR7058860008,56401710
2317,20210322,KR7060980000,-445214500
2318,20210322,KR7063160006,4723100
2319,20210322,KR7064350002,-419085100
2320,20210322,KR7064960008,395659000
2321,20210322,KR7066570003,8052125500
2322,20210322,KR7066571001,1459893400
2323,20210322,KR7067830000,-116620420
2324,20210322,KR7068270008,-8218145500
2325,20210322,KR7068290006,-768102950
2326,20210322,KR7068400001,-28339250
2327,20210322,KR7069260008,814074150
2328,20210322,KR7069460004,-4712860
2329,20210322,KR7069620003,-581432000
2330,20210322,KR7069640001,8858810
2331,20210322,KR7069730000,-31474250
2332,20210322,KR7069960003,559479200
2333,20210322,KR7070960000,56761970
2334,20210322,KR7071050009,-3271561000
2335,20210322,KR7071051007,11262900
2336,20210322,KR7071090005,-160698350
2337,20210322,KR7071320006,8617000
2338,20210322,KR7071840003,128936000
2339,20210322,KR7071950000,3930785
2340,20210322,KR7071970008,-1578613195
2341,20210322,KR7072130008,14696890
2342,20210322,KR7072710007,3993100
2343,20210322,KR7073240004,-50590370
2344,20210322,KR7074610007,173891915
2345,20210322,KR7075180000,-14659770
2346,20210322,KR7075580001,64414710
2347,20210322,KR7077500007,-227888000
2348,20210322,KR7077970002,-331048840
2349,20210322,KR7078000007,-2477550
2350,20210322,KR7078520004,-66550150
2351,20210322,KR7078930005,-520513850
2352,20210322,KR7078931003,-8257300
2353,20210322,KR7079160008,-1376692850
2354,20210322,KR7079430005,190469500
2355,20210322,KR7079550000,138982900
2356,20210322,KR7079980009,-294525110
2357,20210322,KR7081000002,-82384800
2358,20210322,KR7081660003,375461100
2359,20210322,KR7082640004,-279570310
2360,20210322,KR7082740002,171842010
2361,20210322,KR7083420000,-396196900
2362,20210322,KR7084010008,1800186400
2363,20210322,KR7084670009,6623050
2364,20210322,KR7084680008,19242325
2365,20210322,KR7084690007,-55598910
2366,20210322,KR7084870005,-3120720
2367,20210322,KR7085310001,-181852245
2368,20210322,KR7085620003,87841160
2369,20210322,KR7086280005,-2821783500
2370,20210322,KR7086790003,-11879361200
2371,20210322,KR7088260005,157700
2372,20210322,KR7088350004,-582208000
2373,20210322,KR7088790001,15818090
2374,20210322,KR7088980008,416059450
2375,20210322,KR7089470009,-36806170
2376,20210322,KR7089590004,-716399050
2377,20210322,KR7090080003,-1553890
2378,20210322,KR7090350000,-2228380
2379,20210322,KR7090370008,30976230
2380,20210322,KR7090430000,4377825000
2381,20210322,KR7090431008,129510000
2382,20210322,KR7091090001,-112451565
2383,20210322,KR7091810002,-171505750
2384,20210322,KR7092200005,-84971480
2385,20210322,KR7092220003,-163244070
2386,20210322,KR7092230002,4119900
2387,20210322,KR7092440007,55297690
2388,20210322,KR7092780006,-28950170
2389,20210322,KR7093050003,67652700
2390,20210322,KR7093230001,130916566
2391,20210322,KR7093240000,-186767175
2392,20210322,KR7093370005,-442783800
2393,20210322,KR7094280005,-41528000
2394,20210322,KR7094800000,2982045
2395,20210322,KR7095570008,-22139730
2396,20210322,KR7095720009,-166856645
2397,20210322,KR7096760004,179881800
2398,20210322,KR7096770003,-1629389000
2399,20210322,KR7096771001,114892500
2400,20210322,KR7097230007,33935610
2401,20210322,KR7097950000,-1327002500
2402,20210322,KR7097951008,-104225500
2403,20210322,KR7100220003,19860490
2404,20210322,KR7100250000,106404935
2405,20210322,KR7100840008,95057300
2406,20210322,KR7101060002,-46673670
2407,20210322,KR7101140002,-1007355840
2408,20210322,KR7101530004,6242760
2409,20210322,KR7102260007,-21849040
2410,20210322,KR7102280005,-161849674
2411,20210322,KR7102460003,-13267100
2412,20210322,KR7103140000,542132250
2413,20210322,KR7103590006,13890975
2414,20210322,KR7104700000,496564330
2415,20210322,KR7105560007,43688610700
2416,20210322,KR7105630008,338152400
2417,20210322,KR7105840003,-38808440
2418,20210322,KR7107590002,-149061800
2419,20210322,KR7108670001,1013478500
2420,20210322,KR7108671009,139305250
2421,20210322,KR7111110003,33498050
2422,20210322,KR7111770004,956433300
2423,20210322,KR7112610001,3066494600
2424,20210322,KR7114090004,-787219700
2425,20210322,KR7115390007,244395400
2426,20210322,KR7117580001,14179490
2427,20210322,KR7118000009,-356253775
2428,20210322,KR7119650000,-488006360
2429,20210322,KR7120030002,-30687500
2430,20210322,KR7120110002,1186562700
2431,20210322,KR7120111000,39392100
2432,20210322,KR7122900004,64264780
2433,20210322,KR7123690000,-72058150
2434,20210322,KR7123700007,-17556995
2435,20210322,KR7123890006,177820640
2436,20210322,KR7126560002,-1195677140
2437,20210322,KR7128820008,18761345
2438,20210322,KR7128940004,244477000
2439,20210322,KR7129260006,-108317535
2440,20210322,KR7130660004,-144234935
2441,20210322,KR7133820001,-19509315
2442,20210322,KR7134790005,-6366400
2443,20210322,KR7136490000,451519450
2444,20210322,KR7138040001,469546450
2445,20210322,KR7138250006,-60407650
2446,20210322,KR7138490008,423080190
2447,20210322,KR7138930003,-3294271380
2448,20210322,KR7139130009,-2383891160
2449,20210322,KR7139480008,-1233867000
2450,20210322,KR7140910001,-937500
2451,20210322,KR7143210003,45682610
2452,20210322,KR7144620002,-45523040
2453,20210322,KR7145210001,-31343452
2454,20210322,KR7145270005,-73961655
2455,20210322,KR7145720009,609551700
2456,20210322,KR7145990008,-249974500
2457,20210322,KR7155660004,-65689290
2458,20210322,KR7161000005,1479681950
2459,20210322,KR7161390000,2787588550
2460,20210322,KR7161890009,673520400
2461,20210322,KR7163560006,144613720
2462,20210322,KR7170900005,-446853000
2463,20210322,KR7175330000,261324950
2464,20210322,KR7180640005,199984000
2465,20210322,KR718064K016,9796400
2466,20210322,KR7181710005,542239800
2467,20210322,KR7183190008,39358200
2468,20210322,KR7185750007,-127340000
2469,20210322,KR7192080000,46265000
2470,20210322,KR7192400000,-32120000
2471,20210322,KR7192650000,-130721790
2472,20210322,KR7192820009,-253622000
2473,20210322,KR7194370003,230300050
2474,20210322,KR7195870001,505761000
2475,20210322,KR7200880003,-658394200
2476,20210322,KR7204320006,-5968284500
2477,20210322,KR7207940008,-4645169000
2478,20210322,KR7210540001,-16899950
2479,20210322,KR7210980009,-308767600
2480,20210322,KR7213500002,57743300
2481,20210322,KR7214320004,-205691300
2482,20210322,KR7214330003,-111653125
2483,20210322,KR7214390007,-295561650
2484,20210322,KR7214420002,7066600
2485,20210322,KR7226320000,184784500
2486,20210322,KR7227840006,209732000
2487,20210322,KR7229640008,-183098760
2488,20210322,KR7234080000,-32295750
2489,20210322,KR7241560002,1041940950
2490,20210322,KR7241590009,758526650
2491,20210322,KR7244920005,595261210
2492,20210322,KR7248070005,-247954500
2493,20210322,KR7248170003,-18003200
2494,20210322,KR7249420001,-410578850
2495,20210322,KR7251270005,864024000
2496,20210322,KR7264900002,-11551630
2497,20210322,KR726490K013,-3922000
2498,20210322,KR7267250009,-2213976000
2499,20210322,KR7267260008,-1064952600
2500,20210322,KR7267270007,1018324250
2501,20210322,KR7267290005,29668800
2502,20210322,KR7267850006,-15348050
2503,20210322,KR7268280005,-66836500
2504,20210322,KR7271560005,252362000
2505,20210322,KR7271980005,-602678300
2506,20210322,KR7272210006,-661438100
2507,20210322,KR7272450008,13528300
2508,20210322,KR7272550005,-98249950
2509,20210322,KR7280360009,-29845500
2510,20210322,KR7281820001,1891069200
2511,20210322,KR7282330000,-1605174500
2512,20210322,KR7282690007,29877100
2513,20210322,KR7284740008,280840400
2514,20210322,KR7285130001,-2389405500
2515,20210322,KR728513K010,239769500
2516,20210322,KR7286940002,-14186150
2517,20210322,KR7293480000,-12099750
2518,20210322,KR7293940003,126450490
2519,20210322,KR7294870001,-461488650
2520,20210322,KR7298000001,3193508500
2521,20210322,KR7298020009,-1025775000
2522,20210322,KR7298040007,-181465800
2523,20210322,KR7298050006,-2874384000
2524,20210322,KR7298690009,-231005010
2525,20210322,KR7300720000,15877000
2526,20210322,KR7302440003,-25135906500
2527,20210322,KR7306200007,13158400
2528,20210322,KR7307950006,615803000
2529,20210322,KR7308170000,-102415400
2530,20210322,KR7316140003,-3239721300
2531,20210322,KR7317400000,-317950550
2532,20210322,KR7322000001,180636500
2533,20210322,KR7326030004,-3146576000
2534,20210322,KR7330590001,-42255860
2535,20210322,KR7334890001,-45199400
2536,20210322,KR7336260005,-5616741900
2537,20210322,KR733626K013,-5939200
2538,20210322,KR733626K021,-1171000
2539,20210322,KR7336370002,-1072358550
2540,20210322,KR733637K010,-1356450
2541,20210322,KR733637K028,-1273800
2542,20210322,KR7338100001,34495220
2543,20210322,KR7339770000,30462800
2544,20210322,KR7344820006,-145793450
2545,20210322,KR7348950007,-55930660
2546,20210322,KR7350520003,-13624315
2547,20210322,KR7352820005,290146500
2548,20210322,KR7353200009,-175432200
2549,20210322,KR735320K011,7681590
2550,20210322,KR7357120005,242966330
2551,20210322,KR7357250000,-6893275
2552,20210322,KR7363280009,301147800
2553,20210322,KR736328K013,-4837900
2554,20210322,KR7365550003,357211030
2555,20210322,KR7375500006,1200803000
2556,20210322,KR737550K011,-149562700
2557,20210322,KR7378850002,-63930720
2558,20210322,KR8702070002,16703900
2559,20210322,KYG5307W1015,66381680
2560,20210323,KR7000020008,311320700
2561,20210323,KR7000040006,-26008125
2562,20210323,KR7000050005,-52685950
2563,20210323,KR7000060004,-199300150
2564,20210323,KR7000070003,-181872300
2565,20210323,KR7000071001,-891100
2566,20210323,KR7000080002,1512706700
2567,20210323,KR7000100008,-584009700
2568,20210323,KR7000101006,-15834900
2569,20210323,KR7000120006,-97730500
2570,20210323,KR7000140004,-38148050
2571,20210323,KR7000150003,-759267300
2572,20210323,KR7000151001,-20359300
2573,20210323,KR7000152009,-401800
2574,20210323,KR7000180000,22829685
2575,20210323,KR7000210005,-864512000
2576,20210323,KR7000211003,-77878400
2577,20210323,KR7000220004,33555050
2578,20210323,KR7000221002,21175400
2579,20210323,KR7000230003,-29415850
2580,20210323,KR7000240002,-380525500
2581,20210323,KR7000270009,-11517102600
2582,20210323,KR7000300004,-151114003
2583,20210323,KR7000320002,45477300
2584,20210323,KR7000370007,310513230
2585,20210323,KR7000390005,164778750
2586,20210323,KR7000400002,-93933955
2587,20210323,KR7000430009,469571565
2588,20210323,KR7000480004,-78827200
2589,20210323,KR7000490003,-313854490
2590,20210323,KR7000500009,-354832800
2591,20210323,KR7000520007,13992250
2592,20210323,KR7000540005,-124708190
2593,20210323,KR7000541003,146490
2594,20210323,KR7000590000,-8111000
2595,20210323,KR7000640003,-16281000
2596,20210323,KR7000650002,-649900
2597,20210323,KR7000660001,-51256666500
2598,20210323,KR7000670000,-94948000
2599,20210323,KR7000680009,29179500
2600,20210323,KR7000700005,-3019990
2601,20210323,KR7000720003,3321127750
2602,20210323,KR7000810002,-4567181500
2603,20210323,KR7000811000,1057221500
2604,20210323,KR7000850008,-24223800
2605,20210323,KR7000860007,-161803800
2606,20210323,KR7000880005,-743807500
2607,20210323,KR7000881003,-9421450
2608,20210323,KR700088K015,-52803250
2609,20210323,KR7000890004,44236995
2610,20210323,KR7000910000,883680070
2611,20210323,KR7000950006,1269900
2612,20210323,KR7000970004,-176484340
2613,20210323,KR7000990002,-1702388600
2614,20210323,KR7001020007,34126175
2615,20210323,KR7001040005,-278395400
2616,20210323,KR7001041003,-30739900
2617,20210323,KR700104K010,4673500
2618,20210323,KR7001060003,-66418400
2619,20210323,KR7001070002,-2068300
2620,20210323,KR7001080001,-35458900
2621,20210323,KR7001120005,-1032602450
2622,20210323,KR7001130004,-75554000
2623,20210323,KR7001140003,223421355
2624,20210323,KR7001200005,-183254105
2625,20210323,KR7001210004,-12296225
2626,20210323,KR7001230002,-1123639750
2627,20210323,KR7001250000,-174110385
2628,20210323,KR7001260009,-9549450
2629,20210323,KR7001290006,-19271275
2630,20210323,KR7001340009,-329659540
2631,20210323,KR7001360007,624144300
2632,20210323,KR7001380005,-241491785
2633,20210323,KR7001390004,-151357450
2634,20210323,KR7001420009,-4786800
2635,20210323,KR7001430008,612933350
2636,20210323,KR7001440007,-802505995
2637,20210323,KR7001450006,1301915050
2638,20210323,KR7001460005,1003000
2639,20210323,KR7001470004,622727630
2640,20210323,KR7001500008,-157979400
2641,20210323,KR7001510007,-504278214
2642,20210323,KR7001520006,-136103035
2643,20210323,KR7001530005,-44074000
2644,20210323,KR7001550003,30132550
2645,20210323,KR7001560002,1489110
2646,20210323,KR7001570001,-391329150
2647,20210323,KR7001620004,-17389011
2648,20210323,KR7001630003,-159955500
2649,20210323,KR7001680008,-623404500
2650,20210323,KR7001681006,-28449750
2651,20210323,KR7001720002,207030700
2652,20210323,KR7001721000,3302600
2653,20210323,KR7001740000,-688998320
2654,20210323,KR7001750009,-40306500
2655,20210323,KR7001770007,-34389300
2656,20210323,KR7001780006,49819785
2657,20210323,KR7001790005,-177259050
2658,20210323,KR7001791003,-38150050
2659,20210323,KR7001800002,-53967100
2660,20210323,KR7001820000,-7267300
2661,20210323,KR7001880004,47645300
2662,20210323,KR7001940006,-34783000
2663,20210323,KR7002020006,-159457350
2664,20210323,KR7002021004,627250
2665,20210323,KR7002030005,-71470100
2666,20210323,KR7002070001,-352762920
2667,20210323,KR7002100006,40394150
2668,20210323,KR7002140002,-184403655
2669,20210323,KR7002150001,-15052530
2670,20210323,KR7002170009,15945200
2671,20210323,KR7002200004,-6902300
2672,20210323,KR7002210003,380282050
2673,20210323,KR7002220002,-13093940
2674,20210323,KR7002240000,68421150
2675,20210323,KR7002270007,200992000
2676,20210323,KR7002310001,-185337750
2677,20210323,KR7002320000,-216289300
2678,20210323,KR7002350007,-427225900
2679,20210323,KR7002360006,-202726689
2680,20210323,KR7002380004,1171573000
2681,20210323,KR7002390003,-19736500
2682,20210323,KR7002410009,-75134320
2683,20210323,KR7002450005,-34191440
2684,20210323,KR7002460004,-43539550
2685,20210323,KR7002620003,-15988950
2686,20210323,KR7002630002,544348340
2687,20210323,KR7002690006,-247697560
2688,20210323,KR7002700003,60813315
2689,20210323,KR7002710002,-166934825
2690,20210323,KR7002720001,174247990
2691,20210323,KR7002760007,85230275
2692,20210323,KR7002780005,-98733150
2693,20210323,KR7002790004,2584688700
2694,20210323,KR7002791002,-119979100
2695,20210323,KR700279K010,20434250
2696,20210323,KR7002810000,-3880850
2697,20210323,KR7002820009,-2698095
2698,20210323,KR7002840007,15689000
2699,20210323,KR7002870004,-92600250
2700,20210323,KR7002880003,-65644275
2701,20210323,KR7002900009,-473675865
2702,20210323,KR7002920007,-52262570
2703,20210323,KR7002960003,-64882000
2704,20210323,KR7002990000,345591880
2705,20210323,KR7003000007,-659230850
2706,20210323,KR7003010006,-1207467180
2707,20210323,KR7003030004,1530300
2708,20210323,KR7003060001,123592485
2709,20210323,KR7003070000,-321899250
2710,20210323,KR7003080009,-42181110
2711,20210323,KR7003090008,-295119200
2712,20210323,KR7003120003,-13566500
2713,20210323,KR7003160009,-119778510
2714,20210323,KR7003200003,-50706200
2715,20210323,KR7003220001,20640100
2716,20210323,KR7003230000,604074500
2717,20210323,KR7003240009,-121794000
2718,20210323,KR7003300001,-33265250
2719,20210323,KR7003350006,-6464250
2720,20210323,KR7003410008,2419076660
2721,20210323,KR7003460003,-3842170
2722,20210323,KR7003470002,-189533645
2723,20210323,KR7003471000,25336180
2724,20210323,KR7003480001,-13382910
2725,20210323,KR7003490000,-5788234100
2726,20210323,KR7003491008,-33219800
2727,20210323,KR7003520004,-514480380
2728,20210323,KR7003530003,233658720
2729,20210323,KR7003531001,8760000
2730,20210323,KR7003540002,695105300
2731,20210323,KR7003541000,-98910750
2732,20210323,KR7003542008,283140300
2733,20210323,KR7003550001,2717767900
2734,20210323,KR7003551009,-203461800
2735,20210323,KR7003560000,14440480
2736,20210323,KR7003570009,-170303550
2737,20210323,KR7003580008,527013840
2738,20210323,KR7003610003,-90920595
2739,20210323,KR7003650009,-11643300
2740,20210323,KR7003670007,-989158500
2741,20210323,KR7003680006,-33883050
2742,20210323,KR7003690005,-154298190
2743,20210323,KR7003720000,-1164100
2744,20210323,KR7003780004,601035510
2745,20210323,KR7003830007,-20368000
2746,20210323,KR7003850005,576286900
2747,20210323,KR7003920006,13665500
2748,20210323,KR7003960002,-2324800
2749,20210323,KR7004000006,758158100
2750,20210323,KR7004020004,460600500
2751,20210323,KR7004060000,-32561558
2752,20210323,KR7004080008,-3987600
2753,20210323,KR7004090007,-944763500
2754,20210323,KR7004100004,-8460340
2755,20210323,KR7004140000,-610386900
2756,20210323,KR7004150009,-31868710
2757,20210323,KR7004170007,-2108261500
2758,20210323,KR7004250007,-239910820
2759,20210323,KR7004270005,-205766610
2760,20210323,KR7004310009,-218551560
2761,20210323,KR7004360004,42983100
2762,20210323,KR7004370003,-383190000
2763,20210323,KR7004380002,71350550
2764,20210323,KR7004410007,594010027
2765,20210323,KR7004430005,-857863200
2766,20210323,KR7004440004,144959300
2767,20210323,KR7004450003,-75300
2768,20210323,KR7004490009,-678433000
2769,20210323,KR7004540001,-17311250
2770,20210323,KR7004560009,129154100
2771,20210323,KR7004690004,34595000
2772,20210323,KR7004700001,-27674200
2773,20210323,KR7004710000,-629985300
2774,20210323,KR7004720009,-64400690
2775,20210323,KR7004770004,-113580540
2776,20210323,KR7004800009,-169567700
2777,20210323,KR7004830006,-3693495850
2778,20210323,KR7004840005,-21508100
2779,20210323,KR7004870002,8012235
2780,20210323,KR7004890000,-2428100
2781,20210323,KR7004910006,18085800
2782,20210323,KR7004920005,-1358981
2783,20210323,KR7004960001,43776550
2784,20210323,KR7004970000,-6658850
2785,20210323,KR7004980009,1595150290
2786,20210323,KR7004981007,18681800
2787,20210323,KR7004990008,-1436300950
2788,20210323,KR7005010004,-449558900
2789,20210323,KR7005030002,-29780003
2790,20210323,KR7005070008,-68933200
2791,20210323,KR7005090006,-27670850
2792,20210323,KR7005110002,268449605
2793,20210323,KR7005180005,683653600
2794,20210323,KR7005190004,15605550
2795,20210323,KR7005250006,-264697050
2796,20210323,KR7005300009,58940000
2797,20210323,KR7005301007,-809000
2798,20210323,KR7005320007,215770490
2799,20210323,KR7005360003,-271913290
2800,20210323,KR7005380001,19220098000
2801,20210323,KR7005381009,504151500
2802,20210323,KR7005382007,6053821000
2803,20210323,KR7005383005,-199341800
2804,20210323,KR7005390000,-4957740
2805,20210323,KR7005420005,168855400
2806,20210323,KR7005430004,55096600
2807,20210323,KR7005440003,602369000
2808,20210323,KR7005490008,62520425000
2809,20210323,KR7005500004,-208802000
2810,20210323,KR7005610001,427782700
2811,20210323,KR7005680004,-80394600
2812,20210323,KR7005690003,1090321050
2813,20210323,KR7005720008,-14561685
2814,20210323,KR7005740006,-12358340
2815,20210323,KR7005741004,-1515100
2816,20210323,KR7005750005,-15982490
2817,20210323,KR7005800008,406900
2818,20210323,KR7005810007,-285567150
2819,20210323,KR7005820006,-13964400
2820,20210323,KR7005830005,3333127550
2821,20210323,KR7005850003,-956634400
2822,20210323,KR7005870001,-1641400
2823,20210323,KR7005880000,-4492384290
2824,20210323,KR7005930003,-23466158700
2825,20210323,KR7005931001,-25377759900
2826,20210323,KR7005940002,-505852800
2827,20210323,KR7005941000,328113640
2828,20210323,KR7005950001,-362021650
2829,20210323,KR7005960000,96781500
2830,20210323,KR7006040000,57708500
2831,20210323,KR7006060008,-226001450
2832,20210323,KR7006090005,46356450
2833,20210323,KR7006110001,-154429370
2834,20210323,KR7006120000,-56426000
2835,20210323,KR7006121008,49237500
2836,20210323,KR7006200000,-92428035
2837,20210323,KR7006220008,-54001450
2838,20210323,KR7006260004,-785730600
2839,20210323,KR7006280002,2344499500
2840,20210323,KR7006340004,-89919035
2841,20210323,KR7006360002,6116737600
2842,20210323,KR7006370001,-34113750
2843,20210323,KR7006380000,-114097125
2844,20210323,KR7006390009,545065400
2845,20210323,KR7006400006,-24188254000
2846,20210323,KR7006401004,-1284512500
2847,20210323,KR7006490007,-959082235
2848,20210323,KR7006570006,-479540
2849,20210323,KR7006650006,969755500
2850,20210323,KR7006660005,-112082390
2851,20210323,KR7006740005,37564940
2852,20210323,KR7006800007,-1905313580
2853,20210323,KR7006801005,-21971035
2854,20210323,KR700680K019,-267596935
2855,20210323,KR7006840003,-277167750
2856,20210323,KR7006880009,35336525
2857,20210323,KR7006890008,-147522450
2858,20210323,KR7006980007,-92867050
2859,20210323,KR7007070006,663823550
2860,20210323,KR7007110000,-37980170
2861,20210323,KR7007120009,71507367
2862,20210323,KR7007160005,-65671200
2863,20210323,KR7007210008,-342664790
2864,20210323,KR7007280001,-184170595
2865,20210323,KR7007310006,-580103000
2866,20210323,KR7007340003,13366900
2867,20210323,KR7007460009,-431009680
2868,20210323,KR7007540008,6465500
2869,20210323,KR7007570005,611912200
2870,20210323,KR7007590003,18430600
2871,20210323,KR7007610009,-12770500
2872,20210323,KR7007660004,-151643755
2873,20210323,KR7007690001,213077100
2874,20210323,KR7007700008,1479669000
2875,20210323,KR7007810005,11111150
2876,20210323,KR7007860000,-1270247000
2877,20210323,KR7007980006,-132547070
2878,20210323,KR7008040008,-89028450
2879,20210323,KR7008060006,-155190660
2880,20210323,KR700806K010,-10813870
2881,20210323,KR7008110009,-21076400
2882,20210323,KR7008250003,-10897540
2883,20210323,KR7008260002,-411931345
2884,20210323,KR7008350001,-112656055
2885,20210323,KR7008420002,-103693795
2886,20210323,KR7008490005,-195793200
2887,20210323,KR7008560005,-2177625365
2888,20210323,KR7008600009,-147108760
2889,20210323,KR7008700007,-415123625
2890,20210323,KR7008730004,294669750
2891,20210323,KR7008770000,90508800
2892,20210323,KR7008771008,18357600
2893,20210323,KR7008870008,-7123400
2894,20210323,KR7008930000,53066100
2895,20210323,KR7008970006,-253716260
2896,20210323,KR7009070004,96782930
2897,20210323,KR7009140005,-172200
2898,20210323,KR7009150004,-6752228500
2899,20210323,KR7009151002,-78255000
2900,20210323,KR7009160003,-35589095
2901,20210323,KR7009180001,322903410
2902,20210323,KR7009190000,-51683950
2903,20210323,KR7009200007,-14447685
2904,20210323,KR7009240003,5158230500
2905,20210323,KR7009270000,118588070
2906,20210323,KR7009271008,-268000
2907,20210323,KR7009290008,-40006240
2908,20210323,KR7009310004,62019100
2909,20210323,KR7009320003,-279127385
2910,20210323,KR7009410002,-362798300
2911,20210323,KR7009411000,-8907450
2912,20210323,KR7009420001,-664232900
2913,20210323,KR7009440009,-10872885
2914,20210323,KR7009450008,-174351600
2915,20210323,KR7009460007,262764355
2916,20210323,KR7009470006,-78204300
2917,20210323,KR7009540006,454924500
2918,20210323,KR7009580002,-21684580
2919,20210323,KR7009680000,-73767850
2920,20210323,KR7009770009,-4556800
2921,20210323,KR7009810003,435447840
2922,20210323,KR7009830001,5409711250
2923,20210323,KR7009831009,-61082900
2924,20210323,KR7009900002,-564531600
2925,20210323,KR7009970005,-172052550
2926,20210323,KR7010040004,29444525
2927,20210323,KR7010050003,-571864587
2928,20210323,KR7010060002,-1104274500
2929,20210323,KR7010100006,-271112855
2930,20210323,KR7010120004,1296551200
2931,20210323,KR7010130003,-1443423000
2932,20210323,KR7010140002,-1177548790
2933,20210323,KR7010400000,-3187880
2934,20210323,KR7010420008,32725605
2935,20210323,KR7010600005,-109142310
2936,20210323,KR7010620003,-1073268100
2937,20210323,KR7010640001,-337979640
2938,20210323,KR7010660009,-179580
2939,20210323,KR7010690006,-205080250
2940,20210323,KR7010770006,-27272955
2941,20210323,KR7010780005,-54220500
2942,20210323,KR7010820009,103101405
2943,20210323,KR7010950004,-5793558300
2944,20210323,KR7010951002,204315800
2945,20210323,KR7010960003,-30762520
2946,20210323,KR7011000007,513511200
2947,20210323,KR7011070000,-742806000
2948,20210323,KR7011090008,-839141805
2949,20210323,KR7011150000,-303146555
2950,20210323,KR7011151008,-225600
2951,20210323,KR7011170008,-7015947500
2952,20210323,KR7011200003,-29724864950
2953,20210323,KR7011210002,-3733343300
2954,20210323,KR7011230000,-43167490
2955,20210323,KR7011280005,-9151630
2956,20210323,KR7011330008,128759650
2957,20210323,KR7011390002,-63276000
2958,20210323,KR7011420007,-39938235
2959,20210323,KR7011500006,5932350
2960,20210323,KR7011700002,-159544605
2961,20210323,KR7011760006,70514050
2962,20210323,KR7011780004,-10837728500
2963,20210323,KR7011781002,276556100
2964,20210323,KR7011790003,-21507264000
2965,20210323,KR7011810009,-13886430
2966,20210323,KR7011930005,-328218610
2967,20210323,KR7012030003,-51148442
