,종목코드,코스닥 일별변동 표준편차,연간 수익률,1년_만기_국채수익률,코스닥 샤프지수
601,094360,4.235219621206973,133.75477800646868,0.984,31.349207333108982
602,094480,5.394836445205301,225.63600782778863,0.984,41.642042369504956
603,094820,1.4732360653039156,40.67796610169492,0.984,26.943384727352846
604,094840,3.5904172814285804,131.83568677792042,0.984,36.44470169379761
605,094850,3.344119949535422,164.19753086419752,0.984,48.80612338288636
606,094860,4.496007597399085,115.54054054054055,0.984,25.47961453775364
607,094940,4.205874628889574,26.402762362806758,0.984,6.043632919585567
608,094970,3.206636648731805,68.33333333333333,0.984,21.003107215146862
609,095190,3.6371440841119744,118.32993890020367,0.984,32.26320876668108
610,095270,4.640315386486398,-64.22650728557717,0.984,-14.053033437228054
611,095340,4.078054048239216,134.88120950323975,0.984,32.83360345875078
612,095610,3.0802610978928042,86.88524590163934,0.984,27.887650809992724
613,095660,3.264228067187134,40.54054054054054,0.984,12.118191415046372
614,095700,4.321154629741061,66.3759170624434,0.984,15.132973167026408
615,095910,3.7004901356504343,162.42124212421243,0.984,43.62590797606237
616,096040,7.426380637775354,373.972602739726,0.984,50.224816223728936
617,096240,3.0903965524781696,86.64259927797833,0.984,27.717672416275914
618,096350,4.6765335887100346,61.32404181184668,0.984,12.902728199690053
619,096530,5.229057062039716,37.381547706595505,0.984,6.960633107414933
620,096610,4.585024432632688,59.103641456582636,0.984,12.675972028181922
621,096630,4.202459816632312,55.218855218855225,0.984,12.905502392719349
622,096690,4.956695003595466,33.373493975903614,0.984,6.534494043391627
623,096870,2.5994268100829117,112.65508684863524,0.984,42.95988885529474
624,097780,4.734178745809065,38.872717650172,0.984,8.003229215566272
625,097800,3.048156176587786,100.0,0.984,32.483899860683
626,097870,3.7375638490080227,57.414448669201526,0.984,15.09818987685751
627,098460,2.9258826259072475,50.523560209424076,0.984,16.931492661658982
628,098660,3.174188599705275,54.46927374301676,0.984,16.850061697021687
629,099190,2.44150523742533,24.873096446700508,0.984,9.784577186446082
630,099220,4.849849450886535,25.206611570247933,0.984,4.994507935874201
631,099320,4.178912305030985,267.85714285714283,0.984,63.861867246138374
632,099410,6.080433668291423,36.333553937789546,0.984,5.81365670052982
633,099440,3.252536815126633,21.830985915492956,0.984,6.409454250768046
634,099520,5.188710633952004,-15.737704918032788,0.984,-3.2227090885769107
635,099750,2.8297881047474163,40.46692607003891,0.984,13.952608679003232
636,100030,3.2364523705365293,65.34296028880865,0.984,19.88565037283074
637,100130,5.035564282963875,300.0,0.984,59.380832652979784
638,101160,3.3198298095488195,333.6823734729494,0.984,100.2154907206417
639,101170,4.189357525287691,112.41217798594847,0.984,26.59791562628604
640,101240,2.006268575070751,26.406249999999996,0.984,12.6714091602135
