,거래일자,종목코드,외국인_일순매수금액
675,20210318,KR7088290002,136716850
676,20210318,KR7088390000,70055050
677,20210318,KR7088800008,-245641450
678,20210318,KR7088910005,29597260
679,20210318,KR7089010003,175779600
680,20210318,KR7089030001,351941050
681,20210318,KR7089140008,-59235450
682,20210318,KR7089150007,-459342020
683,20210318,KR7089230007,298365930
684,20210318,KR7089530000,28491166
685,20210318,KR7089600001,318068500
686,20210318,KR7089790000,-1001762070
687,20210318,KR7089850002,-16710000
688,20210318,KR7089890008,5823400
689,20210318,KR7089970008,-48523500
690,20210318,KR7089980007,-404123500
691,20210318,KR7090150004,14985470
692,20210318,KR7090360009,358831800
693,20210318,KR7090410002,-28324920
694,20210318,KR7090460007,81507950
695,20210318,KR7090470006,-22032910
696,20210318,KR7090710005,73164575
697,20210318,KR7090740002,70217000
698,20210318,KR7090850009,308682820
699,20210318,KR7091120006,-1640403950
700,20210318,KR7091340000,-20033250
701,20210318,KR7091440008,7185405
702,20210318,KR7091580001,-8472550
703,20210318,KR7091590000,-114829500
704,20210318,KR7091700005,458676550
705,20210318,KR7091970004,-943738750
706,20210318,KR7091990002,-10003674000
707,20210318,KR7092040005,40853850
708,20210318,KR7092070002,-779167600
709,20210318,KR7092130004,-4218650
710,20210318,KR7092190008,88153600
711,20210318,KR7092300003,-95568635
712,20210318,KR7092460005,79676930
713,20210318,KR7092600006,140692670
714,20210318,KR7092730001,113309050
715,20210318,KR7092870005,-42449900
716,20210318,KR7093190007,32228815
717,20210318,KR7093320000,248300000
718,20210318,KR7093380004,46036755
719,20210318,KR7093520005,-10071590
720,20210318,KR7093640001,-51372835
721,20210318,KR7093920007,-24763500
722,20210318,KR7094170008,-512658800
723,20210318,KR7094360005,-173010500
724,20210318,KR7094480001,410775140
725,20210318,KR7094820008,-10889000
726,20210318,KR7094840006,-39813390
727,20210318,KR7094850005,-135915900
728,20210318,KR7094860004,-11515195
729,20210318,KR7094940004,-83947750
730,20210318,KR7094970001,137794750
731,20210318,KR7095190005,47390980
732,20210318,KR7095270005,68414540
733,20210318,KR7095340006,-63230100
734,20210318,KR7095500005,-31404185
735,20210318,KR7095610002,8209835100
736,20210318,KR7095660007,338861050
