회사명,거래소코드,회계년도,종가
디아이보통주,003160,2021/03/31,6970
디아이씨 보통주,092200,2021/03/31,3160
디아이티,110990,2021/03/31,9230
디아크,078590,2021/03/31,3890
디알비동일보통주,004840,2021/03/31,6760
디알젬,263690,2021/03/31,12950
디알텍,214680,2021/03/31,1540
디앤씨미디어,263720,2021/03/31,36950
디에스씨인베스트먼트,241520,2021/03/31,5860
디에스앤엘,141020,2021/03/31,108
디에스케이,109740,2021/03/31,6510
디에스티,033430,2021/03/31,370
디에이테크놀로지,196490,2021/03/31,6060
디에이피,066900,2021/03/31,4540
디엑스앤브이엑스,180400,2021/03/31,7740
디엔에이링크,127120,2021/03/31,4530
디엔에프,092070,2021/03/31,22200
디엔오토모티브보통주,007340,2021/03/31,31100
디엠에스,068790,2021/03/31,8480
디오,039840,2021/03/31,37350
디와이디,219550,2021/03/31,995
디와이보통주,013570,2021/03/31,5710
디와이씨,310870,2021/03/31,2100
디와이파워보통주,210540,2021/03/31,18850
디와이피엔에프,104460,2021/03/31,28550
디이엔티,079810,2021/03/31,8190
디젠스,113810,2021/03/31,900
디지아이,043360,2021/03/31,3190
디지캡,197140,2021/03/31,5860
디지털대성,068930,2021/03/31,8190
디지틀조선일보,033130,2021/03/31,3195
디케이락,105740,2021/03/31,13050
디케이앤디,263020,2021/03/31,9150
디케이티,290550,2021/03/31,18900
디티앤씨,187220,2021/03/31,7140
딜리,131180,2021/03/31,1795
라닉스,317120,2021/03/31,12250
라온시큐어,042510,2021/03/31,3940
라온피플,300120,2021/03/31,25550
라이온켐텍,171120,2021/03/31,8490
라이트론,069540,2021/03/31,5420
라이프시맨틱스,347700,2021/03/31,14050
라파스,214260,2021/03/31,26650
락앤락보통주,115390,2021/03/31,14750
램테크놀러지,171010,2021/03/31,6290
랩지노믹스,084650,2021/03/31,17200
러셀,217500,2021/03/31,5810
럭슬,033600,2021/03/31,179
레고켐바이오사이언스,141080,2021/03/31,56100
레드로버,060300,2021/03/31,1830
레드캡투어,038390,2021/03/31,21450
레몬,294140,2021/03/31,8910
레이,228670,2021/03/31,51800
레이언스,228850,2021/03/31,12350
레이크머티리얼즈,281740,2021/03/31,3600
레인보우로보틱스,277810,2021/03/31,22900
로보로보,215100,2021/03/31,5240
로보스타,090360,2021/03/31,23700
로보티즈,108490,2021/03/31,16350
로스웰인터내셔널,900260,2021/03/31,313
로지시스,067730,2021/03/31,10700
로체시스템즈,071280,2021/03/31,6100
롯데관광개발 보통주,032350,2021/03/31,18700
롯데리츠보통주,330590,2021/03/31,5210
롯데손해보험보통주,000400,2021/03/31,1845
롯데쇼핑 보통주,023530,2021/03/31,126000
롯데정밀화학보통주,004000,2021/03/31,58700
롯데정보통신보통주,286940,2021/03/31,38100
롯데제과보통주,280360,2021/03/31,133000
롯데지주보통주,004990,2021/03/31,34000
롯데칠성음료보통주,005300,2021/03/31,136500
롯데케미칼보통주,011170,2021/03/31,301000
롯데푸드보통주,002270,2021/03/31,378500
롯데하이마트보통주,071840,2021/03/31,41900
루멘스,038060,2021/03/31,1535
루트로닉,085370,2021/03/31,10200
룽투코리아,060240,2021/03/31,5660
리노공업,058470,2021/03/31,156500
리노스,039980,2021/03/31,1195
리더스 기술투자,019570,2021/03/31,891
리더스코스메틱,016100,2021/03/31,3510
리드코프,012700,2021/03/31,8900
리메드,302550,2021/03/31,23950
린드먼아시아인베스트먼트,277070,2021/03/31,5770
링네트,042500,2021/03/31,6230
링크제니시스,219420,2021/03/31,7960
마니커보통주,027740,2021/03/31,713
마니커에프앤지,195500,2021/03/31,7250
마이다스 코스피200커버드콜5%OTM증권상장지수투자신탁(주식),137930,2021/03/31,15025
마이크로디지탈,305090,2021/03/31,18550
마이크로컨텍솔루션,098120,2021/03/31,5770
마이크로프랜드,147760,2021/03/31,8600
마크로밀엠브레인,169330,2021/03/31,8850
마크로젠,038290,2021/03/31,31950
만도보통주,204320,2021/03/31,65800
만호제강보통주,001080,2021/03/31,20250
맘스터치앤컴퍼니,220630,2021/03/31,3515
매일유업,267980,2021/03/31,72300
매일홀딩스,005990,2021/03/31,9350
매직마이크로,127160,2021/03/31,282
매커스,093520,2021/03/31,5380
맥스로텍,141070,2021/03/31,743
맥쿼리한국인프라투융자회사 보통주,088980,2021/03/31,11650
머큐리,100590,2021/03/31,10200
멀티캠퍼스,067280,2021/03/31,32400
메가스터디,072870,2021/03/31,12150
메가스터디교육,215200,2021/03/31,59100
메가엠디,133750,2021/03/31,4095
메드팩토,235980,2021/03/31,88900
메디아나,041920,2021/03/31,14400
메디앙스,014100,2021/03/31,6200
메디콕스,054180,2021/03/31,1480
메디톡스,086900,2021/03/31,188600
메디포스트,078160,2021/03/31,34550
메디프론디비티,065650,2021/03/31,3585
메리츠금융지주회사보통주,138040,2021/03/31,17200
메리츠증권보통주,008560,2021/03/31,4610
메리츠화재해상보험보통주,000060,2021/03/31,19350
메이슨캐피탈,021880,2021/03/31,639
메지온,140410,2021/03/31,151400
메카로,241770,2021/03/31,12250
메타랩스보통주,090370,2021/03/31,1175
메타바이오메드,059210,2021/03/31,2500
멕아이씨에스,058110,2021/03/31,13050
멜파스,096640,2021/03/31,2065
명문제약 보통주,017180,2021/03/31,5200
명성티엔에스,257370,2021/03/31,9210
명신산업보통주,009900,2021/03/31,25500
모나리자보통주,012690,2021/03/31,5230
모나미보통주,005360,2021/03/31,5230
모다이노칩,080420,2021/03/31,3630
모두투어네트워크,080160,2021/03/31,22100
모두투어리츠보통주,204210,2021/03/31,3400
모바일어플라이언스,087260,2021/03/31,4660
모베이스,101330,2021/03/31,5610
모베이스전자,012860,2021/03/31,3235
모비데이즈,363260,2021/03/31,2070
모비릭스,348030,2021/03/31,20350
모비스,250060,2021/03/31,2850
모아텍,033200,2021/03/31,9800
모코엠시스,333050,2021/03/31,2080
모토닉보통주,009680,2021/03/31,12800
모트렉스,118990,2021/03/31,5930
모헨즈,006920,2021/03/31,5360
무림에스피,001810,2021/03/31,3725
무림페이퍼보통주,009200,2021/03/31,2910
무림피앤피보통주,009580,2021/03/31,4955
무학보통주,033920,2021/03/31,6880
문배철강보통주,008420,2021/03/31,4010
미디어젠,279600,2021/03/31,11650
미래나노텍,095500,2021/03/31,4330
미래산업보통주,025560,2021/03/31,3235
미래생명자원,218150,2021/03/31,5220
미래아이앤지보통주,007120,2021/03/31,519
미래에셋 TIGER 200 Total Return증권상장지수투자신탁(주식),310960,2021/03/31,22170
미래에셋 TIGER 200 산업재 증권상장지수투자신탁(주식),227550,2021/03/31,6485
미래에셋 TIGER 200 생활소비재 증권상장지수투자신탁(주식),227560,2021/03/31,11925
미래에셋 TIGER 200 증권상장지수투자신탁(주식),102110,2021/03/31,42035
미래에셋 TIGER 200IT레버리지증권상장지수투자신탁(주식-파생형),243880,2021/03/31,65550
미래에셋 TIGER 200동일가중증권상장지수투자신탁(주식),252000,2021/03/31,12345
미래에셋 TIGER 200선물레버리지증권상장지수투자신탁(주식-파생형),267770,2021/03/31,19845
미래에셋 TIGER 200선물인버스2X증권상장지수투자신탁(주식-파생형),252710,2021/03/31,2185
미래에셋 TIGER 200에너지화학레버리지증권상장지수투자신탁(주식-파생형),243890,2021/03/31,20810
미래에셋 TIGER 200커뮤니케이션서비스증권상장지수투자신탁(주식),315270,2021/03/31,29800
미래에셋 TIGER 200커버드콜ATM증권상장지수투자신탁(주식-파생형),289480,2021/03/31,11135
미래에셋 TIGER 200헬스케어증권상장지수투자신탁(주식),227540,2021/03/31,25660
미래에셋 TIGER 2차전지테마증권상장지수투자신탁(주식),305540,2021/03/31,16430
미래에셋 TIGER AI코리아그로스액티브증권상장지수투자신탁(주식),365040,2021/03/31,13570
미래에셋 TIGER CD금리투자KIS특별자산상장지수투자신탁(CD-파생형)(합성),357870,2021/03/31,50260
미래에셋 TIGER Fn신재생에너지증권상장지수투자신탁(주식),377990,2021/03/31,10290
미래에셋 TIGER KRX BBIG K-뉴딜증권상장지수투자신탁(주식),364960,2021/03/31,12050
미래에셋 TIGER KRX2차전지K-뉴딜증권상장지수투자신탁(주식),364980,2021/03/31,15230
미래에셋 TIGER KRX300증권상장지수투자신탁(주식),292160,2021/03/31,19360
미래에셋 TIGER KRX게임K-뉴딜증권상장지수투자신탁(주식),364990,2021/03/31,11200
미래에셋 TIGER KRX바이오K-뉴딜증권상장지수투자신탁(주식),364970,2021/03/31,10380
미래에셋 TIGER KRX인터넷K-뉴딜증권상장지수투자신탁(주식),365000,2021/03/31,11210
미래에셋 TIGER K게임증권상장지수투자신탁(주식),300610,2021/03/31,13685
미래에셋 TIGER LG그룹+ 증권상장지수투자신탁(주식),138530,2021/03/31,11255
미래에셋 TIGER MSCI KOREA ESG리더스증권상장지수투자신탁(주식),289260,2021/03/31,11885
미래에셋 TIGER MSCI KOREA ESG유니버설증권상장지수투자신탁(주식),289250,2021/03/31,12735
미래에셋 TIGER MSCI Korea Total Return증권상장지수투자신탁(주식),310970,2021/03/31,16970
미래에셋 TIGER S&P500선물 증권상장지수투자신탁(주식-파생형),143850,2021/03/31,46065
미래에셋 TIGER S&P글로벌인프라증권상장지수투자신탁 (주식-파생형)(합성),269370,2021/03/31,10295
미래에셋 TIGER TOP10증권상장지수투자신탁(주식),292150,2021/03/31,14555
미래에셋 TIGER 경기방어 증권상장지수투자신탁(주식),139280,2021/03/31,12590
미래에셋 TIGER 경기방어혼합 증권상장지수투자신탁(채권혼합),237440,2021/03/31,10045
미래에셋 TIGER 골드선물특별자산상장지수투자신탁(금-파생형)(H),319640,2021/03/31,12225
미래에셋 TIGER 구리실물 특별자산상장지수투자신탁(금속),160580,2021/03/31,9280
미래에셋 TIGER 국채3 증권상장지수투자신탁(채권),114820,2021/03/31,110825
미래에셋 TIGER 국채선물10년인버스증권상장지수투자신탁(채권-파생형),302180,2021/03/31,48625
미래에셋 TIGER 국채선물3년인버스증권상장지수투자신탁(채권-파생형),302170,2021/03/31,49815
미래에셋 TIGER 글로벌클라우드컴퓨팅INDXX증권상장지수투자신탁(주식-파생형),371450,2021/03/31,10090
미래에셋 TIGER 글로벌헬스케어 증권상장지수투자신탁(주식-파생형)(합성),248270,2021/03/31,15660
미래에셋 TIGER 금속선물 특별자산상장지수투자신탁(금속-파생형),139310,2021/03/31,6140
미래에셋 TIGER 금은선물 특별자산상장지수투자신탁(금속-파생형),139320,2021/03/31,9055
미래에셋 TIGER 농산물선물 특별자산상장지수투자신탁(농산물-파생형),137610,2021/03/31,5485
미래에셋 TIGER 단기채권액티브증권상장지수투자신탁(채권),272580,2021/03/31,50080
미래에셋 TIGER 단기통안채증권상장지수투자신탁(채권),157450,2021/03/31,100135
미래에셋 TIGER 대형가치증권상장지수투자신탁(주식),292110,2021/03/31,12400
미래에셋 TIGER 대형성장증권상장지수투자신탁(주식),292100,2021/03/31,13055
미래에셋 TIGER 라틴 증권상장지수투자신탁(주식),105010,2021/03/31,3090
미래에셋 TIGER 레버리지 증권상장지수투자신탁(주식-파생형),123320,2021/03/31,25000
미래에셋 TIGER 리츠부동산인프라채권TR KIS부동산상장지수투자신탁(재간접형),341850,2021/03/31,5440
미래에셋 TIGER 리츠부동산인프라혼합자산상장지수투자신탁(재간접형),329200,2021/03/31,5465
미래에셋 TIGER 모멘텀 증권상장지수투자신탁(주식),147970,2021/03/31,23440
미래에셋 TIGER 미국S&P500증권상장지수투자신탁(주식),360750,2021/03/31,11320
미래에셋 TIGER 미국나스닥100증권상장지수투자신탁(주식),133690,2021/03/31,65490
미래에셋 TIGER 미국다우존스30 증권상장지수투자신탁(주식-파생형),245340,2021/03/31,18850
미래에셋 TIGER 미국달러단기채권액티브증권상장지수투자신탁(채권-파생형),329750,2021/03/31,9705
미래에셋 TIGER 미국달러선물레버리지특별자산상장지수투자신탁(달러-파생형),261110,2021/03/31,9390
미래에셋 TIGER 미국달러선물인버스2X특별자산상장지수투자신탁(달러-파생형),261120,2021/03/31,9695
미래에셋 TIGER 미국채10년선물증권상장지수투자신탁(채권-파생형),305080,2021/03/31,11400
미래에셋 TIGER 미디어컨텐츠 증권상장지수투자신탁(주식),228810,2021/03/31,7080
미래에셋 TIGER 반도체 증권상장지수투자신탁(주식),091230,2021/03/31,37265
미래에셋 TIGER 방송통신증권상장지수투자신탁(주식),098560,2021/03/31,8850
미래에셋 TIGER 베타플러스 증권상장지수투자신탁(주식),170350,2021/03/31,19620
미래에셋 TIGER 삼성그룹 증권상장지수투자신탁(주식),138520,2021/03/31,12345
미래에셋 TIGER 소프트웨어 증권상장지수투자신탁(주식),157490,2021/03/31,16690
미래에셋 TIGER 여행레저 증권상장지수투자신탁(주식),228800,2021/03/31,4775
미래에셋 TIGER 우량가치 증권상장지수투자신탁(주식),227570,2021/03/31,11980
미래에셋 TIGER 우선주증권상장지수투자신탁(주식),261140,2021/03/31,14470
미래에셋 TIGER 원유선물 특별자산상장지수투자신탁(원유-파생형),130680,2021/03/31,2760
미래에셋 TIGER 유로스탁스배당30 증권상장지수투자신탁(주식-파생형),245350,2021/03/31,12550
미래에셋 TIGER 은행 증권상장지수투자신탁(주식),091220,2021/03/31,7605
미래에셋 TIGER 의료기기증권상장지수투자신탁(주식),307510,2021/03/31,18060
미래에셋 TIGER 인도레버리지증권상장지수투자신탁(주식혼합-파생형)(합성),236350,2021/03/31,17835
미래에셋 TIGER 인버스 증권상장지수투자신탁(주식-파생형),123310,2021/03/31,4325
미래에셋 TIGER 일본니케이225증권상장지수투자신탁(주식-파생형),241180,2021/03/31,17605
미래에셋 TIGER 일본엔선물특별자산상장지수투자신탁(엔-파생형),292560,2021/03/31,10080
미래에셋 TIGER 일본헬스케어 증권상장지수투자신탁(주식-파생형)(합성),248260,2021/03/31,12045
미래에셋 TIGER 중국소비테마 증권상장지수투자신탁(주식),150460,2021/03/31,8245
미래에셋 TIGER 중소형가치증권상장지수투자신탁(주식),292140,2021/03/31,12035
미래에셋 TIGER 중소형성장증권상장지수투자신탁(주식),292130,2021/03/31,11345
미래에셋 TIGER 중장기국채증권상장지수투자신탁(채권-파생형),302190,2021/03/31,52160
미래에셋 TIGER 증권 증권상장지수투자신탁(주식),157500,2021/03/31,4725
미래에셋 TIGER 지주회사증권상장지수투자신탁(주식),307520,2021/03/31,11625
미래에셋 TIGER 차이나 증권상장지수투자신탁(주식),117690,2021/03/31,17255
미래에셋 TIGER 차이나HSCEI증권상장지수투자신탁(주식-파생형),245360,2021/03/31,12980
미래에셋 TIGER 차이나바이오테크SOLACTIVE증권상장지수투자신탁(주식-파생형),371470,2021/03/31,11475
미래에셋 TIGER 차이나전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),371460,2021/03/31,10415
미래에셋 TIGER 차이나항셍테크증권상장지수투자신탁(주식),371160,2021/03/31,10360
미래에셋 TIGER 커버드콜5%OTM증권상장지수투자신탁(주식-파생형),166400,2021/03/31,15255
미래에셋 TIGER 코스닥150 레버리지증권상장지수투자신탁(주식-파생형),233160,2021/03/31,15450
미래에셋 TIGER 코스닥150 증권상장지수투자신탁(주식),232080,2021/03/31,14380
미래에셋 TIGER 코스닥150IT증권상장지수투자신탁(주식),261060,2021/03/31,16255
미래에셋 TIGER 코스닥150바이오테크증권상장지수투자신탁(주식),261070,2021/03/31,13485
미래에셋 TIGER 코스닥150인버스증권상장지수투자신탁(주식-파생형),250780,2021/03/31,4705
미래에셋 TIGER 코스피대형주증권상장지수투자신탁(주식),277640,2021/03/31,15480
미래에셋 TIGER 코스피중형주증권상장지수투자신탁(주식),277650,2021/03/31,16130
미래에셋 TIGER 코스피증권상장지수투자신탁(주식),277630,2021/03/31,31210
미래에셋 TIGER 탄소효율그린뉴딜증권상장지수투자신탁(주식),376410,2021/03/31,9960
미래에셋 TIGER 헬스케어 증권상장지수투자신탁(주식),143860,2021/03/31,45190
미래에셋 TIGER 현대차그룹+ 증권상장지수투자신탁(주식),138540,2021/03/31,26295
미래에셋 TIGER 화장품 증권상장지수투자신탁(주식),228790,2021/03/31,3895
미래에셋 TIGER모닝스타글로벌자원생산기업증권상장지수투자신탁(주식-파생형)(합성H),276000,2021/03/31,12750
미래에셋TIGER200IT증권상장지수투자신탁(주식),139260,2021/03/31,38345
미래에셋TIGER200건설증권상장지수투자신탁(주식),139220,2021/03/31,2935
미래에셋TIGER200경기소비재증권상장지수투자신탁(주식),139290,2021/03/31,18690
미래에셋TIGER200금융증권상장지수투자신탁(주식),139270,2021/03/31,7040
미래에셋TIGER200에너지화학증권상장지수투자신탁(주식),139250,2021/03/31,19995
미래에셋TIGER200중공업증권상장지수투자신탁(주식),139230,2021/03/31,3265
미래에셋TIGER200철강소재증권상장지수투자신탁(주식),139240,2021/03/31,8845
미래에셋TIGERKTOP30증권상장지수투자신탁(주식),228820,2021/03/31,11295
미래에셋TIGERMSCIEM레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H),225060,2021/03/31,14965
미래에셋TIGERMSCIUS리츠부동산상장지수투자신탁(파생형)(합성 H),182480,2021/03/31,13365
미래에셋TIGERS&P500레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H),225040,2021/03/31,26995
미래에셋TIGERS&P500인버스선물증권상장지수투자신탁(주식-파생형)(H),225030,2021/03/31,4285
미래에셋TIGER가격조정증권상장지수투자신탁(주식),217790,2021/03/31,26655
미래에셋TIGER나스닥바이오증권상장지수투자신탁(주식),203780,2021/03/31,19270
미래에셋TIGER단기선진국하이일드증권상장지수투자신탁(채권-파생형)(합성 H),182490,2021/03/31,12330
미래에셋TIGER로우볼증권상장지수투자신탁(주식),174350,2021/03/31,12000
미래에셋TIGER모닝스타글로벌4차산업혁신기술증권상장지수투자신탁(주식-파생형)합성H,275980,2021/03/31,17360
미래에셋TIGER배당성장증권상장지수투자신탁(주식),211560,2021/03/31,18805
미래에셋TIGER원유인버스선물특별자산상장지수투자신탁(원유-파생형)(H),217770,2021/03/31,7235
미래에셋TIGER유로스탁스50레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H),225050,2021/03/31,9275
미래에셋TIGER유로스탁스50증권상장지수투자신탁(주식-파생형)(합성 H),195930,2021/03/31,13255
미래에셋TIGER일본증권상장지수투자신탁(주식-파생형)(합성 H),195920,2021/03/31,16150
미래에셋TIGER차이나A300증권상장지수자투자신탁(주식-파생형),192090,2021/03/31,11460
미래에셋TIGER차이나A레버리지증권상장지수투자신탁(주식혼합-파생재간접형)(합성),204480,2021/03/31,30420
미래에셋TIGER차이나A인버스증권상장지수투자신탁(채권혼합-파생형)(합성),217780,2021/03/31,7865
미래에셋TIGER코스피고배당증권상장지수투자신탁(주식),210780,2021/03/31,13690
미래에셋대우기업인수목적 5호,353490,2021/03/31,2145
미래에셋맵스리츠보통주,357250,2021/03/31,4910
미래에셋맵스아시아퍼시픽부동산공모1호,094800,2021/03/31,4460
미래에셋벤처투자,100790,2021/03/31,8750
미래에셋생명보험보통주,085620,2021/03/31,4200
미래에셋증권보통주,006800,2021/03/31,9860
미래컴퍼니,049950,2021/03/31,32550
미래테크놀로지,213090,2021/03/31,8470
미스터블루,207760,2021/03/31,10300
미원상사보통주,002840,2021/03/31,188500
미원스페셜티케미칼보통주,268280,2021/03/31,169000
미원홀딩스 보통주,107590,2021/03/31,112000
미원화학보통주,134380,2021/03/31,88000
미창석유공업보통주,003650,2021/03/31,74400
미코,059090,2021/03/31,14300
미코바이오메드,214610,2021/03/31,10250
미투온,201490,2021/03/31,6850
미투젠,950190,2021/03/31,24250
바다로19호선박투자회사,155900,2021/03/31,2560
바디텍메드,206640,2021/03/31,16950
바른손,018700,2021/03/31,3300
바른손이앤에이,035620,2021/03/31,1530
바른전자,064520,2021/03/31,1005
바이넥스,053030,2021/03/31,25550
바이브컴퍼니,301300,2021/03/31,28250
바이오니아,064550,2021/03/31,16200
바이오다인,314930,2021/03/31,52200
바이오로그디바이스,208710,2021/03/31,2585
바이오솔루션,086820,2021/03/31,26550
바이오스마트,038460,2021/03/31,5420
바이오톡스텍,086040,2021/03/31,10200
바이온,032980,2021/03/31,1445
바텍,043150,2021/03/31,30450
박셀바이오,323990,2021/03/31,112000
방림보통주,003610,2021/03/31,2300
배럴,267790,2021/03/31,9810
백광산업보통주,001340,2021/03/31,4555
백금티앤에이,046310,2021/03/31,3230
백산보통주,035150,2021/03/31,9900
밸로프,331520,2021/03/31,2100
버킷스튜디오,066410,2021/03/31,1870
범양건영보통주,002410,2021/03/31,4170
베노홀딩스,206400,2021/03/31,6600
베뉴지,019010,2021/03/31,1925
베셀,177350,2021/03/31,6170
베스파,299910,2021/03/31,28900
벽산보통주,007210,2021/03/31,2870
보광산업,225530,2021/03/31,6780
보라티알,250000,2021/03/31,15750
보락보통주,002760,2021/03/31,2210
보령보통주,003850,2021/03/31,20800
보성파워텍,006910,2021/03/31,2535
보해양조보통주,000890,2021/03/31,1130
본느,226340,2021/03/31,3370
부-스타,008470,2021/03/31,6290
부광약품보통주,003000,2021/03/31,23600
부국증권보통주,001270,2021/03/31,22750
부국철강 보통주,026940,2021/03/31,4170
부방,014470,2021/03/31,4510
부산도시가스보통주,015350,2021/03/31,57500
부산산업보통주,011390,2021/03/31,129500
부산주공보통주,005030,2021/03/31,680
뷰노,338220,2021/03/31,24000
뷰웍스,100120,2021/03/31,36050
브랜드엑스코퍼레이션,337930,2021/03/31,11400
브리지텍,064480,2021/03/31,4280
브릿지바이오테라퓨틱스,288330,2021/03/31,13300
브이아이 FOCUS ESG Leaders150증권상장지수투자신탁[주식],285690,2021/03/31,11200
브이아이 FOCUS KRX300증권상장지수투자신탁[주식],292730,2021/03/31,19550
브이원텍,251630,2021/03/31,10450
브이티지엠피,018290,2021/03/31,8150
블루베리엔에프티,044480,2021/03/31,2770
블루콤,033560,2021/03/31,7550
블리츠웨이,369370,2021/03/31,2105
비나텍,126340,2021/03/31,43350
비덴트,121800,2021/03/31,13700
비디아이,148140,2021/03/31,7170
비보존 헬스케어,082800,2021/03/31,1525
비비씨,318410,2021/03/31,19400
비비안보통주,002070,2021/03/31,3495
비상교육 보통주,100220,2021/03/31,6910
비씨월드제약,200780,2021/03/31,16750
비아트론,141000,2021/03/31,11200
비에이치,090460,2021/03/31,17950
비에이치아이,083650,2021/03/31,4170
비엔지티,032790,2021/03/31,4075
비엘,142760,2021/03/31,4920
비엘팜텍,065170,2021/03/31,1370
비엠티,086670,2021/03/31,12950
비올,335890,2021/03/31,2180
비즈니스온커뮤니케이션,138580,2021/03/31,22700
비츠로셀,082920,2021/03/31,14750
비츠로시스,054220,2021/03/31,5930
비츠로테크,042370,2021/03/31,10000
비케이탑스보통주,030790,2021/03/31,12650
비케이홀딩스,050090,2021/03/31,1360
비투엔,307870,2021/03/31,2120
비트컴퓨터,032850,2021/03/31,9040
비피도,238200,2021/03/31,24850
빅솔론,093190,2021/03/31,4980
빅텍,065450,2021/03/31,7610
빙그레보통주,005180,2021/03/31,59900
빛샘전자,072950,2021/03/31,6860
사람인에이치알,143240,2021/03/31,35200
사조대림보통주,003960,2021/03/31,18150
사조동아원보통주,008040,2021/03/31,1345
사조산업보통주,007160,2021/03/31,49850
사조씨푸드보통주,014710,2021/03/31,5820
사조오양보통주,006090,2021/03/31,10900
삼강엠앤티,100090,2021/03/31,21400
삼기,122350,2021/03/31,3970
삼륭물산,014970,2021/03/31,8010
삼목에스폼,018310,2021/03/31,13850
삼보모터스,053700,2021/03/31,7010
삼보산업,009620,2021/03/31,1225
삼보판지,023600,2021/03/31,15200
삼부토건보통주,001470,2021/03/31,3180
삼성 KODEX 200 Total Return증권상장지수투자신탁[주식],278530,2021/03/31,13575
삼성 KODEX 200 중소형 증권상장지수투자신탁(주식),226980,2021/03/31,13110
삼성 KODEX 200ESG증권상장지수투자신탁[주식],337160,2021/03/31,14855
삼성 KODEX 200IT Total Return증권상장지수투자신탁[주식],363580,2021/03/31,14300
삼성 KODEX 200exTOP증권상장지수투자신탁[주식],337150,2021/03/31,14240
삼성 KODEX 200가치저변동증권상장지수투자신탁[주식],223190,2021/03/31,11255
삼성 KODEX 200대형증권상장지수투자신탁(주식),237350,2021/03/31,32575
삼성 KODEX 200동일가중증권상장지수투자신탁[주식],252650,2021/03/31,12205
삼성 KODEX 200롱코스닥150숏선물증권상장지수투자신탁[주식-파생형],360140,2021/03/31,11860
삼성 KODEX 200선물인버스2X증권상장지수투자신탁(주식-파생형),252670,2021/03/31,2105
삼성 KODEX 2차전지산업증권상장지수투자신탁[주식],305720,2021/03/31,17610
삼성 KODEX 3대농산물선물특별자산상장지수투자신탁[농산물-파생형](H),271060,2021/03/31,9735
삼성 KODEX China H선물인버스증권상장지수투자신탁[주식-파생형](H),291660,2021/03/31,9540
삼성 KODEX Fn K-뉴딜디지털플러스증권상장지수투자신탁[주식],368680,2021/03/31,12465
삼성 KODEX FnKorea50증권상장지수투자신탁[주식형],296710,2021/03/31,10930
삼성 KODEX Fn멀티팩터증권상장지수투자신탁[주식],337120,2021/03/31,14765
삼성 KODEX Fn성장증권상장지수투자신탁[주식형],325010,2021/03/31,18260
삼성 KODEX IT증권상장지수투자신탁(주식),266370,2021/03/31,21065
삼성 KODEX Japan 증권상장지수투자신탁[주식],101280,2021/03/31,15825
삼성 KODEX K-이노베이션액티브증권상장지수투자신탁[주식],373490,2021/03/31,11325
삼성 KODEX KRX300레버리지증권상장지수투자신탁[주식-파생형],306950,2021/03/31,20640
삼성 KODEX KRX300증권상장지수투자신탁[주식형],292190,2021/03/31,19415
삼성 KODEX KTOP30 증권상장지수투자신탁[주식],229720,2021/03/31,22850
삼성 KODEX MSCI ESG유니버설증권상장지수투자신탁[주식형],289040,2021/03/31,12650
삼성 KODEX MSCI KOREA 증권상장지수투자신탁[주식],156080,2021/03/31,20075
삼성 KODEX MSCI Korea Total Return증권상장지수투자신탁[주식],278540,2021/03/31,13520
삼성 KODEX MSCI World 증권상장지수투자신탁[주식],251350,2021/03/31,17725
삼성 KODEX MSCI모멘텀증권상장지수투자신탁[주식형],275280,2021/03/31,13740
삼성 KODEX MSCI밸류증권상장지수투자신탁[주식형],275290,2021/03/31,12955
삼성 KODEX MSCI퀄리티증권상장지수투자신탁[주식형],275300,2021/03/31,10995
삼성 KODEX S&P글로벌인프라증권상장지수투자신탁[주식-파생형](합성),269420,2021/03/31,11315
삼성 KODEX SGX MSCI EM 선물증권상장지수투자신탁[주식-파생형](H),291890,2021/03/31,10460
삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합],329650,2021/03/31,10975
삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접],329660,2021/03/31,11580
삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접],329670,2021/03/31,12145
삼성 KODEX TSE일본리츠부동산상장지수투자신탁[REITs-파생재간접형](H),352540,2021/03/31,12500
삼성 KODEX Top5Plus Total Return증권상장지수투자신탁[주식형],315930,2021/03/31,19670
삼성 KODEX WTI원유선물인버스특별자산상장지수투자신탁(원유-파생형)(H),271050,2021/03/31,10260
삼성 KODEX WTI원유선물특별자산상장지수투자신탁[원유-파생형](H),261220,2021/03/31,9140
삼성 KODEX 게임산업증권상장지수투자신탁[주식],300950,2021/03/31,13920
삼성 KODEX 경기소비재증권상장지수투자신탁[주식형],266390,2021/03/31,12230
삼성 KODEX 고배당증권상장지수투자신탁[주식],279530,2021/03/31,9615
삼성 KODEX 골드선물인버스특별자산상장지수투자신탁[금-파생형](H),280940,2021/03/31,7750
삼성 KODEX 골드선물특별자산상장지수투자신탁(금-파생형)(H),132030,2021/03/31,11480
삼성 KODEX 구리선물특별자산상장지수투자신탁(구리-파생형)(H),138910,2021/03/31,7350
삼성 KODEX 국고채권 증권상장지수투자신탁[채권],114260,2021/03/31,57985
삼성 KODEX 국채선물3년인버스증권상장지수투자신탁[채권-파생형],292770,2021/03/31,49765
