,종목코드,PER,PBR,EPS,BPS,DIV,DPS
350,127160,0.0,0.31,0,898,0.0,0
351,093520,14.62,1.65,368,3268,1.86,100
352,141070,0.0,0.77,0,969,0.0,0
353,100590,64.56,2.12,158,4807,0.0,0
354,067280,10.25,1.75,3162,18503,1.85,600
355,072870,11.37,0.54,1069,22365,3.7,450
356,215200,14.65,2.83,4035,20874,1.86,1100
357,133750,215.53,1.65,19,2483,1.22,50
358,235980,0.0,22.81,0,3897,0.0,0
359,041920,18.32,2.19,786,6582,0.0,0
360,014100,1.88,0.9,3302,6925,0.0,0
361,054180,0.0,2.15,0,688,0.0,0
362,086900,43.94,4.76,4292,39593,0.42,800
363,078160,0.0,4.84,0,7145,0.0,0
364,065650,0.0,5.97,0,601,0.0,0
365,021880,0.0,2.04,0,313,0.0,0
366,140410,0.0,30.77,0,4920,0.0,0
367,241770,14.69,0.88,834,13986,1.31,160
368,059210,17.48,1.12,143,2232,0.4,10
369,327260,57.4,3.51,453,7414,0.0,0
370,058110,0.0,35.75,0,365,0.0,0
371,096640,0.0,1.56,0,1327,0.0,0
372,257370,116.58,1.53,79,6005,0.0,0
373,080420,47.14,0.84,77,4320,0.0,0
374,080160,218.81,3.37,101,6567,0.54,120
375,100030,0.0,2.41,0,9486,0.0,0
376,087260,0.0,4.95,0,942,0.0,0
377,101330,2.89,0.5,1942,11222,0.0,0
378,012860,0.0,0.67,0,4817,0.0,0
379,348030,24.4,6.05,834,3362,0.0,0
380,250060,0.0,3.54,0,804,0.0,0
381,033200,0.0,1.9,0,5170,0.0,0
382,118990,0.0,1.91,0,3099,0.0,0
383,006920,107.2,2.59,50,2067,0.0,0
384,001810,61.07,0.4,61,9203,0.94,35
385,279600,0.0,2.99,0,3891,0.0,0
386,028040,0.0,0.74,0,376,0.0,0
387,095500,98.41,0.65,44,6611,0.0,0
388,218150,90.0,3.29,58,1589,0.0,0
389,353490,0.0,0.0,0,0,0.0,0
390,328380,0.0,0.0,0,0,0.0,0
391,333430,0.0,0.0,0,0,0.0,0
392,100790,28.23,2.62,310,3345,2.11,185
393,049950,20.11,2.41,1619,13519,0.68,220
394,213090,15.29,0.91,554,9297,1.42,120
395,207760,20.81,5.89,495,1750,0.24,25
396,059090,55.21,4.84,259,2955,0.28,40
397,214610,0.0,129.75,0,79,0.0,0
398,201490,19.24,3.04,356,2252,0.0,0
399,214180,12.5,1.84,1380,9384,1.33,230
400,206640,33.43,5.41,507,3134,0.29,50
401,018700,0.0,1.99,0,1661,0.0,0
402,035620,0.0,1.42,0,1079,0.0,0
403,064520,0.0,1.57,0,639,0.0,0
404,053030,93.59,5.05,273,5056,0.0,0
405,301300,0.0,8.95,0,3156,0.0,0
406,064550,0.0,11.96,0,1355,0.0,0
407,314930,0.0,37.99,0,1374,0.0,0
408,208710,11.8,1.33,219,1944,0.0,0
409,142760,0.0,4.07,0,1210,0.0,0
410,086820,0.0,4.44,0,5985,0.0,0
411,038460,4.89,1.03,1108,5269,1.16,63
412,086040,0.0,4.93,0,2070,0.0,0
413,032980,0.0,2.29,0,630,0.0,0
414,043150,13.35,1.82,2281,16730,0.33,100
415,323990,0.0,160.69,0,697,0.0,0
416,267790,11.11,1.68,883,5855,0.0,0
417,046310,27.14,1.22,119,2650,1.55,50
418,036620,0.0,3.01,0,287,0.0,0
419,066410,0.0,1.4,0,1334,0.0,0
420,206400,50.77,3.26,130,2025,0.0,0
421,019010,21.63,0.36,89,5349,1.56,30
422,177350,0.0,3.54,0,1742,0.0,0
423,299910,0.0,2.76,0,10465,0.0,0
424,225530,38.74,3.59,175,1889,0.74,50
425,250000,31.31,1.93,503,8180,0.95,150
426,006910,140.83,1.45,18,1743,0.0,0
427,226340,20.06,3.05,168,1106,0.0,0
428,014470,0.0,1.48,0,3040,0.44,20
429,008470,15.12,0.72,416,8763,1.43,90
430,338220,0.0,39.34,0,610,0.0,0
431,100120,14.67,2.23,2457,16139,1.11,400
432,337930,21.23,13.38,537,852,0.0,0
433,064480,0.0,1.55,0,2755,2.34,100
434,288330,93.66,3.31,142,4021,0.0,0
435,251630,23.64,1.93,442,5428,0.96,100
436,018290,79.13,5.17,103,1577,0.0,0
437,263920,0.0,0.69,0,6606,0.0,0
438,033560,74.75,0.82,101,9221,0.0,0
439,126340,42.21,10.27,1027,4223,0.0,0
440,121800,0.0,1.87,0,7328,0.0,0
441,148140,0.0,2.77,0,2592,0.0,0
442,082800,0.0,1.69,0,905,0.0,0
443,318410,9.91,2.99,1957,6483,0.0,0
444,200780,23.2,1.52,722,11025,0.6,100
445,141000,28.28,1.02,396,10954,0.0,0
446,090460,9.32,2.1,1926,8551,0.0,0
447,083650,0.0,1.55,0,2685,0.0,0
448,086670,19.59,1.5,661,8633,1.16,150
449,335890,0.0,0.0,0,0,0.0,0
450,138580,49.13,5.81,462,3905,1.26,285
451,082920,15.76,2.25,936,6567,0.68,100
452,054220,0.0,0.0,0,0,0.0,0
453,042370,13.4,1.44,746,6932,0.5,50
454,032850,20.97,3.06,431,2950,0.67,61
455,238200,64.21,2.2,387,11319,0.0,0
456,093190,8.81,0.65,565,7613,3.82,190
457,065450,98.83,5.01,77,1520,0.0,0
458,072950,20.6,0.74,333,9323,1.46,100
459,143240,15.21,3.69,2314,9543,1.65,580
460,100090,0.0,4.43,0,4829,0.0,0
461,122350,74.91,1.08,53,3682,0.0,0
462,014970,200.25,1.68,40,4755,0.94,75
463,018310,12.46,0.59,1112,23287,0.72,100
464,053700,0.0,0.58,0,12158,0.0,0
465,009620,0.0,1.87,0,655,0.0,0
466,023600,8.52,0.69,1784,21975,0.82,125
467,111870,0.0,0.67,0,1856,0.0,0
468,291230,0.0,0.0,0,0,0.0,0
469,009300,8.83,0.56,1671,26397,2.03,300
470,225190,7.24,2.51,1351,3893,10.22,1000
471,054540,19.85,0.91,273,5964,1.85,100
472,065570,0.0,0.97,0,8544,0.0,0
473,032280,10.7,0.57,213,4001,2.19,50
474,002290,18.79,1.05,265,4744,2.01,100
475,037460,15.13,1.09,892,12357,1.04,140
476,032750,5.65,0.89,2019,12767,1.75,200
477,054090,158.33,1.03,24,3698,1.97,75
478,000250,104.51,7.14,488,7142,0.1,50
479,024950,0.0,2.2,0,5991,0.0,0
480,038500,33.41,0.98,173,5916,0.87,50
481,017480,12.19,0.54,424,9497,2.9,150
482,046390,280.56,6.23,18,811,0.0,0
483,027580,0.0,2.91,0,631,0.0,0
484,038540,2.9,0.7,2282,9501,3.02,200
485,307870,0.0,0.0,0,0,0.0,0
486,329560,0.0,0.0,0,0,0.0,0
487,101000,0.0,2.58,0,400,0.0,0
488,091580,34.47,2.67,380,4905,0.38,50
489,263810,27.56,2.0,176,2424,0.0,0
490,089980,62.59,5.61,842,9392,0.3,160
491,042940,0.0,1.31,0,1064,0.0,0
492,042600,0.0,1.67,0,6449,0.37,40
493,263540,0.0,1.83,0,1101,0.0,0
494,294630,0.0,9.33,0,357,0.0,0
495,038070,11.02,1.69,1107,7213,0.82,100
496,006730,7850.0,0.69,1,11369,0.0,0
497,079650,0.0,0.76,0,3526,0.0,0
498,100660,35.43,1.25,173,4891,0.82,50
499,019770,0.0,2.29,0,5618,0.47,60
500,043710,0.0,0.58,0,1717,0.0,0
501,092190,106.8,3.56,147,4404,0.24,38
502,046890,30.78,1.63,601,11339,0.84,156
503,063170,0.0,4.24,0,4052,0.0,0
504,027040,14.9,0.65,59,1343,0.0,0
505,018680,314.64,1.48,28,5958,0.17,15
506,093920,11.62,0.9,672,8637,3.84,300
507,189860,29.71,1.05,138,3894,0.73,30
508,178320,17.34,3.2,2688,14558,0.64,300
509,122690,0.0,0.66,0,4352,0.0,0
510,140070,117.95,1.56,44,3336,0.0,0
511,011370,16.28,0.53,98,2994,1.88,30
512,065710,7.17,1.47,2978,14529,5.62,1200
513,035890,4.92,0.89,331,1826,1.84,30
514,357550,80.88,8.94,251,2271,0.0,0
515,003100,35.44,0.64,831,46250,1.19,350
516,123420,69.18,1.54,318,14294,0.0,0
517,171090,18.46,1.52,829,10070,0.65,100
518,086710,16.34,3.5,1270,5932,0.14,30
519,014620,37.06,0.53,221,15359,1.22,100
520,037350,0.0,0.65,0,8985,0.85,50
521,081580,0.0,0.48,0,6595,0.0,0
522,045300,10.83,1.01,492,5254,0.75,40
523,015750,12.42,0.45,492,13553,1.31,80
524,080470,0.0,1.81,0,5186,0.32,30
525,043260,0.0,1.61,0,1156,0.0,0
526,148150,10.75,1.8,1991,11869,1.17,250
527,053060,0.0,1.44,0,1770,0.0,0
528,017510,19.64,0.94,224,4681,1.82,80
529,214310,0.0,0.87,0,1565,0.0,0
530,011560,0.0,0.46,0,14252,2.31,150
531,100700,22.08,2.22,219,2174,1.03,50
532,234100,93.77,4.0,69,1619,0.0,0
533,024830,3.99,0.28,1572,22641,0.4,25
534,258830,20.67,1.58,520,6822,0.93,100
535,036630,223.25,1.6,4,557,0.0,0
536,039310,20.93,0.58,123,4462,0.0,0
537,067770,0.0,1.16,0,4464,0.0,0
538,053450,0.0,0.7,0,9257,0.78,50
539,234340,22.14,2.72,1466,11939,1.17,380
540,252500,129.5,3.09,30,1256,0.26,10
541,347000,0.0,11.97,0,1950,0.0,0
542,051980,0.0,5.36,0,528,0.0,0
543,331920,0.0,24.81,0,800,0.0,0
544,049180,0.0,30.99,0,213,0.0,0
545,299660,0.0,7.51,0,5359,0.0,0
546,268600,0.0,73.07,0,1745,0.0,0
547,108860,0.0,2.41,0,1380,0.0,0
548,208370,0.0,2.26,0,1114,0.0,0
549,068760,635.59,19.55,236,7674,0.0,0
550,091990,318.5,12.57,427,10816,0.0,0
551,290690,21.71,6.2,935,3274,0.25,50
552,053110,0.0,0.83,0,338,0.0,0
553,032680,0.0,1.84,0,975,0.0,0
554,032685,0.0,0.0,0,0,0.0,0
555,258790,127.88,8.29,26,401,0.0,0
556,066910,0.0,2.95,0,909,0.0,0
557,043100,0.0,0.69,0,566,0.0,0
558,154040,0.0,0.84,0,4924,0.0,0
559,035610,124.49,1.89,78,5130,0.0,0
560,357780,0.0,0.0,0,0,0.0,0
561,036830,6.36,0.93,6665,45837,2.0,850
562,304100,126.1,3.45,249,9100,0.0,0
563,086980,93.75,2.17,52,2247,1.03,50
564,050960,72.56,2.77,430,11277,0.24,75
565,084180,0.0,1.77,0,1235,0.0,0
566,253840,0.0,7.97,0,1838,0.0,0
567,058530,0.0,0.3,0,5410,0.0,0
568,236200,7.25,1.39,3650,18961,0.0,0
569,317770,42.57,1.31,397,12939,0.0,0
570,094840,11.0,0.65,821,13936,0.0,0
571,192440,9.06,1.28,6690,47368,2.15,1300
572,099440,0.0,0.5,0,3428,0.0,0
573,033790,0.0,0.71,0,1168,0.0,0
574,131100,0.0,3.21,0,516,0.0,0
575,159910,0.0,0.93,0,282,0.0,0
576,158310,0.0,0.21,0,2426,0.0,0
577,115570,0.0,0.59,0,9954,1.36,80
578,253450,106.16,6.55,941,15242,0.0,0
