,종목코드,코스피 일별변동 표준편차,연간 수익률,1년_만기_국채수익률,코스피 샤프지수
655,058430,4.132498974900931,203.1413612565445,0.984,48.91891383019421
656,058650,1.374229519150577,61.99616122840691,0.984,44.39735894053495
657,058730,2.4663668673440293,3.8539553752535496,0.984,1.1636368511324249
658,058850,2.799836197677796,88.10289389067523,0.984,31.11571097013899
659,058860,2.509798333654465,97.05882352941177,0.984,38.279897727686844
660,060980,2.578276564316821,47.82608695652174,0.984,18.167983840373513
661,063160,6.09225442901209,104.69314079422382,0.984,17.02311385754799
662,064350,3.5313571926810607,75.43103448275862,0.984,21.08170610354975
663,064960,3.4603584496911144,121.78571428571428,0.984,34.91017362565359
664,066570,3.532842148391112,211.85031185031184,0.984,59.68744228958609
665,066575,4.180807669127364,305.1724137931035,0.984,72.75828927490343
666,067830,2.500763538237084,70.65727699530517,0.984,27.860801683161707
667,068270,3.1922648662853423,66.891640509964,0.984,20.646043881270103
668,068290,4.7886568039897375,116.47058823529413,0.984,24.11669763827611
669,068400,2.203937988000768,51.98863636363637,0.984,23.142500669859405
670,069260,3.384743102058046,49.31506849315068,0.984,14.279095055622877
671,069460,4.015016043636247,35.1123595505618,0.984,8.50018011874569
672,069620,5.6584188816055665,59.30787589498807,0.984,10.30745109461369
673,069640,2.7484430557409265,49.411764705882355,0.984,17.62007206397339
674,069730,2.5961335251466138,80.06535947712419,0.984,30.46120652544563
675,069960,2.179087433860228,61.101243339254,0.984,27.588265805726298
676,070960,2.7249395328187025,31.284153005464482,0.984,11.119568944754427
677,071050,3.0932871826860073,90.22222222222223,0.984,28.848993627786484
678,071055,3.0178064532035105,121.99312714776633,0.984,40.098372451722604
679,071090,3.043544264834183,105.3763440860215,0.984,34.299597772306086
680,071320,1.8888299902416839,23.70967741935484,0.984,12.031616152201709
681,071840,2.99997831314244,152.40963855421688,0.984,50.4755777369605
682,071950,2.2807326332139937,22.89029535864979,0.984,9.604937921977985
683,071970,4.747773638206419,156.1764705882353,0.984,32.68741991812037
684,072130,3.7717578512053,38.983050847457626,0.984,10.074626300655721
685,072710,1.1972816617502422,7.052186177715091,0.984,5.068302949570223
686,073240,2.5452580297500695,24.509803921568626,0.984,9.24299369517311
687,074610,3.980860264545562,8.857808857808857,0.984,1.9779164136794178
688,075180,2.288843523596734,79.39393939393939,0.984,34.25744861349214
689,075580,5.217718292063094,272.84234752589185,0.984,52.10291784809997
690,077500,4.025114558640654,143.61702127659575,0.984,35.43576690765423
691,077970,3.822129786362747,85.5813953488372,0.984,22.13357475475542
692,078000,1.696440499833419,-1.7094017094017095,0.984,-1.5876782649707941
693,078520,2.409991296899673,-5.7034220532319395,0.984,-2.774873943252391
694,078930,2.1100963198298968,10.451977401129943,0.984,4.486988253641992
695,078935,1.1973611895808542,19.62962962962963,0.984,15.572268244435651
696,079160,3.039223197767816,74.71192774836499,0.984,24.258806593248927
697,079430,3.842338058148115,151.04022191400833,0.984,39.05336272944465
698,079550,2.8022252407934167,106.95876288659794,0.984,37.818074487328666
699,079980,2.9469967758217113,115.1035322777101,0.984,38.724009884907375
700,081000,3.784030614632162,160.6451612903226,0.984,42.1934116158949
701,081660,2.9307943244585917,54.107142857142854,0.984,18.125851552874266
702,082640,2.51806097397765,86.34361233480176,0.984,33.898945743146015
703,082740,3.9142675829387934,258.544921875,0.984,65.80054030992584
704,083420,4.658352627498101,386.06271777003485,0.984,82.66414085892252
705,084010,3.2899500930451913,248.27945776850888,0.984,75.16693286359586
706,084670,1.3565146990230594,-3.2454361054766734,0.984,-3.1178697204848915
707,084680,3.162223779789001,-10.921052631578949,0.984,-3.7647723439652685
708,084690,2.7839067746933783,104.15879017013232,0.984,37.06115129573478
709,084695,2.020751862005913,65.68047337278107,0.984,32.016040459593924
710,084870,4.109887911699498,50.390625,0.984,12.021404491191987
711,085310,3.6121823981277745,86.57718120805369,0.984,23.695697441086413
712,085620,2.48572326844527,39.0728476821192,0.984,15.323044268697856
713,086280,3.5345037267735,117.51740139211138,0.984,32.97023016537879
714,086790,2.6862303053774594,95.88100686498856,0.984,35.327204326084015
715,088260,0.9224774990536219,14.285714285714285,0.984,14.419554188975487
716,088350,3.8268581825335075,143.1818181818182,0.984,37.15784891920884
717,088790,4.760937611028947,186.810551558753,0.984,39.03150319136227
718,088980,0.6825768176177841,8.372093023255815,0.984,10.823826465481945
719,089470,3.0383636575983486,112.5,0.984,36.70265069196719
720,089590,2.7232341032168965,52.55269320843091,0.984,18.936562650825334
721,090080,2.4709895804913264,17.395944503735326,0.984,6.641850954495733
722,090350,2.107092623327525,83.63939899833055,0.984,39.22722621837145
723,090355,3.1845823721722413,24.63054187192118,0.984,7.4253195893286295
724,090370,3.9525458909079916,36.627906976744185,0.984,9.017961577305293
725,090430,2.4692412855031405,63.60759493670886,0.984,25.361472491315677
726,090435,2.9988765453671387,46.49122807017544,0.984,15.17475874106188
727,091090,3.795880856224163,-6.7,0.984,-2.024299573944854
728,091810,3.7893460686961538,62.48415716096325,0.984,16.2297546980512
729,092200,5.587493373340421,171.24463519313304,0.984,30.47173818684005
730,092220,5.718592539978598,258.7962962962963,0.984,45.08317291255397
731,092230,4.141288449031883,51.44654088050314,0.984,12.185227255131158
732,092440,2.672539009458786,112.41134751773049,0.984,41.69344100249282
733,092780,3.625537890735901,81.29032258064515,0.984,22.15018157329058
734,093050,2.3834038314576707,54.24528301886793,0.984,22.34673046837126
735,093230,6.60880254140427,117.81760674749604,0.984,17.67848350976313
736,093240,5.36992171814339,362.6068376068376,0.984,67.34229223212326
737,093370,3.1250034238492246,72.9818780889621,0.984,23.039295745883916
738,094280,2.8032316717898897,61.6,0.984,21.623614134359475
739,094800,0.8024204793954857,11.5,0.984,13.105348467579455
740,095570,2.79940129158383,58.07017543859649,0.984,20.39228016727055
741,095720,2.563861366938256,42.98056155507559,0.984,16.380199841002934
742,096300,1.6090890933131785,-18.181818181818183,0.984,-11.910973892909185
743,096760,2.2236538410954108,0.20380434782608695,0.984,-0.3508620081755059
744,096770,4.000912840192825,165.45454545454547,0.984,41.108255046770466
745,096775,4.571152771641386,154.83870967741936,0.984,33.65774835439901
746,097230,3.736270370313884,69.93166287015946,0.984,18.453606414025966
747,097520,3.086593636506822,115.11627906976744,0.984,36.976775212604245
748,097950,2.3656771683301296,92.05607476635514,0.984,38.49725397258687
749,097955,2.1253345293444887,104.21753607103219,0.984,48.57284095547642
750,100220,1.9990061912799635,-5.212620027434842,0.984,-3.0998503428681965
751,100250,1.101198203972418,35.648148148148145,0.984,31.478573088025474
752,100840,1.7357060875238925,37.7431906614786,0.984,21.178234567304067
753,101140,4.167090011857196,27.798507462686565,0.984,6.434827994208799
754,101530,3.1166321363451197,-11.266094420600858,0.984,-3.930555126395689
755,102260,1.7125161785933882,93.63484087102178,0.984,54.102169678258186
756,102280,2.444669059928288,-9.72017673048601,0.984,-4.37857905020486
757,102460,4.283725909015045,63.50870443397134,0.984,14.595869521527723
758,103140,2.7184321501388196,89.80169971671388,0.984,32.672398945906494
759,103590,2.7816258503746965,120.74927953890491,0.984,43.05585509380136
760,104700,2.1048635191150975,232.8149300155521,0.984,110.14059957341833
761,105560,2.4295408473761064,77.84810126582279,0.984,31.637295313983174
762,105630,3.4826328617779616,125.0280583613917,0.984,35.61789694308014
763,105840,2.933490963963143,50.0,0.984,16.709102091038808
764,107590,2.908909667320498,179.3017456359102,0.984,61.300544200179694
765,108320,2.916251014395655,180.5194805194805,0.984,61.56379530885008
766,108670,2.8825098133405214,138.7640449438202,0.984,47.798638639896886
767,108675,3.3153305347791084,151.1326860841424,0.984,45.28920555854814
768,109070,0.0,0.0,0.984,-inf
769,111110,2.201956962587272,-7.727272727272727,0.984,-3.956150313236408
770,111770,2.950477882508364,84.33179723502305,0.984,28.248914431503717
771,112610,4.235530478172695,497.22659943271356,0.984,117.16185304061464
772,114090,2.565149553137173,31.10236220472441,0.984,11.741366957684676
773,115390,2.2860307235530657,62.98342541436463,0.984,27.12099394622394
774,117580,0.927022741113306,25.348837209302328,0.984,26.282890514682986
775,118000,5.443393820846292,-9.352226720647772,0.984,-1.898857047796844
776,119650,4.720444874177757,165.8321060382916,0.984,34.92215467657719
777,120030,4.537142497957589,67.69801980198021,0.984,14.703972782871988
778,120110,3.203192693234226,112.43339253996447,0.984,34.79322139294572
779,120115,3.4191745501775,85.6140350877193,0.984,24.751598330458414
780,122900,1.8274285782006319,0.5543237250554324,0.984,-0.23512616584317958
