종목코드,종목명,종가,등락률,거래량,거래대금,시가총액,상장주식수
5030,부산주공,680,-0.73,414172,281810712,38657671560,56849517
2070,비비안,3495,1.9,2457458,8753205520,93441935550,26735890
100220,비상교육,6910,0.29,41577,287109080,89807480310,12996741
30790,비케이탑스,12650,-0.39,182584,2330377000,1.66067E+11,13127849
352820,빅히트,243000,0.21,276932,67919984000,8.65657E+12,35623760
5180,빙그레,59900,0.84,28963,1725270500,5.90089E+11,9851241
3960,사조대림,18150,0.55,26675,482656150,1.66335E+11,9164467
8040,사조동아원,1345,-0.74,1654531,2216301280,1.89839E+11,141144600
7160,사조산업,49850,-0.7,25595,1277428800,2.4925E+11,5000000
14710,사조씨푸드,5820,-0.85,256417,1484985630,1.00212E+11,17218543
6090,사조오양,10900,0,58884,637665050,1.02708E+11,9422739
1470,삼부토건,3180,0.32,4559444,14639952910,4.37397E+11,137546368
6400,삼성SDI,660000,-1.49,318665,2.12227E+11,4.53846E+13,68764530
6405,삼성SDI우,451000,-0.11,4042,1826028000,7.29671E+11,1617896
6660,삼성공조,9800,-0.91,62416,610478690,79637877200,8126314
28260,삼성물산,124500,-1.19,365576,45827963000,2.32674E+13,186887081
02826K,삼성물산우B,119500,-0.42,3040,362511500,1.94477E+11,1627425
207940,삼성바이오로직스,748000,0.13,52596,39500085000,4.94914E+13,66165000
32830,삼성생명,78100,-0.26,320396,25189497300,1.562E+13,200000000
18260,삼성에스디에스,193500,-0.77,111256,21581362500,1.49726E+13,77377800
28050,삼성엔지니어링,14000,-0.71,3024188,42972658800,2.744E+12,196000000
9150,삼성전기,187500,0.27,473717,89984249000,1.40051E+13,74693696
9155,삼성전기우,112000,-0.44,13322,1506811500,3.25582E+11,2906984
5930,삼성전자,81400,-0.97,17240518,1.41378E+12,4.8594E+14,5969782550
5935,삼성전자우,73000,-1.35,1870825,1.3744E+11,6.00707E+13,822886700
1360,삼성제약,5830,-4.74,2393566,14198700520,3.8972E+11,66847367
10140,삼성중공업,7770,5.28,28523314,2.19866E+11,4.8951E+12,630000000
10145,삼성중공우,367000,1.94,6447,2385903500,42148115000,114845
16360,삼성증권,39450,1.54,720970,28500357350,3.52289E+12,89300000
68290,삼성출판사,46000,-0.86,570703,26710091300,4.6E+11,10000000
29780,삼성카드,34450,0.29,99376,3420381800,3.99134E+12,115858891
810,삼성화재,190000,0.8,139247,26444804000,9.00122E+12,47374837
815,삼성화재우,147500,1.03,11885,1752891500,4.7082E+11,3192000
6110,삼아알미늄,9290,-2.21,105052,982030090,1.0219E+11,11000000
145990,삼양사,57500,-0.17,20337,1162645100,5.93023E+11,10313449
145995,삼양사우,41450,1.22,1571,65175250,15339401500,370070
3230,삼양식품,89000,-0.22,21808,1944813500,6.70438E+11,7533015
2170,삼양통상,70000,3.86,23598,1645826100,2.1E+11,3000000
272550,삼양패키징,25000,1.63,48263,1206190850,3.55245E+11,14209804
70,삼양홀딩스,93700,0.75,18483,1724723500,8.02472E+11,8564271
75,삼양홀딩스우,60500,0.17,600,36172700,18395509000,304058
2810,삼영무역,15000,0.67,44036,660040300,2.77004E+11,18466948
5680,삼영전자,11000,-0.45,39396,435912750,2.2E+11,20000000
3720,삼영화학,2745,0.92,167692,451274020,93330000000,34000000
23000,삼원강재,3600,2.42,219708,789790340,1.44E+11,40000000
4380,삼익THK,12950,-0.77,47041,609260100,2.7195E+11,21000000
2450,삼익악기,1610,-0.31,479846,772506580,1.45755E+11,90530915
4440,삼일씨엔에스,16950,4.63,301156,4991488100,2.15807E+11,12731947
520,삼일제약,20050,-1.72,67005,1353593250,1.34233E+11,6694896
9770,삼정펄프,29650,-0.34,4215,125525200,74124140150,2499971
5500,삼진제약,24300,1.46,41737,1018017450,3.3777E+11,13900000
4690,삼천리,78400,-0.76,27794,2175802300,3.17914E+11,4055025
10960,삼호개발,5180,6.58,1266658,6437002870,1.295E+11,25000000
4450,삼화왕관,38300,0.13,957,36650200,82512715700,2154379
9470,삼화전기,23800,-1.04,54405,1301854950,1.57409E+11,6613820
11230,삼화전자,3875,-0.64,32773,127100970,40524517500,10457940
1820,삼화콘덴서,68300,0.15,58094,3964301000,7.09979E+11,10395000
390,삼화페인트,12750,2,229746,2891429300,3.44813E+11,27044153
1290,상상인증권,1200,1.69,588966,709342410,1.1533E+11,96108437
41650,상신브레이크,4185,-1.3,119689,502763310,89858018250,21471450
75180,새론오토모티브,5920,-0.67,6030,35642540,1.13664E+11,19200000
7540,샘표,53700,1.51,32028,1716419500,1.5443E+11,2875800
248170,샘표식품,47700,0.21,11844,563712100,2.17907E+11,4568286
7860,서연,23300,1.53,9991807,2.33169E+11,5.4708E+11,23479844
200880,서연이화,9760,-4.31,1869011,18406177840,2.63798E+11,27028437
17390,서울가스,88800,0.23,2924,259612200,4.44E+11,5000000
4410,서울식품,401,-1.47,16851405,6768650267,1.46576E+11,365526864
4415,서울식품우,5030,0.4,6478,32624590,11189235000,2224500
21050,서원,2500,2.25,375450,933325020,1.18686E+11,47474590
8490,서흥,51100,-0.39,27209,1386423400,5.91182E+11,11569113
7610,선도전기,3450,-0.14,88009,302428120,62100000000,18000000
136490,선진,16900,-2.87,169481,2883840350,4.01875E+11,23779604
2820,선창산업,4675,3.43,17232,79048900,58942348575,12607989
14910,성문전자,2135,-1.39,169390,362101875,41604439695,19486857
14915,성문전자우,8160,-0.61,10159,83035750,4896000000,600000
3080,성보화학,5550,-5.93,1124594,6319857070,1.11111E+11,20020000
4980,성신양회,10700,12.75,4837624,50713281550,2.62322E+11,24516073
4985,성신양회우,14900,10.78,398331,6039457150,10961110500,735645
11300,성안,787,0,0,0,44747135820,56857860
180,성창기업지주,2380,0.42,308625,730316710,1.66009E+11,69751600
2420,세기상사,61600,0,0,0,25107667200,407592
4360,세방,13200,-0.38,72642,961962850,2.54875E+11,19308690
4365,세방우,7110,1.28,1487,10457910,26230567500,3689250
4490,세방전지,77900,-0.76,67187,5238115600,1.0906E+12,14000000
1430,세아베스틸,18550,2.2,231406,4248365900,6.65242E+11,35862119
306200,세아제강,94900,2.26,15642,1471854900,2.69165E+11,2836300
3030,세아제강지주,55100,5.76,34978,1929366000,2.28205E+11,4141657
19440,세아특수강,13850,2.59,34328,469237250,1.18695E+11,8570000
58650,세아홀딩스,84400,5.5,4089,337761700,3.376E+11,4000000
13000,세우글로벌,2470,0,0,0,70901426570,28705031
91090,세원셀론텍,1865,1.36,346358,637625460,1.32203E+11,70886407
21820,세원정공,8090,0,0,0,80900000000,10000000
67830,세이브존I&C,3635,-1.49,130233,473176260,1.49184E+11,41040895
33530,세종공업,9040,2.84,263757,2350749060,2.51501E+11,27820961
75580,세진중공업,6480,6.75,2425205,15503072880,3.68384E+11,56849456
27970,세하,1940,-0.51,1026122,1985748030,1.11672E+11,57562997
145210,세화아이엠씨,660,1.23,2600439,1675344262,1.04021E+11,157607815
308170,센트랄모텍,29000,-1.69,156509,4568662800,2.4969E+11,8610000
12600,센트럴인사이트,2490,0,0,0,33838831080,13589892
68270,셀트리온,324500,0.31,529579,1.72092E+11,4.38165E+13,135027731
336370,솔루스첨단소재,47150,0.11,160700,7568379650,1.44231E+12,30589758
33637K,솔루스첨단소재1우,14850,-1.33,11951,178349000,1.09391E+11,7366400
33637L,솔루스첨단소재2우B,23950,0.21,2343,56242450,39422897500,1646050
248070,솔루엠,25300,-5.95,2376189,60190969450,1.24203E+12,49092219
4430,송원산업,20350,-1.21,401429,8190017050,4.884E+11,24000000
17550,수산중공업,4500,3.45,4844945,21995928775,2.42933E+11,53985163
53210,스카이라이프,8640,0.12,65933,569398420,4.13182E+11,47821966
134790,시디즈,62200,0.32,2655,165319100,1.244E+11,2000000
16590,신대양제지,81400,-0.12,19736,1606642100,3.28024E+11,4029782
29530,신도리코,30000,-1.32,24113,728896450,3.02401E+11,10080029
4970,신라교역,10350,-1.43,33160,342402950,1.656E+11,16000000
11930,신성이엔지,3290,3.13,11508610,37813136025,6.64846E+11,202080923
5390,신성통상,1690,0.6,27549871,50049218035,2.42867E+11,143708390
4170,신세계,281000,0.72,58150,16262197000,2.7665E+12,9845181
35510,신세계 I&C,154000,6.94,45521,6922856000,2.6488E+11,1720000
34300,신세계건설,46800,1.19,100788,4770789750,1.872E+11,4000000
31430,신세계인터내셔날,202500,0.75,32034,6463316500,1.44585E+12,7140000
31440,신세계푸드,74500,1.78,20340,1522256900,2.885E+11,3872480
6880,신송홀딩스,5090,-3.23,272026,1364878655,60208887220,11828858
5800,신영와코루,97700,0.62,774,75170100,87930000000,900000
1720,신영증권,57100,1.96,27000,1522189000,5.35954E+11,9386237
1725,신영증권우,55900,1.08,4156,231029800,3.94305E+11,7053763
9270,신원,1490,0,243089,360478050,1.26713E+11,85042499
9275,신원우,34500,-0.72,291,9998900,3130530000,90740
2700,신일전자,2205,0.23,1510871,3300667660,1.5666E+11,71047521
19170,신풍제약,85100,-6.99,2573586,2.27865E+11,4.50902E+12,52984990
19175,신풍제약우,85000,-6.39,29249,2586997300,1.87E+11,2200000
2870,신풍제지,4010,2.95,2530413,10016214585,1.40184E+11,34958700
293940,신한알파리츠,7530,-0.13,112135,849353180,3.94046E+11,52330123
55550,신한지주,37450,0.94,2421330,90324710400,1.93467E+13,516599554
1770,신화실업,23550,-0.84,8489,199463950,28610376900,1214878
4080,신흥,12000,0.84,4885,58331000,1.152E+11,9600000
102280,쌍방울,613,0.66,3642624,2249698575,1.46727E+11,239359627
3410,쌍용양회,7680,2.26,5396859,41435251830,3.86964E+12,503859595
3620,쌍용차,2770,0,0,0,4.15057E+11,149840002
4770,써니전자,3450,-0.43,1036105,3579462795,1.20215E+11,34845011
15540,쎌마테라퓨틱스,6410,0,0,0,86229499400,13452340
4920,씨아이테크,990,0,165806,163251689,24820064280,25070772
112610,씨에스윈드,75800,0.4,483643,36660848800,3.19659E+12,42171403
8700,아남전자,3115,0,1440311,4495052725,2.40244E+11,77124820
2790,아모레G,64900,-2.84,258231,16954541100,5.35154E+12,82458180
00279K,아모레G3우(전환),40500,-4.82,19503,814227850,2.87234E+11,7092200
2795,아모레G우,21900,-1.79,28658,630727450,1.41119E+11,6443770
90430,아모레퍼시픽,258500,-4.96,264737,69212004500,1.51115E+13,58458490
90435,아모레퍼시픽우,83500,-2.68,75121,6355642100,8.81579E+11,10557830
2030,아세아,121000,8.52,38018,4481989500,2.65114E+11,2191024
183190,아세아시멘트,116500,6.39,83272,9616752500,4.53862E+11,3895809
2310,아세아제지,48850,1.77,106867,5181994400,4.37525E+11,8956502
267850,아시아나IDT,21600,0,80689,1773226700,2.3976E+11,11100000
20560,아시아나항공,15150,-0.66,517021,7818693700,1.12734E+12,74411764
122900,아이마켓코리아,9070,-0.55,85585,781287990,3.032E+11,33428840
10780,아이에스동서,56700,-0.53,72874,4113518200,1.75161E+12,30892606
1780,알루코,4595,-0.76,604050,2791534450,3.82337E+11,83207283
18250,애경산업,24800,1.02,75027,1850570750,6.54966E+11,26409935
161000,애경유화,11600,-0.85,386966,4486670300,3.71664E+11,32040000
11090,에넥스,2255,5.62,12613262,28197280705,1.35281E+11,59991641
5850,에스엘,22300,-2.19,98755,2218148150,1.07493E+12,48203277
12750,에스원,81700,-1.09,56211,4613787500,3.10453E+12,37999178
23960,에쓰씨엔지니어링,4575,-1.4,1174725,5510502380,1.3168E+11,28782587
298690,에어부산,3740,2.05,1661987,6300901800,3.06942E+11,82070000
140910,에이리츠,7930,0.13,21399,170672620,30076705750,3792775
78520,에이블씨엔씨,7440,-0.67,28867,215484420,2.01129E+11,27033459
15260,에이엔피,1465,-0.68,181047,262498395,31975689185,21826409
7460,에이프로젠 KIC,2080,-4.15,13087664,28207363850,3.84627E+11,184916591
3060,에이프로젠제약,1170,-4.49,5809442,6907054075,4.66334E+11,398575767
244920,에이플러스에셋,8700,-5.23,607954,5447102970,1.96687E+11,22607693
36570,엔씨소프트,873000,3.31,152553,1.33E+11,1.91659E+13,21954022
138250,엔에스쇼핑,11700,-1.68,40596,477621600,3.94243E+11,33696000
85310,엔케이,1390,1.46,752847,1040549290,1.11177E+11,79983352
9810,엔케이물산,627,-0.32,1343484,843392735,49808384670,79439210
900140,엘브이엠씨홀딩스,4000,-0.87,499877,2007143780,3.37394E+11,84348589
14440,영보화학,4180,-0.83,79553,332198005,83600000000,20000000
111770,영원무역,40000,-2.32,107201,4299680100,1.77246E+12,44311468
9970,영원무역홀딩스,43300,3.34,41491,1774467050,5.90421E+11,13635592
3520,영진약품,6140,-0.65,598653,3694799590,1.12296E+12,182892731
670,영풍,582000,-0.85,2271,1321278000,1.07207E+12,1842040
6740,영풍제지,7030,0,189841,1340024830,1.56066E+11,22200000
12280,영화금속,1905,1.06,2279121,4352489055,1.01717E+11,53394505
12160,영흥,1150,0.88,319289,364934985,1.09612E+11,95314676
15360,예스코홀딩스,33700,0.45,1559,52407400,2.022E+11,6000000
7310,오뚜기,570000,-1.04,4101,2342841000,2.09303E+12,3671981
2630,오리엔트바이오,1580,3.95,10500463,16802914840,1.87341E+11,118570046
271560,오리온,131000,-0.76,60543,7953338500,5.17923E+12,39536132
1800,오리온홀딩스,14250,0.35,146184,2079682250,8.92697E+11,62645422
70960,용평리조트,4805,1.26,188063,901311590,2.31281E+11,48133333
316140,우리금융지주,10100,0,1501140,15230975000,7.2949E+12,722267683
33660,우리금융캐피탈,10850,0.46,27621,299420400,6.24373E+11,57545890
4720,우리들제약,8940,0.22,74304,666351180,1.31534E+11,14712933
118000,우리들휴브레인,2520,-0.79,354315,885009550,1.27007E+11,50399433
10050,우리종금,688,2.08,7161627,4917920578,6.01452E+11,874203406
6980,우성사료,4085,1.24,3084189,12605528240,1.26227E+11,30900000
17370,우신시스템,5800,1.05,65726,377476450,1.06222E+11,18314054
105840,우진,4770,-0.73,328575,1571700500,96364656180,20202234
10400,우진아이엔에스,7870,0.51,4441,34887900,59985140000,7622000
49800,우진플라임,7230,7.43,160576,1152048810,72300000000,10000000
16880,웅진,2910,-5.52,5305136,15529753955,2.30991E+11,79378330
95720,웅진씽크빅,3310,-2.36,4427790,14897746785,3.82325E+11,115505985
5820,원림,22400,-5.88,11996,273325250,49280000000,2200000
10600,웰바이오텍,2825,0,341840,963845930,1.37085E+11,48525642
8600,윌비스,1680,5.99,4739586,7802519690,1.10497E+11,65771912
33270,유나이티드제약,49400,-0.2,141124,6984193000,8.02494E+11,16244822
14830,유니드,67600,0.45,46772,3127549200,6.00953E+11,8889843
910,유니온,8780,-1.35,1318144,11492046630,1.3707E+11,15611619
47400,유니온머티리얼,4080,0.12,1000430,4048346475,1.7136E+11,42000000
11330,유니켐,1565,1.29,401006,624099195,1.07532E+11,68710343
77500,유니퀘스트,11450,-1.29,128373,1477360200,3.12891E+11,27326725
2920,유성기업,3135,0.97,60164,187422685,81345412500,25947500
700,유수홀딩스,6400,3.23,294267,1843087050,1.66668E+11,26041812
3470,유안타증권,3535,-0.56,2317875,8249015875,7.05574E+11,199596576
3475,유안타증권우,3660,-0.27,1129870,4236344455,47258695920,12912212
11690,유양디앤유,2440,0,0,0,3.59255E+11,147235637
72130,유엔젤,4100,-0.97,380544,1593403895,54101361400,13195454
220,유유제약,9080,21.72,4129580,37914808600,72960042760,8035247
225,유유제약1우,8980,29.96,353989,3101524060,10178515700,1133465
227,유유제약2우B,22200,29.82,18986,400186100,3642576000,164080
1200,유진투자증권,4040,1,1180200,4812800895,3.9134E+11,96866418
100,유한양행,63000,2.11,368435,23180368800,4.4083E+12,69972959
105,유한양행우,60400,1,5822,351714300,71328776000,1180940
3460,유화증권,2545,-0.39,405351,1039872970,1.44308E+11,56702415
3465,유화증권우,2640,2.33,7306,19048120,46137762000,17476425
8730,율촌화학,20350,-0.25,66159,1346805950,5.0468E+11,24800000
8250,이건산업,9570,1.16,81476,775275100,1.04817E+11,10952635
25820,이구산업,2805,-1.58,368436,1033625205,93804810000,33442000
214320,이노션,61500,1.82,45782,2798986500,1.23E+12,20000000
88260,이리츠코크렙,5760,-0.35,32417,186323870,3.64848E+11,63341590
139480,이마트,171000,-0.87,142158,24392687500,4.76677E+12,27875819
7660,이수페타시스,3410,0,210848,718399575,1.40725E+11,41268398
5950,이수화학,11650,-0.43,233375,2731618100,3.01792E+11,25904857
15020,이스타코,1520,18.29,23259166,35105133270,65134432000,42851600
93230,이아이디,403,1.26,47611314,19214699462,3.11657E+11,773342542
74610,이엔플러스,4670,-0.85,466237,2174584490,2.14085E+11,45842594
102460,이연제약,17000,0.59,31434,534644800,3.0445E+11,17908795
84680,이월드,3385,3.04,1097124,3711776775,3.59284E+11,106139897
350520,이지스레지던스리츠,4900,0.1,27864,136406845,1.0094E+11,20600000
334890,이지스밸류리츠,4895,0,143705,703391295,1.1748E+11,24000000
760,이화산업,23450,0.86,19388,445072050,65660000000,2800000
14990,인디에프,1290,0.39,62137,79785430,76023563550,58932995
101140,인바이오젠,3425,-0.87,360106,1242182265,1.76598E+11,51561397
6490,인스코비,3110,5.96,4460507,12943613120,3.19448E+11,102716266
23800,인지컨트롤스,14500,-3.01,163201,2384121200,2.19822E+11,15160128
34590,인천도시가스,25800,0.19,742,19146650,1.12869E+11,4374754
129260,인터지스,4290,4.13,3938990,16932099380,1.27618E+11,29747874
23810,인팩,6890,0,26763,185422560,68900000000,10000000
249420,일동제약,15900,0.32,46776,740620450,3.78472E+11,23803285
230,일동홀딩스,14350,0.35,14400,204441500,1.65605E+11,11540400
13360,일성건설,1440,-4,905920,1316282655,77795827200,54024880
3120,일성신약,82100,-0.24,1424,116639100,2.18386E+11,2660000
3200,일신방직,94500,-0.21,8464,794037600,2.268E+11,2400000
7110,일신석재,1870,-0.8,241465,453111260,1.44844E+11,77456610
7570,일양약품,33050,-0.6,184223,6114296850,6.30781E+11,19085664
7575,일양약품우,31200,-0.48,7173,224024200,13886496000,445080
8500,일정실업,15950,0.31,2352,37540900,19140000000,1200000
81000,일진다이아,40400,-1.1,66601,2691783050,5.738E+11,14202975
20760,일진디스플,4490,0.67,104009,464543930,1.54763E+11,34468286
20150,일진머티리얼즈,67900,-0.44,197718,13445737100,3.13093E+12,46110835
103590,일진전기,3830,0.13,136891,526035125,1.42018E+11,37080390
15860,일진홀딩스,5030,-0.4,127594,643012630,2.48218E+11,49347483
226320,잇츠한불,27300,2.25,53558,1445870550,5.9867E+11,21929315
317400,자이에스앤디,10950,0,94645,1038743450,2.93269E+11,26782520
33240,자화전자,16700,-1.47,102226,1708860750,2.9893E+11,17900000
950,전방,39050,-4.29,7513,296211950,65604000000,1680000
348950,제이알글로벌리츠,5220,-0.76,344825,1803116760,8.64432E+11,165600000
194370,제이에스코퍼레이션,19250,6.65,190457,3584700900,2.5671E+11,13335601
25620,제이준코스메틱,1730,-1.98,782345,1347012980,63853313900,36909430
36420,제이콘텐트리,51000,4.94,130627,6552481050,8.35639E+11,16385071
30000,제일기획,21250,-3.19,470356,10123778000,2.44463E+12,115041225
271980,제일약품,39900,-1.24,44002,1768419650,5.86724E+11,14704872
1560,제일연마,7820,-0.13,7827,60728560,78200000000,10000000
2620,제일파마홀딩스,17900,-1.1,7371,132394350,2.85923E+11,15973355
6220,제주은행,7730,0.39,466598,3627273540,2.48355E+11,32128774
89590,제주항공,23300,0.43,129125,2994893600,8.97041E+11,38499615
4910,조광페인트,7050,2.17,128865,910219620,90240000000,12800000
4700,조광피혁,54500,-0.18,2449,133680100,3.62378E+11,6649138
1550,조비,21200,-1.62,28165,600259800,1.10075E+11,5192239
480,조선내화,82100,1.11,4112,335833200,3.284E+11,4000000
120030,조선선재,135500,8.4,44971,5996334000,1.70412E+11,1257651
18470,조일알미늄,601,0.17,904507,544006156,52008433495,86536495
2600,조흥,178500,0.28,157,27956000,1.071E+11,600000
185750,종근당,138000,0,73275,10105824000,1.5768E+12,11426099
63160,종근당바이오,56700,-0.53,58585,3316618200,3.11054E+11,5485962
1630,종근당홀딩스,103500,1.47,20067,2057220500,5.18521E+11,5009861
44380,주연테크,1055,-0.94,744812,790566000,57615753895,54612089
13890,지누스,79400,-1.37,41703,3326812300,1.1439E+12,14406749
13870,지엠비코리아,7300,-0.54,55289,404904630,1.39228E+11,19072280
71320,지역난방공사,38350,0,5881,225690100,4.44045E+11,11578744
10580,지코,306,0,0,0,19761980616,64581636
35000,지투알,5770,1.23,52031,299435750,95593949930,16567409
88790,진도,5980,-4.32,2295796,13716394980,74437509120,12447744
3780,진양산업,7900,1.15,4481073,36007620860,1.027E+11,13000000
10640,진양폴리,3980,0.13,1022107,4112321320,39800000000,10000000
100250,진양홀딩스,2930,0.51,531745,1563360065,1.63773E+11,55895292
51630,진양화학,6440,4.38,3354874,21641382830,77280000000,12000000
272450,진에어,20500,-1.2,141978,2914324550,9.225E+11,45000000
11000,진원생명과학,11700,-2.09,499305,5917637550,5.23821E+11,44771008
2780,진흥기업,3455,-1.57,2606612,9138405490,5.02605E+11,145471745
2787,진흥기업2우B,12450,2.05,554,6856250,3670359600,294808
2785,진흥기업우B,6730,-0.3,20023,134098980,5769077140,857218
9310,참엔지니어링,1560,-1.58,384272,598018220,86494234320,55445022
650,천일고속,67100,3.71,8579,567730300,95900662000,1429220
33250,체시스,1655,3.76,439523,718013835,52960000000,32000000
35720,카카오,498000,0.91,503036,2.51145E+11,4.41959E+13,88746712
6380,카프로,3965,2.85,325707,1275190610,1.586E+11,40000000
109070,컨버즈,4100,0,0,0,57648054100,14060501
1620,케이비아이동국실업,937,6.24,1433221,1347238328,61881421464,66042072
29460,케이씨,27250,0.37,70971,1939730200,3.69348E+11,13554044
344820,케이씨씨글라스,49900,-1.19,142394,7149973950,7.96929E+11,15970512
281820,케이씨텍,26300,-1.87,78891,2090561150,5.48659E+11,20861556
145270,케이탑리츠,1515,2.71,884728,1324525900,70029552405,46224127
357120,코람코에너지리츠,5090,0,320254,1639586420,3.54366E+11,69620000
7815,코리아써우,5790,0.17,4443,25842730,17165555100,2964690
7810,코리아써키트,12350,-0.8,96462,1188401850,2.91716E+11,23620751
00781K,코리아써키트2우B,6340,-0.31,1068,6759310,4968651660,783699
3690,코리안리,8460,1.56,246273,2076092430,1.01832E+12,120369116
192820,코스맥스,122000,-1.21,95062,11690568000,1.22604E+12,10049509
44820,코스맥스비티아이,16400,2.18,44986,733402100,1.57504E+11,9603921
5070,코스모신소재,18500,-1.6,215994,4017074150,5.41087E+11,29247965
5420,코스모화학,11000,1.85,409121,4487916400,2.98577E+11,27143325
71950,코아스,1165,-0.85,107214,125056685,36006899650,30907210
2020,코오롱,23200,0.22,42540,988721200,2.92933E+11,12626426
3070,코오롱글로벌,21300,5.19,179083,3750475200,5.36982E+11,25210438
3075,코오롱글로벌우,25750,0,1299,33383300,8054677250,312803
144620,코오롱머티리얼,3055,-0.49,147490,449946425,2.09752E+11,68658635
2025,코오롱우,13800,0,6079,83598600,14854182000,1076390
120110,코오롱인더,59800,1.01,266834,15810181400,1.61333E+12,26978840
120115,코오롱인더우,26450,0.57,10082,265647500,73209897000,2767860
138490,코오롱플라스틱,6330,0.8,177888,1132130340,2.4054E+11,38000000
21240,코웨이,65500,-1.36,325679,21447230500,4.83388E+12,73799619
31820,콤텍시스템,1520,2.36,1393336,2100327180,1.03134E+11,67851466
192400,쿠쿠홀딩스,127500,-0.39,3227,410823500,9.06836E+11,7112437
284740,쿠쿠홈시스,42800,0.59,72705,3072806350,9.60318E+11,22437330
15590,큐로,643,0.47,4226800,2711282176,1.46097E+11,227211638
264900,크라운제과,10500,1.94,57445,596002150,1.315E+11,12523850
26490K,크라운제과우,10450,0.48,6989,72905900,8083702000,773560
5740,크라운해태홀딩스,9740,-0.31,35175,344594950,1.44613E+11,14847347
5745,크라운해태홀딩스우,14700,0.68,13802,200502650,8830672200,600726
20120,키다리스튜디오,14050,6.84,731273,10190692300,4.57859E+11,32587832
39490,키움증권,126000,2.44,187898,23631286000,3.27996E+12,26031389
12170,키위미디어그룹,1105,0,0,0,68534900070,62022534
14580,태경비케이,4645,1.75,487014,2229138025,1.28123E+11,27583100
15890,태경산업,7950,23.64,6109581,43005791570,2.32369E+11,29228750
6890,태경케미컬,13800,-0.72,79963,1102169200,1.6008E+11,11600000
3240,태광산업,920000,0.33,876,803165000,1.02433E+12,1113400
11280,태림포장,5110,-0.78,232083,1190859700,3.61818E+11,70805940
4100,태양금속,1615,-3.29,4157361,7083803180,59270500000,36700000
4105,태양금속우,3030,0.5,24697,74998530,9999000000,3300000
9410,태영건설,12000,0.84,301985,3588312900,4.66789E+11,38899098
9415,태영건설우,12000,-0.83,12492,149904450,15625704000,1302142
1420,태원물산,4310,-3.79,335143,1477915555,32756000000,7600000
7980,태평양물산,1905,3.53,668915,1269341870,91724963235,48149587
55490,테이팩스,51300,0.59,37901,1943208800,2.42015E+11,4717650
78000,텔코웨어,11500,0,42200,486280000,1.11581E+11,9702706
214420,토니모리,7970,0,17080,135893350,1.40591E+11,17640000
19180,티에이치엔,3170,2.92,124955,390352835,57060000000,18000000
363280,티와이홀딩스,26300,6.48,533535,13803879600,1.05651E+12,40171615
36328K,티와이홀딩스우,22700,2.71,22570,506367350,28496172600,1255338
91810,티웨이항공,2790,0.54,357103,993182225,3.07821E+11,110330279
4870,티웨이홀딩스,1380,-0.72,80240,111135030,1.05831E+11,76688976
5690,파미셀,15050,-1.95,524728,7909649550,9.02382E+11,59958950
36580,팜스코,7050,-1.67,127008,899458670,2.58932E+11,36727943
28670,팬오션,6170,-1.44,9186685,57414239320,3.29829E+12,534569512
10820,퍼스텍,2655,0.76,1340005,3589116185,1.27603E+11,48061460
16800,퍼시스,29500,0.34,984,29108650,3.3925E+11,11500000
1020,페이퍼코리아,2285,-0.87,54663,124507445,85693733480,37502728
90080,평화산업,1100,-0.45,92832,102578840,60392484900,54902259
10770,평화홀딩스,3630,-0.14,13517,48847940,53090441580,14625466
58430,포스코강판,28950,-0.86,143043,4089643000,1.737E+11,6000000
47050,포스코인터내셔널,20150,-3.36,878742,17794061000,2.48601E+12,123375149
3670,포스코케미칼,155000,0.32,312771,48223947500,1.20068E+13,77463220
7630,폴루스바이오팜,1225,0,0,0,55134426375,45007695
17810,풀무원,17050,-1.16,61868,1055342700,6.49955E+11,38120539
103140,풍산,33500,1.98,313046,10391098050,9.38813E+11,28024278
5810,풍산홀딩스,22950,0.44,29215,669696450,2.38899E+11,10409528
950210,프레스티지바이오파마,28200,0.71,554027,15727495650,1.69471E+12,60096155
33180,필룩스,3455,-2.4,3180284,11090572455,3.22816E+11,93434440
86790,하나금융지주,42800,3.51,1770744,75298279800,1.28504E+13,300242062
293480,하나제약,24550,1.03,39492,965875450,3.9771E+11,16200000
39130,하나투어,67800,2.11,113170,7599562300,9.45077E+11,13939185
172580,하이골드12호,2120,0.24,2665,5650180,27654340000,13044500
153360,하이골드3호,1325,-0.38,10572,13975535,21398471750,16149790
71090,하이스틸,28650,0,0,0,57298395600,1999944
19490,하이트론,9680,9.01,305802,2917714140,64998915520,6714764
80,하이트진로,36850,-0.14,388881,14346553900,2.58442E+12,70133611
87,하이트진로2우B,20150,0.25,1848,37072000,22772280700,1130138
140,하이트진로홀딩스,16950,1.5,53186,889119250,3.93355E+11,23206765
145,하이트진로홀딩스우,15150,1,1530,22911550,7132771500,470810
152550,한국ANKOR유전,1675,0,3169,5305575,1.17284E+11,70020000
36460,한국가스공사,33700,0.6,271797,9074883750,3.11095E+12,92313000
5430,한국공항,40900,1.36,8435,345237550,1.29504E+11,3166355
71050,한국금융지주,85600,-0.23,389601,33591419000,4.77014E+12,55725992
71055,한국금융지주우,64600,2.22,48137,3115386900,3.78443E+11,5858251
10040,한국내화,4040,2.02,155323,624654320,92369073280,22863632
25540,한국단자,72100,-1.23,50617,3669458800,7.50922E+11,10415000
4090,한국석유,268500,0.37,39154,10526003000,1.75921E+11,655200
