,거래소코드,회사명_y,매출액(요약)(백만원),상장주식수(주),1주당_매출액(백만원)
405,037350,성도이엔지,339390.0,15470000,0.021938590820943762
406,011300,성안보통주,29613.0,56857860,0.0005208250890905849
407,015750,성우하이텍,1152011.0,80000000,0.0144001375
408,080470,성창오토텍,71767.0,7300000,0.009831095890410958
409,148150,세경하이테크,101643.0,11642000,0.00873071637175743
410,053060,세동,109842.0,12393991,0.008862520555323947
411,340440,세림비앤지,,4710000,
412,011560,세보엠이씨,638235.0,10530000,0.06061111111111111
413,001430,세아베스틸지주보통주,1394365.0,35862119,0.03888127748390997
414,306200,세아제강보통주,1150466.0,2836300,0.40562211331664494
415,003030,세아제강지주보통주,13300.0,4141657,0.003211275100762811
416,019440,세아특수강보통주,471793.0,8570000,0.05505169194865811
417,058650,세아홀딩스보통주,71490.0,4000000,0.0178725
418,013000,세우글로벌보통주,27452.0,28705031,0.0009563480352973665
419,100700,세운메디칼,61384.0,43800000,0.0014014611872146118
420,024830,세원물산,155790.0,8350000,0.01865748502994012
421,021820,세원정공보통주,50534.0,10000000,0.0050534
422,067830,세이브존I&C보통주,134723.0,41040895,0.0032826525834780164
423,258830,세종메디칼,13993.0,6777741,0.0020645521863405522
424,039310,세중,2926.0,18121667,0.0001614641743499646
425,075580,세진중공업보통주,267296.0,56849456,0.004701821597026364
426,067770,세진티에스,18671.0,8396593,0.0022236399930305067
427,053450,세코닉스,310806.0,14395759,0.021590108586841444
428,222810,세토피아,8043.0,120052271,6.699581718033472e-05
429,252500,세화피앤씨,36599.0,20743195,0.0017643858624479015
430,347000,센코,20126.0,8170644,0.0024632085304414192
431,308170,센트랄모텍보통주,231861.0,8610000,0.026929268292682926
432,012600,센트럴인사이트보통주,28087.0,13589892,0.0020667566747403143
433,331920,셀레믹스,5265.0,8105648,0.0006495470812450775
434,049180,셀루메드,16536.0,39492906,0.0004187081092487851
435,299660,셀리드,0.0,9698692,0.0
436,268600,셀리버리,762.0,16370214,4.654795593997733e-05
437,108860,셀바스에이아이,13673.0,22055945,0.0006199235625587568
438,208370,셀바스헬스케어,19506.0,21680564,0.0008996998417568841
439,068270,셀트리온보통주,1689787.0,135027731,0.01251437010372336
440,068760,셀트리온제약,233568.0,35811354,0.006522177296060908
441,091990,셀트리온헬스케어,2116978.0,151971142,0.013930131550896683
442,068940,셀피글로벌,27667.0,34679722,0.0007977860952864616
443,290690,소룩스,57631.0,8256843,0.0069797863420680275
444,950200,소마젠,19006.0,18963553,0.0010022383463689532
445,032680,소프트센,47615.0,35775801,0.0013309275730821512
446,066910,손오공,81662.0,26896161,0.003036195388628139
447,043100,솔고바이오메디칼,16668.0,57759208,0.00028857736414945304
448,154040,솔루에타,46433.0,12980146,0.0035772324902971046
449,248070,솔루엠보통주,745788.0,49092219,0.015191572415987144
450,035610,솔본,3541.0,27345997,0.00012948878770081048
451,304100,솔트룩스,19329.0,5080915,0.003804236048034655
452,086980,쇼박스,46686.0,62600000,0.0007457827476038338
453,050960,수산아이앤티,18064.0,6751000,0.0026757517404828912
454,017550,수산중공업보통주,56155.0,53985163,0.0010401932101233074
455,253840,수젠텍,41352.0,15294966,0.0027036346468504737
456,236200,슈프리마,55440.0,7193273,0.007707200880600527
457,317770,슈프리마아이디,8239.0,3032020,0.002717330360617674
458,094840,슈프리마에이치큐,17681.0,10471840,0.0016884329783495547
