,거래소코드,회사명_y,매출액(요약)(백만원),상장주식수(주),1주당_매출액(백만원)
459,192440,슈피겐코리아,241905.0,6216363,0.038914233290430436
460,136510,스마트솔루션즈,13635.0,5637679,0.002418548484225512
461,099440,스맥,108462.0,30734609,0.003528985841336065
462,033790,스카이문스테크놀로지,25068.0,17117100,0.001464500411868833
463,159910,스킨앤스킨,26287.0,260411958,0.00010094390519501412
464,115570,스타플렉스,57212.0,7690607,0.00743920473377459
465,204630,스튜디오 산타클로스 엔터테인먼트,14977.0,29453855,0.0005084903147652489
466,013810,스페코,29288.0,14655470,0.0019984347141374518
467,049830,승일,132799.0,6132112,0.021656323302640265
468,020710,시공테크,96247.0,20047970,0.004800835196780522
469,048870,시너지이노베이션,20603.0,73402475,0.0002806853583615539
470,025320,시노펙스,84152.0,73242958,0.001148943219906547
471,134790,시디즈보통주,227490.0,2000000,0.113745
472,269620,시스웍,18772.0,74356685,0.00025245880716710274
473,131090,시큐브,14714.0,40000000,0.00036785
474,139050,시티랩스,20486.0,70396824,0.00029100744658594257
475,290520,신도기연,41261.0,8061280,0.005118417918742433
476,029530,신도리코보통주,322077.0,10080029,0.031951991407961226
477,011930,신성이엔지보통주,366980.0,202080923,0.001816005165415837
478,004170,신세계보통주,1459802.0,9845181,0.14827579096819044
479,035510,신세계아이앤씨 보통주,480308.0,1720000,0.2792488372093023
480,031430,신세계인터내셔날보통주,1211404.0,7140000,0.16966442577030813
481,031440,신세계푸드보통주,1226180.0,3872480,0.31663946618187827
482,005800,신영와코루보통주,177640.0,900000,0.1973777777777778
483,009270,신원보통주,690238.0,85042499,0.008116388959830544
484,138070,신진에스엠,35386.0,8972183,0.003943967705518267
485,226330,신테카바이오,610.0,13404016,4.550874901969678e-05
486,001770,SHD보통주,77327.0,1214878,0.06365001259385716
487,187270,신화콘텍,38033.0,10143845,0.0037493672271214713
488,004080,신흥보통주,116614.0,9600000,0.012147291666666667
489,222800,심텍,1030769.0,31854143,0.032359024695782904
490,036710,심텍홀딩스,4256.0,40663579,0.00010466368442384277
491,160980,싸이맥스,159710.0,10924243,0.014619777315462499
492,356890,싸이버원,20600.0,4640830,0.004438861151992208
493,217330,싸이토젠,643.0,5633864,0.0001141312605345106
494,102280,쌍방울,89572.0,239359627,0.0003742151553402947
495,208640,썸에이지,7218.0,135101716,5.3426412437278e-05
496,222420,쎄노텍,23408.0,40158175,0.0005828950145269301
497,037760,쎄니트,54573.0,33832921,0.0016130147320120541
498,099320,쎄트렉아이,81736.0,7268487,0.01124525640618192
499,015540,쎌마테라퓨틱스보통주,9628.0,13452340,0.000715711913317683
500,049960,쎌바이오텍,42743.0,9400000,0.004547127659574468
501,050890,쏠리드,128418.0,52185175,0.0024608138230828966
502,066790,씨씨에스충북방송,19274.0,55976167,0.0003443251125072569
503,004920,씨아이테크보통주,16543.0,25070772,0.0006598520380624896
504,352700,씨앤투스성진,148169.0,9995531,0.014823524633158558
505,065770,씨에스,42958.0,18835150,0.002280735752038078
506,083660,씨에스에이코스믹,45590.0,37072045,0.0012297676052130386
507,359090,씨엔알리서치,,7010000,
508,115530,씨엔플러스,18077.0,67963000,0.0002659829613171873
509,115480,씨유메디칼시스템,23332.0,26969925,0.0008651117865548384
510,189330,씨이랩,11162.0,2981142,0.0037442027249959915
511,035760,씨제이이엔엠,2718282.0,21929154,0.12395744952130848
512,096530,씨젠,1068569.0,26234020,0.04073218667973875
513,060590,씨티씨바이오,98624.0,21045926,0.0046861326035262125
514,260930,씨티케이,90364.0,10122151,0.008927351508587453
515,013990,아가방앤컴퍼니,119561.0,32887536,0.0036354502204117693
516,123860,아나패스,100956.0,10926453,0.009239594953641406
517,025980,아난티,59134.0,85178787,0.0006942338824336628
518,058220,아리온테크놀로지,553.0,38974244,1.4188857646603742e-05
519,125210,아모그린텍,111774.0,16496790,0.006775499960901484
520,090430,아모레퍼시픽 보통주,3016951.0,58458490,0.05160843189757382
521,002790,아모레G보통주,52398.0,82458180,0.0006354493877987605
522,052710,아모텍,206701.0,9743406,0.02121445005986613
523,074430,아미노로직스,17651.0,87826844,0.0002009750003085617
524,083930,아바코,199782.0,15412798,0.012962085145085272
525,149950,아바텍,75727.0,15607500,0.004851962197661381
526,050860,아세아텍,112951.0,17500000,0.006454342857142857
527,012170,아센디오보통주,14999.0,62022534,0.00024183146080422965
528,246720,아스타,873.0,11492523,7.596243227009422e-05
529,067390,아스트,52807.0,25679652,0.0020563752187919056
530,127710,아시아경제,39098.0,25508734,0.0015327299269340454
531,227610,아우딘퓨쳐스,38715.0,20000000,0.00193575
532,143160,아이디스,148204.0,10716390,0.013829657188661481
533,054800,아이디스홀딩스,7150.0,10347756,0.00069097106657714
534,122900,아이마켓코리아보통주,2079858.0,33428840,0.06221747449208528
535,339950,아이비김영,45257.0,42486655,0.0010652050626249584
536,099190,아이센스,171305.0,13737238,0.012470119539313507
537,289010,아이스크림에듀,115520.0,12864037,0.008980073673606506
538,040910,아이씨디,293847.0,18045413,0.01628375033588868
539,052860,아이앤씨테크놀로지,21521.0,17694054,0.0012162842952779505
540,095340,아이에스시,116524.0,16224248,0.007182089425654736
541,069920,아이에스이커머스,20767.0,25826362,0.0008041008640705958
542,038880,아이에이,45467.0,277757775,0.00016369298753203217
543,003560,IHQ보통주,79482.0,146235748,0.0005435196324225729
544,307180,아이엘사이언스,15403.0,21222023,0.0007258026249429661
545,101390,아이엠,21368.0,42546444,0.000502227636227366
546,052220,아이엠비씨,34996.0,23000000,0.0015215652173913043
547,078860,아이오케이컴퍼니,20968.0,58545827,0.0003581467898642887
548,090150,아이윈,81604.0,9658393,0.00844902459446411
549,123010,아이윈플러스,8053.0,49586441,0.0001624032666510589
550,031310,아이즈비전,17456.0,15772574,0.0011067312158434001
551,059100,아이컴포넌트,29117.0,7070860,0.004117886650280164
552,262840,아이퀘스트,15270.0,9860000,0.00154868154158215
553,052770,아이톡시,8492.0,10862507,0.0007817716481103304
554,124500,아이티센,119508.0,19907333,0.006003214996202656
555,099520,아이티엑스에이아이,31499.0,29301683,0.0010749894468519096
556,084850,아이티엠반도체,359031.0,23119914,0.015529080255229323
557,032080,아즈텍더블유비이,36046.0,21491029,0.0016772579851807002
558,059120,아진엑스텍,22650.0,9748596,0.002323411494332107
559,158430,아톤,24287.0,4353577,0.005578631088872438
560,067160,아프리카티비,186974.0,11494767,0.016266010437619136
561,053800,안랩,172627.0,10013855,0.017238815620957165
562,065660,안트로젠,4151.0,9093534,0.00045647819648554676
563,297570,알로이스,25625.0,17329414,0.0014786997413761365
564,001780,알루코 보통주,233613.0,83207283,0.002807602791212399
565,096610,알에프세미,32461.0,9494724,0.0034188460875745307
566,061040,알에프텍,96788.0,28899918,0.00334907524651108
567,148250,알엔투테크놀로지,23849.0,7297633,0.0032680459540785347
568,347860,알체라,4563.0,13368794,0.00034131724970853765
569,196170,알테오젠,26212.0,28082900,0.0009333793874564236
570,123750,알톤스포츠,43594.0,12746297,0.0034201305681171557
571,085810,알티캐스트,23967.0,28416379,0.0008434220278382407
572,117670,알파홀딩스,61386.0,21677018,0.0028318470741685964
573,291650,압타머사이언스,229.0,8466126,2.7048971394944984e-05
574,310200,애니플러스,11219.0,28407439,0.0003949317641762779
575,205500,액션스퀘어,6335.0,41332645,0.0001532686814502193
576,052790,액토즈소프트,44224.0,11330638,0.003903045883206224
577,290740,액트로,32919.0,10065011,0.0032706372601083097
578,238090,앤디포스,62478.0,55161726,0.0011326331594482739
579,092600,앤씨앤,80886.0,20947500,0.0038613677049767277
580,129890,앱코,153174.0,9688732,0.015809499117118733
581,255440,야스,54935.0,13058000,0.004206999540511564
582,030960,양지사,48851.0,15980000,0.003057008760951189
583,263540,어스앤에어로스페이스,16801.0,19914943,0.0008436378652954216
584,238120,얼라인드제네틱스,6939.0,7189448,0.0009651645021982216
585,019990,에너토크,22758.0,9756088,0.0023326972860433404
586,011090,에넥스보통주,231275.0,59991641,0.0038551204158592694
587,217480,에스디생명공학,100635.0,22415066,0.004489614262121735
588,121890,에스디시스템,22592.0,9609200,0.0023510802147941557
589,034120,에스비에스보통주,756842.0,18252582,0.04146492808524296
590,046140,에스비에스콘텐츠허브,139395.0,21463555,0.006494497300190951
591,042110,에스씨디,176807.0,48329564,0.0036583611637795864
592,065420,에스아이리소스,13426.0,66340075,0.00020238144138365837
593,103230,에스앤더블류,33496.0,7200000,0.0046522222222222225
594,101490,에스앤에스텍,87374.0,21451447,0.00407310518493228
595,095910,에스에너지,165375.0,14742182,0.011217810226464441
596,275630,에스에스알,10339.0,5930038,0.0017434964160432025
597,031330,에스에이엠티,1240458.0,99995067,0.0124051919481188
598,060540,에스에이티,16717.0,26133306,0.0006396817915039146
599,351320,에스에이티,,4330000,
600,056190,에스에프에이,835409.0,35908760,0.02326476881964178
601,036540,에스에프에이반도체,543234.0,164460303,0.003303131455376195
602,214310,에스엘바이오닉스,28634.0,39826913,0.0007189610703696769
603,063440,에스엠라이프디자인그룹,25072.0,45129154,0.0005555610459704164
604,010580,에스엠벡셀보통주,70710.0,64581636,0.001094893291337494
605,041510,에스엠엔터테인먼트,302602.0,23452501,0.012902760349525196
606,048550,에스엠컬처앤콘텐츠,130340.0,94610120,0.0013776538915710075
607,007820,에스엠코어,104036.0,20033946,0.0051929859449556266
608,012750,에스원보통주,2189076.0,37999178,0.05760850932091215
609,306040,에스제이그룹,92039.0,9865828,0.009329069997976855
610,123700,SJM보통주,59080.0,15604898,0.0037859907831502646
611,025530,SJM홀딩스보통주,4242.0,14934008,0.00028404966704182827
612,001380,SG글로벌보통주,80058.0,44964143,0.0017804853969973363
613,004060,에스지세계물산보통주,166834.0,202424960,0.0008241770184862578
614,040610,에스지엔지,40389.0,34087196,0.0011848730532132946
615,096630,에스코넥,39784.0,65265724,0.000609569580504462
616,041910,에스텍파마,61102.0,11898263,0.0051353714403522596
617,039440,에스티아이,260179.0,15830000,0.016435818066961465
618,098660,에스티오,68274.0,12500976,0.005461493566582321
619,052020,에스티큐브,10122.0,30575903,0.0003310450062586868
620,050760,에스폴리텍,135170.0,16334678,0.008275033030954145
621,317830,에스피시스템스,28462.0,8145700,0.003494113458634617
622,005610,SPC삼립보통주,1265461.0,8629009,0.14665195041516355
623,058610,에스피지,225916.0,21312605,0.010600111999448214
624,043340,에쎈테크,50019.0,72000000,0.0006947083333333333
625,054630,에이디칩스,20188.0,53009461,0.0003808376772591595
626,200710,에이디테크놀로지,279706.0,13293181,0.021041314340036445
627,096690,에이루트,20862.0,12852860,0.001623140686197469
628,078520,에이블씨엔씨보통주,225578.0,27033459,0.008344400174613246
629,195990,에이비프로바이오,24998.0,251469584,9.940764844149103e-05
630,003800,에이스침대,289067.0,11090000,0.026065554553651938
631,088800,에이스테크놀로지,133755.0,40957928,0.0032656681265712463
632,241840,에이스토리,22096.0,9374340,0.002357072604578029
633,015260,에이엔피보통주,82078.0,21826409,0.003760490330773147
634,078150,에이치비테크놀러지,243263.0,78990426,0.0030796517036127896
635,072990,에이치시티,51157.0,6927600,0.007384519891448698
636,036640,에이치알에스,64996.0,16354800,0.00397412380463228
637,227100,에이치앤비디자인,39425.0,3405431,0.01157709552770266
638,239610,에이치엘사이언스,143036.0,5142148,0.02781639112682093
639,044780,에이치케이,48429.0,18505787,0.0026169651687874716
640,045660,에이텍,98158.0,8260000,0.011883535108958837
641,224110,에이텍티앤,26676.0,5340000,0.0049955056179775284
642,230980,에이트원,6850.0,19141267,0.0003578655477717332
643,089530,에이티세미콘,126968.0,142615812,0.0008902799641879822
644,200470,에이팩트,49630.0,17553680,0.002827327375228442
645,262260,에이프로,48649.0,6880626,0.007070432254274539
646,007460,에이프로젠보통주,72537.0,184916591,0.0003922687499684655
647,109960,에이프로젠헬스케어앤게임즈,10493.0,178695217,5.8720094338059425e-05
648,244920,에이플러스에셋보통주,244048.0,22607693,0.010794909502707773
649,230240,에치에프알,72240.0,12882020,0.0056078161654771535
650,230360,에코마케팅,56182.0,32597874,0.0017234866298335898
651,086520,에코프로,101777.0,22090191,0.004607339067371576
652,247540,에코프로비엠,855210.0,21035166,0.04065620399667871
653,073540,에프알텍,24257.0,11400000,0.00212780701754386
654,064850,에프앤가이드,21072.0,12080000,0.0017443708609271523
655,064090,에프앤리퍼블릭,32137.0,109894095,0.0002924360949512346
656,007700,F&F홀딩스,803491.0,15400000,0.05217474025974026
657,214270,에프에스엔,32380.0,109158448,0.00029663301918693457
658,036810,에프에스티,162731.0,20233814,0.00804252722694792
659,173940,에프엔씨엔터테인먼트,52138.0,14364880,0.0036295465050874076
660,054940,엑사이엔씨,142311.0,33173548,0.004289893863628937
661,043090,엑서지21,4588.0,32590313,0.0001407780281214237
662,950130,엑세스바이오,108819.0,36315527,0.002996486874608759
663,205100,엑셈,28993.0,33882273,0.0008556981994684949
664,092870,엑시콘,67418.0,10374180,0.006498634108912704
665,317870,엔바이오니아,8190.0,7673055,0.001067371470685405
666,236810,엔비티,44169.0,8487713,0.005203875295971954
667,036570,엔씨소프트보통주,2242431.0,21954022,0.10214214962524862
668,008260,NI스틸보통주,192572.0,28600117,0.006733259168135571
669,217820,엔에스,60343.0,11293534,0.0053431459098631125
670,031860,엔에스엔,11133.0,53983921,0.00020622807298491713
671,104200,엔에이치엔벅스,67747.0,14827550,0.00456899487777819
672,265740,엔에프씨,33276.0,8931800,0.003725564835755391
673,053290,엔이능률,75364.0,16526307,0.004560244463569508
674,354200,엔젠바이오,2479.0,12364912,0.00020048666743443058
675,208860,엔지스테크널러지,3011.0,11443863,0.0002631104549224331
676,183490,엔지켐생명과학,25818.0,8294060,0.0031128301459116526
677,085310,엔케이 보통주,69335.0,79983352,0.000866867895208993
678,182400,엔케이맥스,9326.0,34326789,0.0002716828538783514
679,069410,엔텔스,55532.0,10244824,0.0054204933144776325
680,227950,엔투텍,46260.0,58616478,0.0007891978770884188
681,291230,엔피,,7550000,
682,198080,엔피디,136122.0,21535185,0.006320911568672385
683,048830,엔피케이,58089.0,18723923,0.0031023947278569775
684,096870,엘디티,12087.0,6678400,0.0018098646382367035
685,138690,엘아이에스,205913.0,16085519,0.012801141200355425
686,290650,엘앤씨바이오,27878.0,21877008,0.0012743058831445324
687,066970,엘앤에프,355968.0,28078729,0.012677496905219606
688,156100,엘앤케이바이오메드,19029.0,13389743,0.001421162452483218
689,006260,LS보통주,165747.0,32200000,0.005147422360248447
690,000680,LS네트웍스보통주,179430.0,78803016,0.0022769433088703104
691,093050,LF보통주,1115870.0,29240000,0.0381624487004104
692,108320,엘엑스세미콘,1161896.0,16264300,0.07143842649237901
693,108320,엘엑스세미콘,1161896.0,16264300,0.07143842649237901
694,001120,LX인터내셔널보통주,3258240.0,38760000,0.08406191950464396
695,108670,엘엑스하우시스보통주,2596510.0,8967670,0.2895412074708369
696,073110,엘엠에스,92103.0,8895755,0.010353589998825283
697,083310,엘오티베큠,164961.0,17059023,0.009670014513726842
698,003550,LG보통주,1016202.0,172557131,0.005889075659237751
699,051900,LG생활건강보통주,4418257.0,15618197,0.28289161674679864
700,032640,LG유플러스보통주,12352879.0,436611361,0.028292619256877285
701,037560,엘지헬로비전보통주,1056007.0,77446865,0.013635245274292251
702,051910,LG화학보통주,20830009.0,70592343,0.2950746230366656
703,058630,엠게임,42216.0,19543877,0.002160062714271073
704,086960,MDS테크,104466.0,8828608,0.011832669431013361
705,097520,엠씨넥스,1165039.0,17863482,0.06521903176547551
706,179290,엠아이텍,40203.0,31183148,0.0012892540547862583
707,009780,엠에스씨,145253.0,17600000,0.008253011363636363
708,123040,엠에스오토텍,229457.0,34727204,0.0066074136000122555
709,347890,엠투아이코퍼레이션,33223.0,16798204,0.001977770956942778
710,033310,엠투엔,21403.0,22189819,0.0009645414412798951
711,259630,엠플러스,158541.0,11402436,0.013904134169224891
712,065150,엠피대산,46748.0,124435974,0.0003756791424319144
713,050540,엠피씨플러스,110691.0,50785593,0.0021795748254824945
714,115960,연우,245653.0,12398000,0.019813921600258105
715,090740,연이비앤티,5457.0,19126082,0.00028531719146660564
716,060850,영림원소프트랩,43812.0,8131000,0.005388267125814783
717,143540,영우디에스피,101612.0,43232374,0.0023503682680021225
718,111770,영원무역보통주,1140635.0,44311468,0.02574130471145754
719,009970,영원무역홀딩스보통주,24236.0,13635592,0.0017774072442179262
720,000670,영풍보통주,1233370.0,1842040,0.6695674361034505
721,012160,영흥보통주,186390.0,95314676,0.001955522568213944
722,036000,예림당,16702.0,23034277,0.0007250933033409297
723,250930,예선테크,19117.0,33000440,0.0005792953063656121
724,015360,예스코홀딩스보통주,18004.0,6000000,0.0030006666666666667
725,122640,예스티,63475.0,16684210,0.0038044953881544285
726,045060,오공,57222.0,16941974,0.0033775284981549377
727,080520,오디텍,37086.0,11746609,0.0031571664639556828
728,007310,오뚜기보통주,2305213.0,3671981,0.6277845664234102
729,322310,오로스테크놀로지,17537.0,9309542,0.0018837661401602786
730,046120,오르비텍,47522.0,23790573,0.0019975138892199024
731,014940,오리엔탈정공,69049.0,45573661,0.0015151075969077842
732,002630,오리엔트바이오보통주,30480.0,118570046,0.0002570632383831579
733,065500,오리엔트정공,50503.0,117214562,0.00043085943536605973
734,271560,오리온보통주,769223.0,39536132,0.01945620274638905
735,001800,오리온홀딩스보통주,26052.0,62645422,0.0004158643867065019
736,010470,오리콤,82969.0,11845050,0.007004529318153997
737,039200,오스코텍,23410.0,29914859,0.0007825542483753642
738,031510,오스템,106708.0,28000000,0.003811
739,138080,오이솔루션,103172.0,10624095,0.009711133042390905
740,080580,오킨스전자,43141.0,17679298,0.002440198700197259
741,067170,오텍,135123.0,15391605,0.008779006477881936
742,173130,오파스넷,111973.0,11860430,0.009440888736749005
743,049480,오픈베이스,60406.0,31422383,0.0019223876177691553
744,309930,오하임아이엔티,27806.0,19747691,0.0014080633528243884
745,131030,옵투스제약,60827.0,16564797,0.003672064318083705
746,082210,옵트론텍,140225.0,23675951,0.005922676559011294
747,153710,옵티팜,13046.0,14474458,0.0009013118142316625
748,321820,와이더플래닛,28799.0,6862282,0.00419670890820284
749,057030,와이비엠넷,52604.0,16312697,0.003224727339691285
750,122990,와이솔,185506.0,28186941,0.006581274640621698
751,065530,와이어블,88960.0,52860000,0.0016829360575104048
752,067900,와이엔텍,99975.0,18199659,0.005493234790827675
753,066430,와이오엠,31802.0,15855736,0.0020057094795221113
754,193250,와이제이엠게임즈,4642.0,54147235,8.572921590548437e-05
755,273060,와이즈버즈,12270.0,47552972,0.0002580280366072598
756,019210,와이지-원,273250.0,30573819,0.008937385283794608
757,122870,와이지엔터테인먼트,153643.0,18422769,0.008339842941090995
758,037270,와이지플러스보통주,70471.0,63400100,0.001111528215255181
759,011690,와이투솔루션보통주,107392.0,147235637,0.0007293886329978659
760,040300,와이티엔,126730.0,42000000,0.0030173809523809524
761,332570,와이팜,37354.0,37141356,0.0010057252621579029
762,032820,우리기술,33130.0,127567627,0.00025970538748047733
763,115440,우리넷,52351.0,9136944,0.005729596241369105
764,046970,우리로,97351.0,28163495,0.00345663775039284
765,006980,우성보통주,349917.0,30900000,0.011324174757281553
766,017370,우신시스템보통주,113378.0,18314054,0.006190764753669504
767,103840,우양,133059.0,12858000,0.010348343443770416
768,215380,우정바이오,37344.0,12092926,0.003088086373802337
769,065680,우주일렉트로닉스,194647.0,9934220,0.019593586612738596
770,105840,우진보통주,39615.0,20202234,0.0019609217475651457
771,010400,우진아이엔에스보통주,140431.0,7622000,0.018424429283652583
772,049800,우진플라임 보통주,199854.0,10000000,0.0199854
773,016880,웅진보통주,160112.0,79378330,0.0020170744332867674
774,095720,웅진씽크빅 보통주,632552.0,115505985,0.005476356917782226
775,005820,원림보통주,38434.0,2200000,0.01747
776,307280,원바이오젠,0.0,34737566,0.0
777,053080,원방테크,162717.0,4294143,0.03789277627689623
778,032940,원익,46108.0,18193230,0.002534349315652031
779,104830,원익머트리얼즈,268589.0,12608000,0.02130306154822335
780,240810,원익아이피에스,1090819.0,49083901,0.02222355961479101
781,014190,원익큐브,192316.0,35399906,0.005432669792964987
782,074600,원익큐엔씨,236824.0,26288000,0.009008825319537431
783,131390,원익피앤이,118888.0,14818910,0.008022722318982975
784,030530,원익홀딩스,346742.0,77237981,0.004489268045471049
785,012620,원일특강,238844.0,4400000,0.054282727272727274
786,008370,원풍,73605.0,12000000,0.00613375
787,101160,월덱스,118013.0,16510993,0.007147541035236342
788,336060,웨이버스,,5930000,
789,095270,웨이브일렉트로닉스,28210.0,14707614,0.001918054145288284
790,065950,웰크론,123680.0,28231302,0.004380952745289608
791,024070,WISCOM보통주,94517.0,15326438,0.006166925413458757
792,017940,E1보통주,3563456.0,6860000,0.5194542274052478
793,023810,인팩보통주,177828.0,10000000,0.0177828
794,078930,GS보통주,306286.0,92915378,0.0032963972874328726
795,009070,KCTC 보통주,353271.0,30000000,0.0117757
796,033180,KH 필룩스보통주,68068.0,93434440,0.0007285108146417959
797,084870,TBH글로벌보통주,173140.0,20856819,0.008301361775254415
798,095570,AJ네트웍스보통주,453555.0,46822295,0.00968673150258867
799,000590,CS홀딩스보통주,3347.0,1154482,0.00289913571627795
800,267250,에이치디현대보통주,375932.0,15798617,0.02379524739412317
801,024120,KB오토시스,116834.0,11500000,0.010159478260869565
802,044180,KD,16239.0,16525360,0.0009826714818920738
803,016380,KG스틸보통주,2098691.0,100008897,0.020985042960727784
804,001940,KISCO홀딩스보통주,14277.0,18476380,0.0007727163004874331
805,011070,LG이노텍보통주,9290257.0,23667107,0.3925387669899832
806,010120,LS ELECTRIC보통주,1854586.0,30000000,0.061819533333333336
807,010060,OCI보통주,1221978.0,23849371,0.051237326133255254
808,096770,SK이노베이션 보통주,3808248.0,92465564,0.04118558126136558
809,064960,SNT모티브보통주,877370.0,14623136,0.05999875813231854
810,003570,SNT중공업보통주,227823.0,33252697,0.006851263823803525
811,077970,STX엔진보통주,557770.0,23008904,0.02424148494860946
812,071970,STX중공업보통주,226484.0,28365976,0.00798435421365371
813,078890,가온미디어,375718.0,15316776,0.024529835782673846
814,000500,가온전선보통주,771379.0,4160347,0.1854121783591609
815,036620,감성코퍼레이션,10908.0,69111364,0.00015783221989367768
816,000860,강남제비스코보통주,259900.0,6500000,0.03998461538461538
817,094480,갤럭시아머니트리,81230.0,39229838,0.002070617778232987
818,039240,경남스틸,297525.0,25000000,0.011901
819,053950,경남제약,70474.0,17442567,0.004040345667011054
820,011040,경동제약,171998.0,30768766,0.0055900194372436
821,009140,경인전자보통주,10514.0,1570797,0.006693417418036831
822,024910,경창산업,418937.0,35819005,0.011695941861031595
823,013580,계룡건설산업보통주,1571293.0,8930907,0.17593879322671258
824,012200,계양전기보통주,363208.0,32600000,0.011141349693251534
825,002140,고려산업보통주,183906.0,24939425,0.00737410746238135
826,049720,고려신용정보,131118.0,14300000,0.00916909090909091
827,010130,고려아연보통주,5652149.0,18870000,0.2995309485956545
828,002240,고려제강보통주,437063.0,23000000,0.019002739130434782
829,014570,고려제약,66789.0,11000000,0.006071727272727273
830,009290,광동제약보통주,764315.0,52420851,0.014580362306594374
831,017900,광전자보통주,144622.0,57943763,0.0024959027945768725
832,026910,광진실업,42978.0,6405405,0.006709645994281392
833,339770,교촌에프앤비보통주,435824.0,24982540,0.017445143688351945
834,007690,국도화학보통주,837636.0,5810616,0.1441561445464646
835,060480,국일신동,25189.0,11090000,0.002271325518485122
836,078130,국일제지,100061.0,126348384,0.0007919452297862393
837,002720,국제약품보통주,126515.0,19276090,0.006563312372996806
838,114090,그랜드코리아레저보통주,184462.0,61855670,0.0029821356716368927
839,900290,그레이트리치과기유한공사,,67375000,
840,083420,그린케미칼보통주,242398.0,24000000,0.010099916666666667
841,014530,극동유화보통주,617375.0,34869420,0.01770534181526392
842,900070,글로벌에스엠테크리미티드,,53743968,
843,204620,글로벌텍스프리,7943.0,48736691,0.0001629778271159197
844,019660,글로본,4218.0,32010854,0.0001317678060072999
845,014280,금강공업보통주,251476.0,29021513,0.008665158153539411
846,053260,금강철강,174224.0,18720000,0.009306837606837606
847,002990,금호건설보통주,1829136.0,36633924,0.049930113956670324
848,011780,금호석유화학보통주,3489720.0,30467691,0.11453838100169783
849,001210,금호전기보통주,42992.0,11981820,0.0035881026421695533
850,073240,금호타이어보통주,1708313.0,287260287,0.005946916706937635
851,092440,기신정기 보통주,108347.0,29200000,0.003710513698630137
852,000270,기아보통주,34362327.0,405363347,0.08476920090162962
853,004540,깨끗한나라보통주,590216.0,37240693,0.015848684663306346
854,247660,나노씨엠에스,4237.0,4208920,0.0010066715451944918
855,091970,나노캠텍,21071.0,28080425,0.0007503803806388258
856,051490,나라엠앤디,89206.0,14200000,0.006282112676056338
857,242040,나무기술,64144.0,32400660,0.0019797127589376265
858,036800,나이스정보통신,208781.0,10000000,0.0208781
859,030190,나이스평가정보,381901.0,60714820,0.006290078764953928
860,001260,남광토건보통주,237962.0,9828901,0.02421043817615011
861,003920,남양유업보통주,936005.0,720000,1.3000069444444444
862,025860,남해화학보통주,1009845.0,49678843,0.02032746616099735
863,111710,남화산업,17714.0,20588000,0.0008604041189042161
864,091590,남화토건,74204.0,11740000,0.0063206132879045996
865,035420,NAVER보통주,4126629.0,164263395,0.025122024295187617
866,002350,넥센타이어보통주,1208580.0,97667877,0.012374385899675079
867,251270,넷마블보통주,1378429.0,85940234,0.016039390816645904
868,054050,농업회사법인농우바이오,98345.0,16030561,0.006134844563456014
869,154030,농업회사법인 아시아종묘,22647.0,10619969,0.002132492100494832
870,214870,뉴지랩파마,54315.0,29903344,0.0018163520441058364
871,093640,다믈멀티미디어,8872.0,13140876,0.0006751452490686313
872,058730,다스코보통주,195878.0,15400000,0.012719350649350649
873,353200,대덕전자보통주,614383.0,49416925,0.012432643269487124
874,020400,대동금속,111120.0,2887758,0.03847967869883834
875,008830,대동기어,156401.0,8987520,0.01740201968952503
876,008110,대동전자보통주,15714.0,10490447,0.0014979342634303381
877,005750,대림B&Co보통주,230292.0,16672240,0.013812900965916997
878,006570,대림통상보통주,132463.0,15225000,0.008700361247947454
879,317850,대모엔지니어링,38386.0,8324420,0.0046112521953481445
880,290670,대보마그네틱,15797.0,7416850,0.0021298799355521547
881,078140,대봉엘에스,61216.0,11086579,0.0055216311542090665
882,001680,대상보통주,2604922.0,34648025,0.07518240938697084
883,084690,대상홀딩스 보통주,25992.0,36212538,0.0007177624501215574
884,128820,대성산업보통주,715757.0,45235478,0.015822912272530867
885,117580,대성에너지보통주,741783.0,27500000,0.026973927272727273
886,016710,대성홀딩스보통주,36132.0,16089459,0.0022456939043133768
887,020180,대신정보통신,175864.0,38428915,0.004576345702188053
888,045390,대아티아이,113381.0,71151522,0.0015935147529240485
889,108380,대양전기공업,168100.0,9567333,0.017570204779116604
890,006580,대양제지공업,108046.0,26850000,0.004024059590316573
891,014160,대영포장보통주,260706.0,108394549,0.002405157846083201
892,009320,대우전자부품보통주,75949.0,47646375,0.001594014235080843
893,042660,대우조선해양보통주,7041551.0,107290669,0.06563060017828763
894,000430,대원강업보통주,602545.0,62000000,0.009718467741935483
895,048910,대원미디어,211694.0,12578946,0.016829231956318122
896,005710,대원산업,522814.0,20037600,0.02609164770231964
897,006340,대원전선보통주,358785.0,71016967,0.005052102548958476
898,003220,대원제약보통주,306359.0,21224823,0.014433995515533864
899,024890,대원화성보통주,102198.0,41249152,0.0024775782057289324
900,120240,대정화금,80192.0,7190391,0.011152661934517886
901,003310,대주산업,85169.0,35392350,0.002406423987104558
902,078600,대주전자재료,116293.0,15387644,0.007557557219285811
903,015230,대창단조보통주,193396.0,14286115,0.013537340277605213
904,010170,대한광통신,111274.0,73741625,0.0015089713577643563
905,060900,대한그린파워,3845.0,153287035,2.5083660858858678e-05
906,054670,대한뉴팜,149513.0,14354920,0.010415453377657277
